voters_march,voters_april,voters_may,active_voters_may,dem_may,rep_may,npa_may,other_party_may,new_in_april,new_in_may,missing_after_march,missing_after_april,zip_changes_mar_apr,zip_changes_apr_may,county_changes_mar_apr,county_changes_apr_may,party_changes_mar_apr,party_changes_apr_may
16077003,16096219,16115656,13360319,4997197,6213825,4358218,546416,51054,48104,31843,28662,135496,89338,45569,32125,42797,34228
