election_date,election_type,election_type_label,party,county,counted_votes
2016-01-19,OTH,5 Other / Special / Local,REP,GIL,33
2016-01-19,OTH,5 Other / Special / Local,REP,LEV,33
2016-01-26,OTH,5 Other / Special / Local,DEM,DAD,277
2016-01-26,OTH,5 Other / Special / Local,NPA,DAD,37
2016-01-26,OTH,5 Other / Special / Local,REP,DAD,59
2016-02-02,OTH,5 Other / Special / Local,REP,LEV,40
2016-02-09,OTH,5 Other / Special / Local,DEM,ALA,10
2016-02-09,OTH,5 Other / Special / Local,DEM,BRO,11
2016-02-09,OTH,5 Other / Special / Local,DEM,DAD,555
2016-02-09,OTH,5 Other / Special / Local,NPA,DAD,189
2016-02-09,OTH,5 Other / Special / Local,REP,DAD,305
2016-02-23,OTH,5 Other / Special / Local,DEM,LEV,14
2016-02-23,OTH,5 Other / Special / Local,REP,LEV,18
2016-03-08,OTH,5 Other / Special / Local,DEM,HAM,40
2016-03-08,OTH,5 Other / Special / Local,REP,HAM,49
2016-03-15,OTH,5 Other / Special / Local,DEM,LEV,50
2016-03-15,OTH,5 Other / Special / Local,NPA,LEV,20
2016-03-15,OTH,5 Other / Special / Local,REP,CIT,18
2016-03-15,OTH,5 Other / Special / Local,REP,LEV,116
2016-03-15,PPP,3 Presidential Preference Primary,AMF,BRE,14
2016-03-15,PPP,3 Presidential Preference Primary,AMF,BRO,26
2016-03-15,PPP,3 Presidential Preference Primary,AMF,CHA,10
2016-03-15,PPP,3 Presidential Preference Primary,AMF,DAD,33
2016-03-15,PPP,3 Presidential Preference Primary,AMF,DUV,29
2016-03-15,PPP,3 Presidential Preference Primary,AMF,HIL,19
2016-03-15,PPP,3 Presidential Preference Primary,AMF,LAK,11
2016-03-15,PPP,3 Presidential Preference Primary,AMF,LEE,17
2016-03-15,PPP,3 Presidential Preference Primary,AMF,MRN,11
2016-03-15,PPP,3 Presidential Preference Primary,AMF,ORA,32
2016-03-15,PPP,3 Presidential Preference Primary,AMF,OSC,18
2016-03-15,PPP,3 Presidential Preference Primary,AMF,PAL,31
2016-03-15,PPP,3 Presidential Preference Primary,AMF,PAS,25
2016-03-15,PPP,3 Presidential Preference Primary,AMF,PIN,31
2016-03-15,PPP,3 Presidential Preference Primary,AMF,POL,15
2016-03-15,PPP,3 Presidential Preference Primary,AMF,SAR,13
2016-03-15,PPP,3 Presidential Preference Primary,AMF,SEM,14
2016-03-15,PPP,3 Presidential Preference Primary,AMF,VOL,18
2016-03-15,PPP,3 Presidential Preference Primary,ASP,BRO,10
2016-03-15,PPP,3 Presidential Preference Primary,ASP,DUV,14
2016-03-15,PPP,3 Presidential Preference Primary,ASP,ORA,20
2016-03-15,PPP,3 Presidential Preference Primary,ASP,PAL,15
2016-03-15,PPP,3 Presidential Preference Primary,ASP,PAS,12
2016-03-15,PPP,3 Presidential Preference Primary,ASP,PIN,16
2016-03-15,PPP,3 Presidential Preference Primary,ASP,VOL,10
2016-03-15,PPP,3 Presidential Preference Primary,BPP,BRO,14
2016-03-15,PPP,3 Presidential Preference Primary,BPP,DUV,15
2016-03-15,PPP,3 Presidential Preference Primary,BPP,HIL,16
2016-03-15,PPP,3 Presidential Preference Primary,BPP,ORA,46
2016-03-15,PPP,3 Presidential Preference Primary,BPP,OSC,16
2016-03-15,PPP,3 Presidential Preference Primary,BPP,PIN,11
2016-03-15,PPP,3 Presidential Preference Primary,BPP,POL,22
2016-03-15,PPP,3 Presidential Preference Primary,BPP,SEM,11
2016-03-15,PPP,3 Presidential Preference Primary,CPF,BRE,25
2016-03-15,PPP,3 Presidential Preference Primary,CPF,BRO,35
2016-03-15,PPP,3 Presidential Preference Primary,CPF,CIT,11
2016-03-15,PPP,3 Presidential Preference Primary,CPF,CLL,13
2016-03-15,PPP,3 Presidential Preference Primary,CPF,DAD,20
2016-03-15,PPP,3 Presidential Preference Primary,CPF,DUV,46
2016-03-15,PPP,3 Presidential Preference Primary,CPF,HIL,41
2016-03-15,PPP,3 Presidential Preference Primary,CPF,LAK,12
2016-03-15,PPP,3 Presidential Preference Primary,CPF,LEE,21
2016-03-15,PPP,3 Presidential Preference Primary,CPF,LEO,12
2016-03-15,PPP,3 Presidential Preference Primary,CPF,MAN,10
2016-03-15,PPP,3 Presidential Preference Primary,CPF,MRN,17
2016-03-15,PPP,3 Presidential Preference Primary,CPF,MRT,10
2016-03-15,PPP,3 Presidential Preference Primary,CPF,OKA,11
2016-03-15,PPP,3 Presidential Preference Primary,CPF,ORA,40
2016-03-15,PPP,3 Presidential Preference Primary,CPF,OSC,12
2016-03-15,PPP,3 Presidential Preference Primary,CPF,PAL,44
2016-03-15,PPP,3 Presidential Preference Primary,CPF,PAS,22
2016-03-15,PPP,3 Presidential Preference Primary,CPF,PIN,28
2016-03-15,PPP,3 Presidential Preference Primary,CPF,POL,24
2016-03-15,PPP,3 Presidential Preference Primary,CPF,SEM,12
2016-03-15,PPP,3 Presidential Preference Primary,CPF,STL,19
2016-03-15,PPP,3 Presidential Preference Primary,CPF,VOL,22
2016-03-15,PPP,3 Presidential Preference Primary,CPP,DUV,24
2016-03-15,PPP,3 Presidential Preference Primary,CPP,HIL,18
2016-03-15,PPP,3 Presidential Preference Primary,CPP,ORA,14
2016-03-15,PPP,3 Presidential Preference Primary,CPP,PAL,19
2016-03-15,PPP,3 Presidential Preference Primary,CPP,PAS,11
2016-03-15,PPP,3 Presidential Preference Primary,CPP,PIN,14
2016-03-15,PPP,3 Presidential Preference Primary,CSV,ALA,20
2016-03-15,PPP,3 Presidential Preference Primary,CSV,BAY,19
2016-03-15,PPP,3 Presidential Preference Primary,CSV,BRE,42
2016-03-15,PPP,3 Presidential Preference Primary,CSV,BRO,48
2016-03-15,PPP,3 Presidential Preference Primary,CSV,CHA,12
2016-03-15,PPP,3 Presidential Preference Primary,CSV,CIT,29
2016-03-15,PPP,3 Presidential Preference Primary,CSV,CLA,27
2016-03-15,PPP,3 Presidential Preference Primary,CSV,CLL,45
2016-03-15,PPP,3 Presidential Preference Primary,CSV,DAD,41
2016-03-15,PPP,3 Presidential Preference Primary,CSV,DUV,81
2016-03-15,PPP,3 Presidential Preference Primary,CSV,ESC,23
2016-03-15,PPP,3 Presidential Preference Primary,CSV,FLA,17
2016-03-15,PPP,3 Presidential Preference Primary,CSV,HER,20
2016-03-15,PPP,3 Presidential Preference Primary,CSV,HIG,15
2016-03-15,PPP,3 Presidential Preference Primary,CSV,HIL,75
2016-03-15,PPP,3 Presidential Preference Primary,CSV,IND,20
2016-03-15,PPP,3 Presidential Preference Primary,CSV,LAK,33
2016-03-15,PPP,3 Presidential Preference Primary,CSV,LEE,43
2016-03-15,PPP,3 Presidential Preference Primary,CSV,LEO,18
2016-03-15,PPP,3 Presidential Preference Primary,CSV,MAN,21
2016-03-15,PPP,3 Presidential Preference Primary,CSV,MRN,47
2016-03-15,PPP,3 Presidential Preference Primary,CSV,MRT,17
2016-03-15,PPP,3 Presidential Preference Primary,CSV,NAS,11
2016-03-15,PPP,3 Presidential Preference Primary,CSV,OKA,15
2016-03-15,PPP,3 Presidential Preference Primary,CSV,ORA,84
2016-03-15,PPP,3 Presidential Preference Primary,CSV,OSC,26
2016-03-15,PPP,3 Presidential Preference Primary,CSV,PAL,62
2016-03-15,PPP,3 Presidential Preference Primary,CSV,PAS,45
2016-03-15,PPP,3 Presidential Preference Primary,CSV,PIN,76
2016-03-15,PPP,3 Presidential Preference Primary,CSV,POL,46
2016-03-15,PPP,3 Presidential Preference Primary,CSV,SAN,11
2016-03-15,PPP,3 Presidential Preference Primary,CSV,SAR,33
2016-03-15,PPP,3 Presidential Preference Primary,CSV,SEM,46
2016-03-15,PPP,3 Presidential Preference Primary,CSV,STJ,29
2016-03-15,PPP,3 Presidential Preference Primary,CSV,STL,44
2016-03-15,PPP,3 Presidential Preference Primary,CSV,SUM,17
2016-03-15,PPP,3 Presidential Preference Primary,CSV,VOL,41
2016-03-15,PPP,3 Presidential Preference Primary,DEM,ALA,27089
2016-03-15,PPP,3 Presidential Preference Primary,DEM,BAK,785
2016-03-15,PPP,3 Presidential Preference Primary,DEM,BAY,5795
2016-03-15,PPP,3 Presidential Preference Primary,DEM,BRA,1243
2016-03-15,PPP,3 Presidential Preference Primary,DEM,BRE,35864
2016-03-15,PPP,3 Presidential Preference Primary,DEM,BRO,132279
2016-03-15,PPP,3 Presidential Preference Primary,DEM,CAL,490
2016-03-15,PPP,3 Presidential Preference Primary,DEM,CHA,8053
2016-03-15,PPP,3 Presidential Preference Primary,DEM,CIT,6814
2016-03-15,PPP,3 Presidential Preference Primary,DEM,CLA,6993
2016-03-15,PPP,3 Presidential Preference Primary,DEM,CLL,12657
2016-03-15,PPP,3 Presidential Preference Primary,DEM,CLM,2737
2016-03-15,PPP,3 Presidential Preference Primary,DEM,DAD,114456
2016-03-15,PPP,3 Presidential Preference Primary,DEM,DES,1090
2016-03-15,PPP,3 Presidential Preference Primary,DEM,DIX,381
2016-03-15,PPP,3 Presidential Preference Primary,DEM,DUV,65931
2016-03-15,PPP,3 Presidential Preference Primary,DEM,ESC,18332
2016-03-15,PPP,3 Presidential Preference Primary,DEM,FLA,6378
2016-03-15,PPP,3 Presidential Preference Primary,DEM,FRA,760
2016-03-15,PPP,3 Presidential Preference Primary,DEM,GAD,7447
2016-03-15,PPP,3 Presidential Preference Primary,DEM,GIL,539
2016-03-15,PPP,3 Presidential Preference Primary,DEM,GLA,368
2016-03-15,PPP,3 Presidential Preference Primary,DEM,GUL,571
2016-03-15,PPP,3 Presidential Preference Primary,DEM,HAM,790
2016-03-15,PPP,3 Presidential Preference Primary,DEM,HAR,485
2016-03-15,PPP,3 Presidential Preference Primary,DEM,HEN,1306
2016-03-15,PPP,3 Presidential Preference Primary,DEM,HER,9077
2016-03-15,PPP,3 Presidential Preference Primary,DEM,HIG,3828
2016-03-15,PPP,3 Presidential Preference Primary,DEM,HIL,75945
2016-03-15,PPP,3 Presidential Preference Primary,DEM,HOL,414
2016-03-15,PPP,3 Presidential Preference Primary,DEM,IND,7841
2016-03-15,PPP,3 Presidential Preference Primary,DEM,JAC,2813
2016-03-15,PPP,3 Presidential Preference Primary,DEM,JEF,1739
2016-03-15,PPP,3 Presidential Preference Primary,DEM,LAF,185
2016-03-15,PPP,3 Presidential Preference Primary,DEM,LAK,19051
2016-03-15,PPP,3 Presidential Preference Primary,DEM,LEE,27750
2016-03-15,PPP,3 Presidential Preference Primary,DEM,LEO,33728
2016-03-15,PPP,3 Presidential Preference Primary,DEM,LEV,1941
2016-03-15,PPP,3 Presidential Preference Primary,DEM,LIB,332
2016-03-15,PPP,3 Presidential Preference Primary,DEM,MAD,1561
2016-03-15,PPP,3 Presidential Preference Primary,DEM,MAN,19285
2016-03-15,PPP,3 Presidential Preference Primary,DEM,MON,5329
2016-03-15,PPP,3 Presidential Preference Primary,DEM,MRN,20916
2016-03-15,PPP,3 Presidential Preference Primary,DEM,MRT,7807
2016-03-15,PPP,3 Presidential Preference Primary,DEM,NAS,3654
2016-03-15,PPP,3 Presidential Preference Primary,DEM,OKA,5658
2016-03-15,PPP,3 Presidential Preference Primary,DEM,OKE,1139
2016-03-15,PPP,3 Presidential Preference Primary,DEM,ORA,75973
2016-03-15,PPP,3 Presidential Preference Primary,DEM,OSC,16774
2016-03-15,PPP,3 Presidential Preference Primary,DEM,PAL,102559
2016-03-15,PPP,3 Presidential Preference Primary,DEM,PAS,26572
2016-03-15,PPP,3 Presidential Preference Primary,DEM,PIN,70289
2016-03-15,PPP,3 Presidential Preference Primary,DEM,POL,32147
2016-03-15,PPP,3 Presidential Preference Primary,DEM,PUT,3546
2016-03-15,PPP,3 Presidential Preference Primary,DEM,SAN,4998
2016-03-15,PPP,3 Presidential Preference Primary,DEM,SAR,27129
2016-03-15,PPP,3 Presidential Preference Primary,DEM,SEM,28805
2016-03-15,PPP,3 Presidential Preference Primary,DEM,STJ,13334
2016-03-15,PPP,3 Presidential Preference Primary,DEM,STL,20815
2016-03-15,PPP,3 Presidential Preference Primary,DEM,SUM,6792
2016-03-15,PPP,3 Presidential Preference Primary,DEM,SUW,1725
2016-03-15,PPP,3 Presidential Preference Primary,DEM,TAY,960
2016-03-15,PPP,3 Presidential Preference Primary,DEM,UNI,435
2016-03-15,PPP,3 Presidential Preference Primary,DEM,VOL,30420
2016-03-15,PPP,3 Presidential Preference Primary,DEM,WAK,2288
2016-03-15,PPP,3 Presidential Preference Primary,DEM,WAL,1562
2016-03-15,PPP,3 Presidential Preference Primary,DEM,WAS,946
2016-03-15,PPP,3 Presidential Preference Primary,ECO,BRO,10
2016-03-15,PPP,3 Presidential Preference Primary,ECO,PIN,10
2016-03-15,PPP,3 Presidential Preference Primary,FFP,DUV,10
2016-03-15,PPP,3 Presidential Preference Primary,FFP,HIL,11
2016-03-15,PPP,3 Presidential Preference Primary,FFP,ORA,16
2016-03-15,PPP,3 Presidential Preference Primary,FFP,PAL,12
2016-03-15,PPP,3 Presidential Preference Primary,FFP,PIN,16
2016-03-15,PPP,3 Presidential Preference Primary,GRE,ALA,33
2016-03-15,PPP,3 Presidential Preference Primary,GRE,BRE,29
2016-03-15,PPP,3 Presidential Preference Primary,GRE,BRO,64
2016-03-15,PPP,3 Presidential Preference Primary,GRE,CLL,10
2016-03-15,PPP,3 Presidential Preference Primary,GRE,DAD,52
2016-03-15,PPP,3 Presidential Preference Primary,GRE,DUV,47
2016-03-15,PPP,3 Presidential Preference Primary,GRE,ESC,13
2016-03-15,PPP,3 Presidential Preference Primary,GRE,HIL,56
2016-03-15,PPP,3 Presidential Preference Primary,GRE,LAK,20
2016-03-15,PPP,3 Presidential Preference Primary,GRE,LEE,22
2016-03-15,PPP,3 Presidential Preference Primary,GRE,LEO,20
2016-03-15,PPP,3 Presidential Preference Primary,GRE,MAN,14
2016-03-15,PPP,3 Presidential Preference Primary,GRE,MRN,16
2016-03-15,PPP,3 Presidential Preference Primary,GRE,ORA,58
2016-03-15,PPP,3 Presidential Preference Primary,GRE,OSC,11
2016-03-15,PPP,3 Presidential Preference Primary,GRE,PAL,47
2016-03-15,PPP,3 Presidential Preference Primary,GRE,PAS,22
2016-03-15,PPP,3 Presidential Preference Primary,GRE,PIN,54
2016-03-15,PPP,3 Presidential Preference Primary,GRE,POL,16
2016-03-15,PPP,3 Presidential Preference Primary,GRE,SAR,17
2016-03-15,PPP,3 Presidential Preference Primary,GRE,SEM,36
2016-03-15,PPP,3 Presidential Preference Primary,GRE,STL,13
2016-03-15,PPP,3 Presidential Preference Primary,GRE,VOL,18
2016-03-15,PPP,3 Presidential Preference Primary,IND,ALA,452
2016-03-15,PPP,3 Presidential Preference Primary,IND,BAK,21
2016-03-15,PPP,3 Presidential Preference Primary,IND,BAY,203
2016-03-15,PPP,3 Presidential Preference Primary,IND,BRA,27
2016-03-15,PPP,3 Presidential Preference Primary,IND,BRE,1491
2016-03-15,PPP,3 Presidential Preference Primary,IND,BRO,2358
2016-03-15,PPP,3 Presidential Preference Primary,IND,CHA,388
2016-03-15,PPP,3 Presidential Preference Primary,IND,CIT,336
2016-03-15,PPP,3 Presidential Preference Primary,IND,CLA,309
2016-03-15,PPP,3 Presidential Preference Primary,IND,CLL,607
2016-03-15,PPP,3 Presidential Preference Primary,IND,CLM,69
2016-03-15,PPP,3 Presidential Preference Primary,IND,DAD,2358
2016-03-15,PPP,3 Presidential Preference Primary,IND,DES,17
2016-03-15,PPP,3 Presidential Preference Primary,IND,DIX,21
2016-03-15,PPP,3 Presidential Preference Primary,IND,DUV,1371
2016-03-15,PPP,3 Presidential Preference Primary,IND,ESC,470
2016-03-15,PPP,3 Presidential Preference Primary,IND,FLA,229
2016-03-15,PPP,3 Presidential Preference Primary,IND,FRA,22
2016-03-15,PPP,3 Presidential Preference Primary,IND,GAD,39
2016-03-15,PPP,3 Presidential Preference Primary,IND,GIL,38
2016-03-15,PPP,3 Presidential Preference Primary,IND,GLA,11
2016-03-15,PPP,3 Presidential Preference Primary,IND,GUL,10
2016-03-15,PPP,3 Presidential Preference Primary,IND,HEN,13
2016-03-15,PPP,3 Presidential Preference Primary,IND,HER,362
2016-03-15,PPP,3 Presidential Preference Primary,IND,HIG,144
2016-03-15,PPP,3 Presidential Preference Primary,IND,HIL,1878
2016-03-15,PPP,3 Presidential Preference Primary,IND,IND,361
2016-03-15,PPP,3 Presidential Preference Primary,IND,JAC,33
2016-03-15,PPP,3 Presidential Preference Primary,IND,JEF,17
2016-03-15,PPP,3 Presidential Preference Primary,IND,LAK,791
2016-03-15,PPP,3 Presidential Preference Primary,IND,LEE,1117
2016-03-15,PPP,3 Presidential Preference Primary,IND,LEO,514
2016-03-15,PPP,3 Presidential Preference Primary,IND,LEV,54
2016-03-15,PPP,3 Presidential Preference Primary,IND,MAN,729
2016-03-15,PPP,3 Presidential Preference Primary,IND,MON,137
2016-03-15,PPP,3 Presidential Preference Primary,IND,MRN,732
2016-03-15,PPP,3 Presidential Preference Primary,IND,MRT,423
2016-03-15,PPP,3 Presidential Preference Primary,IND,NAS,166
2016-03-15,PPP,3 Presidential Preference Primary,IND,OKA,275
2016-03-15,PPP,3 Presidential Preference Primary,IND,OKE,22
2016-03-15,PPP,3 Presidential Preference Primary,IND,ORA,1667
2016-03-15,PPP,3 Presidential Preference Primary,IND,OSC,332
2016-03-15,PPP,3 Presidential Preference Primary,IND,PAL,2961
2016-03-15,PPP,3 Presidential Preference Primary,IND,PAS,1035
2016-03-15,PPP,3 Presidential Preference Primary,IND,PIN,2035
2016-03-15,PPP,3 Presidential Preference Primary,IND,POL,888
2016-03-15,PPP,3 Presidential Preference Primary,IND,PUT,69
2016-03-15,PPP,3 Presidential Preference Primary,IND,SAN,292
2016-03-15,PPP,3 Presidential Preference Primary,IND,SAR,975
2016-03-15,PPP,3 Presidential Preference Primary,IND,SEM,952
2016-03-15,PPP,3 Presidential Preference Primary,IND,STJ,511
2016-03-15,PPP,3 Presidential Preference Primary,IND,STL,624
2016-03-15,PPP,3 Presidential Preference Primary,IND,SUM,300
2016-03-15,PPP,3 Presidential Preference Primary,IND,SUW,61
2016-03-15,PPP,3 Presidential Preference Primary,IND,TAY,11
2016-03-15,PPP,3 Presidential Preference Primary,IND,UNI,11
2016-03-15,PPP,3 Presidential Preference Primary,IND,VOL,1047
2016-03-15,PPP,3 Presidential Preference Primary,IND,WAK,50
2016-03-15,PPP,3 Presidential Preference Primary,IND,WAL,94
2016-03-15,PPP,3 Presidential Preference Primary,IND,WAS,15
2016-03-15,PPP,3 Presidential Preference Primary,LPF,ALA,111
2016-03-15,PPP,3 Presidential Preference Primary,LPF,BAY,52
2016-03-15,PPP,3 Presidential Preference Primary,LPF,BRE,155
2016-03-15,PPP,3 Presidential Preference Primary,LPF,BRO,142
2016-03-15,PPP,3 Presidential Preference Primary,LPF,CHA,23
2016-03-15,PPP,3 Presidential Preference Primary,LPF,CIT,21
2016-03-15,PPP,3 Presidential Preference Primary,LPF,CLA,68
2016-03-15,PPP,3 Presidential Preference Primary,LPF,CLL,54
2016-03-15,PPP,3 Presidential Preference Primary,LPF,CLM,13
2016-03-15,PPP,3 Presidential Preference Primary,LPF,DAD,147
2016-03-15,PPP,3 Presidential Preference Primary,LPF,DUV,225
2016-03-15,PPP,3 Presidential Preference Primary,LPF,ESC,80
2016-03-15,PPP,3 Presidential Preference Primary,LPF,FLA,16
2016-03-15,PPP,3 Presidential Preference Primary,LPF,HER,33
2016-03-15,PPP,3 Presidential Preference Primary,LPF,HIL,241
2016-03-15,PPP,3 Presidential Preference Primary,LPF,IND,27
2016-03-15,PPP,3 Presidential Preference Primary,LPF,LAK,81
2016-03-15,PPP,3 Presidential Preference Primary,LPF,LEE,91
2016-03-15,PPP,3 Presidential Preference Primary,LPF,LEO,84
2016-03-15,PPP,3 Presidential Preference Primary,LPF,MAN,68
2016-03-15,PPP,3 Presidential Preference Primary,LPF,MON,14
2016-03-15,PPP,3 Presidential Preference Primary,LPF,MRN,112
2016-03-15,PPP,3 Presidential Preference Primary,LPF,MRT,26
2016-03-15,PPP,3 Presidential Preference Primary,LPF,NAS,26
2016-03-15,PPP,3 Presidential Preference Primary,LPF,OKA,57
2016-03-15,PPP,3 Presidential Preference Primary,LPF,ORA,225
2016-03-15,PPP,3 Presidential Preference Primary,LPF,OSC,33
2016-03-15,PPP,3 Presidential Preference Primary,LPF,PAL,203
2016-03-15,PPP,3 Presidential Preference Primary,LPF,PAS,123
2016-03-15,PPP,3 Presidential Preference Primary,LPF,PIN,269
2016-03-15,PPP,3 Presidential Preference Primary,LPF,POL,108
2016-03-15,PPP,3 Presidential Preference Primary,LPF,PUT,12
2016-03-15,PPP,3 Presidential Preference Primary,LPF,SAN,54
2016-03-15,PPP,3 Presidential Preference Primary,LPF,SAR,65
2016-03-15,PPP,3 Presidential Preference Primary,LPF,SEM,125
2016-03-15,PPP,3 Presidential Preference Primary,LPF,STJ,74
2016-03-15,PPP,3 Presidential Preference Primary,LPF,STL,37
2016-03-15,PPP,3 Presidential Preference Primary,LPF,VOL,109
2016-03-15,PPP,3 Presidential Preference Primary,LPF,WAK,10
2016-03-15,PPP,3 Presidential Preference Primary,LPF,WAL,10
2016-03-15,PPP,3 Presidential Preference Primary,NPA,ALA,3263
2016-03-15,PPP,3 Presidential Preference Primary,NPA,BAK,76
2016-03-15,PPP,3 Presidential Preference Primary,NPA,BAY,905
2016-03-15,PPP,3 Presidential Preference Primary,NPA,BRA,90
2016-03-15,PPP,3 Presidential Preference Primary,NPA,BRE,5730
2016-03-15,PPP,3 Presidential Preference Primary,NPA,BRO,14997
2016-03-15,PPP,3 Presidential Preference Primary,NPA,CAL,45
2016-03-15,PPP,3 Presidential Preference Primary,NPA,CHA,1336
2016-03-15,PPP,3 Presidential Preference Primary,NPA,CIT,1322
2016-03-15,PPP,3 Presidential Preference Primary,NPA,CLA,1318
2016-03-15,PPP,3 Presidential Preference Primary,NPA,CLL,5627
2016-03-15,PPP,3 Presidential Preference Primary,NPA,CLM,276
2016-03-15,PPP,3 Presidential Preference Primary,NPA,DAD,18076
2016-03-15,PPP,3 Presidential Preference Primary,NPA,DES,96
2016-03-15,PPP,3 Presidential Preference Primary,NPA,DIX,73
2016-03-15,PPP,3 Presidential Preference Primary,NPA,DUV,6508
2016-03-15,PPP,3 Presidential Preference Primary,NPA,ESC,1875
2016-03-15,PPP,3 Presidential Preference Primary,NPA,FLA,1011
2016-03-15,PPP,3 Presidential Preference Primary,NPA,FRA,90
2016-03-15,PPP,3 Presidential Preference Primary,NPA,GAD,221
2016-03-15,PPP,3 Presidential Preference Primary,NPA,GIL,102
2016-03-15,PPP,3 Presidential Preference Primary,NPA,GLA,42
2016-03-15,PPP,3 Presidential Preference Primary,NPA,GUL,53
2016-03-15,PPP,3 Presidential Preference Primary,NPA,HAM,36
2016-03-15,PPP,3 Presidential Preference Primary,NPA,HAR,58
2016-03-15,PPP,3 Presidential Preference Primary,NPA,HEN,109
2016-03-15,PPP,3 Presidential Preference Primary,NPA,HER,1608
2016-03-15,PPP,3 Presidential Preference Primary,NPA,HIG,554
2016-03-15,PPP,3 Presidential Preference Primary,NPA,HIL,9756
2016-03-15,PPP,3 Presidential Preference Primary,NPA,HOL,56
2016-03-15,PPP,3 Presidential Preference Primary,NPA,IND,1411
2016-03-15,PPP,3 Presidential Preference Primary,NPA,JAC,117
2016-03-15,PPP,3 Presidential Preference Primary,NPA,JEF,120
2016-03-15,PPP,3 Presidential Preference Primary,NPA,LAF,10
2016-03-15,PPP,3 Presidential Preference Primary,NPA,LAK,3387
2016-03-15,PPP,3 Presidential Preference Primary,NPA,LEE,6442
2016-03-15,PPP,3 Presidential Preference Primary,NPA,LEO,2987
2016-03-15,PPP,3 Presidential Preference Primary,NPA,LEV,195
2016-03-15,PPP,3 Presidential Preference Primary,NPA,LIB,24
2016-03-15,PPP,3 Presidential Preference Primary,NPA,MAD,111
2016-03-15,PPP,3 Presidential Preference Primary,NPA,MAN,3192
2016-03-15,PPP,3 Presidential Preference Primary,NPA,MON,1309
2016-03-15,PPP,3 Presidential Preference Primary,NPA,MRN,5529
2016-03-15,PPP,3 Presidential Preference Primary,NPA,MRT,1368
2016-03-15,PPP,3 Presidential Preference Primary,NPA,NAS,722
2016-03-15,PPP,3 Presidential Preference Primary,NPA,OKA,1372
2016-03-15,PPP,3 Presidential Preference Primary,NPA,OKE,139
2016-03-15,PPP,3 Presidential Preference Primary,NPA,ORA,11671
2016-03-15,PPP,3 Presidential Preference Primary,NPA,OSC,2663
2016-03-15,PPP,3 Presidential Preference Primary,NPA,PAL,18571
2016-03-15,PPP,3 Presidential Preference Primary,NPA,PAS,4423
2016-03-15,PPP,3 Presidential Preference Primary,NPA,PIN,12544
2016-03-15,PPP,3 Presidential Preference Primary,NPA,POL,4098
2016-03-15,PPP,3 Presidential Preference Primary,NPA,PUT,384
2016-03-15,PPP,3 Presidential Preference Primary,NPA,SAN,1170
2016-03-15,PPP,3 Presidential Preference Primary,NPA,SAR,4461
2016-03-15,PPP,3 Presidential Preference Primary,NPA,SEM,4984
2016-03-15,PPP,3 Presidential Preference Primary,NPA,STJ,3093
2016-03-15,PPP,3 Presidential Preference Primary,NPA,STL,2469
2016-03-15,PPP,3 Presidential Preference Primary,NPA,SUM,1377
2016-03-15,PPP,3 Presidential Preference Primary,NPA,SUW,170
2016-03-15,PPP,3 Presidential Preference Primary,NPA,TAY,61
2016-03-15,PPP,3 Presidential Preference Primary,NPA,UNI,27
2016-03-15,PPP,3 Presidential Preference Primary,NPA,VOL,4789
2016-03-15,PPP,3 Presidential Preference Primary,NPA,WAK,253
2016-03-15,PPP,3 Presidential Preference Primary,NPA,WAL,363
2016-03-15,PPP,3 Presidential Preference Primary,NPA,WAS,84
2016-03-15,PPP,3 Presidential Preference Primary,PSL,ALA,11
2016-03-15,PPP,3 Presidential Preference Primary,PSL,BRO,13
2016-03-15,PPP,3 Presidential Preference Primary,PSL,DAD,12
2016-03-15,PPP,3 Presidential Preference Primary,PSL,DUV,15
2016-03-15,PPP,3 Presidential Preference Primary,PSL,ESC,11
2016-03-15,PPP,3 Presidential Preference Primary,PSL,HIL,27
2016-03-15,PPP,3 Presidential Preference Primary,PSL,ORA,18
2016-03-15,PPP,3 Presidential Preference Primary,PSL,PAL,13
2016-03-15,PPP,3 Presidential Preference Primary,PSL,PIN,16
2016-03-15,PPP,3 Presidential Preference Primary,REP,ALA,17851
2016-03-15,PPP,3 Presidential Preference Primary,REP,BAK,4241
2016-03-15,PPP,3 Presidential Preference Primary,REP,BAY,21556
2016-03-15,PPP,3 Presidential Preference Primary,REP,BRA,3795
2016-03-15,PPP,3 Presidential Preference Primary,REP,BRE,71132
2016-03-15,PPP,3 Presidential Preference Primary,REP,BRO,74631
2016-03-15,PPP,3 Presidential Preference Primary,REP,CAL,1293
2016-03-15,PPP,3 Presidential Preference Primary,REP,CHA,21154
2016-03-15,PPP,3 Presidential Preference Primary,REP,CIT,22297
2016-03-15,PPP,3 Presidential Preference Primary,REP,CLA,30098
2016-03-15,PPP,3 Presidential Preference Primary,REP,CLL,44470
2016-03-15,PPP,3 Presidential Preference Primary,REP,CLM,7773
2016-03-15,PPP,3 Presidential Preference Primary,REP,DAD,126126
2016-03-15,PPP,3 Presidential Preference Primary,REP,DES,2277
2016-03-15,PPP,3 Presidential Preference Primary,REP,DIX,1885
2016-03-15,PPP,3 Presidential Preference Primary,REP,DUV,82115
2016-03-15,PPP,3 Presidential Preference Primary,REP,ESC,35709
2016-03-15,PPP,3 Presidential Preference Primary,REP,FLA,13179
2016-03-15,PPP,3 Presidential Preference Primary,REP,FRA,1119
2016-03-15,PPP,3 Presidential Preference Primary,REP,GAD,2299
2016-03-15,PPP,3 Presidential Preference Primary,REP,GIL,3144
