election_date,election_type,election_type_label,party,county,counted_votes
2024-04-02,OTH,5 Other / Special / Local,DEM,LEV,89
2024-04-02,OTH,5 Other / Special / Local,DEM,ORA,13
2024-04-02,OTH,5 Other / Special / Local,DEM,PAL,3473
2024-04-02,OTH,5 Other / Special / Local,DEM,POL,2504
2024-04-02,OTH,5 Other / Special / Local,DEM,STL,12
2024-04-02,OTH,5 Other / Special / Local,IND,DAD,23
2024-04-02,OTH,5 Other / Special / Local,IND,PAL,145
2024-04-02,OTH,5 Other / Special / Local,IND,POL,77
2024-04-02,OTH,5 Other / Special / Local,LPF,PAL,11
2024-04-02,OTH,5 Other / Special / Local,NPA,DAD,261
2024-04-02,OTH,5 Other / Special / Local,NPA,HIG,47
2024-04-02,OTH,5 Other / Special / Local,NPA,LEV,52
2024-04-02,OTH,5 Other / Special / Local,NPA,PAL,1317
2024-04-02,OTH,5 Other / Special / Local,NPA,POL,864
2024-04-02,OTH,5 Other / Special / Local,REP,BRO,11
2024-04-02,OTH,5 Other / Special / Local,REP,DAD,307
2024-04-02,OTH,5 Other / Special / Local,REP,HIG,232
2024-04-02,OTH,5 Other / Special / Local,REP,LEV,252
2024-04-02,OTH,5 Other / Special / Local,REP,MRN,10
2024-04-02,OTH,5 Other / Special / Local,REP,PAL,2834
2024-04-02,OTH,5 Other / Special / Local,REP,POL,1916
2024-04-02,OTH,5 Other / Special / Local,REP,STL,19
2024-04-09,OTH,5 Other / Special / Local,DEM,ALA,381
2024-04-09,OTH,5 Other / Special / Local,DEM,CLA,132
2024-04-09,OTH,5 Other / Special / Local,DEM,DAD,590
2024-04-09,OTH,5 Other / Special / Local,DEM,JAC,59
2024-04-09,OTH,5 Other / Special / Local,DEM,PAS,1201
2024-04-09,OTH,5 Other / Special / Local,IND,DAD,53
2024-04-09,OTH,5 Other / Special / Local,IND,PAS,74
2024-04-09,OTH,5 Other / Special / Local,NPA,ALA,76
2024-04-09,OTH,5 Other / Special / Local,NPA,CLA,55
2024-04-09,OTH,5 Other / Special / Local,NPA,DAD,437
2024-04-09,OTH,5 Other / Special / Local,NPA,PAS,583
2024-04-09,OTH,5 Other / Special / Local,REP,ALA,251
2024-04-09,OTH,5 Other / Special / Local,REP,BRO,10
2024-04-09,OTH,5 Other / Special / Local,REP,CLA,436
2024-04-09,OTH,5 Other / Special / Local,REP,DAD,1249
2024-04-09,OTH,5 Other / Special / Local,REP,JAC,159
2024-04-09,OTH,5 Other / Special / Local,REP,PAS,1867
2024-04-16,OTH,5 Other / Special / Local,DEM,BAY,780
2024-04-16,OTH,5 Other / Special / Local,DEM,ORA,2462
2024-04-16,OTH,5 Other / Special / Local,DEM,SEM,23
2024-04-16,OTH,5 Other / Special / Local,IND,BAY,73
2024-04-16,OTH,5 Other / Special / Local,IND,ORA,87
2024-04-16,OTH,5 Other / Special / Local,LPF,BAY,18
2024-04-16,OTH,5 Other / Special / Local,NPA,BAY,612
2024-04-16,OTH,5 Other / Special / Local,NPA,ORA,1042
2024-04-16,OTH,5 Other / Special / Local,NPA,SEM,14
2024-04-16,OTH,5 Other / Special / Local,REP,BAY,3041
2024-04-16,OTH,5 Other / Special / Local,REP,LAK,12
2024-04-16,OTH,5 Other / Special / Local,REP,ORA,2816
2024-04-16,OTH,5 Other / Special / Local,REP,SEM,18
2024-04-30,OTH,5 Other / Special / Local,DEM,DAD,431
2024-04-30,OTH,5 Other / Special / Local,DEM,GAD,547
2024-04-30,OTH,5 Other / Special / Local,DEM,POL,876
2024-04-30,OTH,5 Other / Special / Local,IND,DAD,27
2024-04-30,OTH,5 Other / Special / Local,IND,POL,19
2024-04-30,OTH,5 Other / Special / Local,NPA,DAD,375
2024-04-30,OTH,5 Other / Special / Local,NPA,GAD,45
2024-04-30,OTH,5 Other / Special / Local,NPA,POL,230
2024-04-30,OTH,5 Other / Special / Local,REP,BRO,13
2024-04-30,OTH,5 Other / Special / Local,REP,DAD,1148
2024-04-30,OTH,5 Other / Special / Local,REP,GAD,101
2024-04-30,OTH,5 Other / Special / Local,REP,POL,338
2024-05-07,OTH,5 Other / Special / Local,DEM,SUW,133
2024-05-07,OTH,5 Other / Special / Local,REP,SUW,59
2024-05-14,OTH,5 Other / Special / Local,DEM,LAK,1042
2024-05-14,OTH,5 Other / Special / Local,IND,LAK,28
2024-05-14,OTH,5 Other / Special / Local,NPA,LAK,563
2024-05-14,OTH,5 Other / Special / Local,REP,LAK,1439
2024-05-21,OTH,5 Other / Special / Local,DEM,LEE,20
2024-05-21,OTH,5 Other / Special / Local,DEM,ORA,1687
2024-05-21,OTH,5 Other / Special / Local,IND,ORA,27
2024-05-21,OTH,5 Other / Special / Local,NPA,LEE,27
2024-05-21,OTH,5 Other / Special / Local,NPA,ORA,169
2024-05-21,OTH,5 Other / Special / Local,REP,LEE,46
2024-05-21,OTH,5 Other / Special / Local,REP,ORA,116
2024-06-11,OTH,5 Other / Special / Local,DEM,SUW,67
2024-06-11,OTH,5 Other / Special / Local,NPA,SUW,24
2024-06-11,OTH,5 Other / Special / Local,REP,SUW,164
2024-06-18,OTH,5 Other / Special / Local,DEM,ORA,1490
2024-06-18,OTH,5 Other / Special / Local,IND,ORA,24
2024-06-18,OTH,5 Other / Special / Local,NPA,ORA,153
2024-06-18,OTH,5 Other / Special / Local,REP,ORA,111
2024-08-20,PRI,2 Primary,AMF,BRE,11
2024-08-20,PRI,2 Primary,AMF,BRO,19
2024-08-20,PRI,2 Primary,AMF,DAD,32
2024-08-20,PRI,2 Primary,AMF,DUV,22
2024-08-20,PRI,2 Primary,AMF,ESC,12
2024-08-20,PRI,2 Primary,AMF,HIL,17
2024-08-20,PRI,2 Primary,AMF,MAN,12
2024-08-20,PRI,2 Primary,AMF,MRN,11
2024-08-20,PRI,2 Primary,AMF,ORA,24
2024-08-20,PRI,2 Primary,AMF,PAL,18
2024-08-20,PRI,2 Primary,AMF,PAS,13
2024-08-20,PRI,2 Primary,AMF,PIN,24
2024-08-20,PRI,2 Primary,AMF,SEM,11
2024-08-20,PRI,2 Primary,AMF,VOL,19
2024-08-20,PRI,2 Primary,ASP,DAD,10
2024-08-20,PRI,2 Primary,ASP,DUV,13
2024-08-20,PRI,2 Primary,ASP,HIL,10
2024-08-20,PRI,2 Primary,ASP,ORA,22
2024-08-20,PRI,2 Primary,ASP,PIN,14
2024-08-20,PRI,2 Primary,BPP,DAD,12
2024-08-20,PRI,2 Primary,BPP,HIL,13
2024-08-20,PRI,2 Primary,BPP,ORA,36
2024-08-20,PRI,2 Primary,BPP,OSC,35
2024-08-20,PRI,2 Primary,CPF,BAK,11
2024-08-20,PRI,2 Primary,CPF,BAY,12
2024-08-20,PRI,2 Primary,CPF,BRE,27
2024-08-20,PRI,2 Primary,CPF,BRO,21
2024-08-20,PRI,2 Primary,CPF,CHA,10
2024-08-20,PRI,2 Primary,CPF,CIT,20
2024-08-20,PRI,2 Primary,CPF,DAD,27
2024-08-20,PRI,2 Primary,CPF,DUV,25
2024-08-20,PRI,2 Primary,CPF,HER,14
2024-08-20,PRI,2 Primary,CPF,HIL,33
2024-08-20,PRI,2 Primary,CPF,IND,10
2024-08-20,PRI,2 Primary,CPF,LAK,15
2024-08-20,PRI,2 Primary,CPF,LEE,12
2024-08-20,PRI,2 Primary,CPF,LEO,22
2024-08-20,PRI,2 Primary,CPF,MRN,21
2024-08-20,PRI,2 Primary,CPF,OKA,17
2024-08-20,PRI,2 Primary,CPF,ORA,22
2024-08-20,PRI,2 Primary,CPF,OSC,12
2024-08-20,PRI,2 Primary,CPF,PAL,38
2024-08-20,PRI,2 Primary,CPF,PAS,21
2024-08-20,PRI,2 Primary,CPF,PIN,29
2024-08-20,PRI,2 Primary,CPF,POL,17
2024-08-20,PRI,2 Primary,CPF,SAR,15
2024-08-20,PRI,2 Primary,CPF,STL,12
2024-08-20,PRI,2 Primary,CPF,VOL,21
2024-08-20,PRI,2 Primary,CPP,BRO,17
2024-08-20,PRI,2 Primary,CPP,DAD,15
2024-08-20,PRI,2 Primary,CPP,DUV,20
2024-08-20,PRI,2 Primary,CPP,HIL,11
2024-08-20,PRI,2 Primary,CPP,ORA,21
2024-08-20,PRI,2 Primary,CPP,PAL,16
2024-08-20,PRI,2 Primary,CSV,ALA,13
2024-08-20,PRI,2 Primary,CSV,BAK,12
2024-08-20,PRI,2 Primary,CSV,BAY,26
2024-08-20,PRI,2 Primary,CSV,BRE,39
2024-08-20,PRI,2 Primary,CSV,BRO,47
2024-08-20,PRI,2 Primary,CSV,CHA,38
2024-08-20,PRI,2 Primary,CSV,CIT,43
2024-08-20,PRI,2 Primary,CSV,CLA,16
2024-08-20,PRI,2 Primary,CSV,CLL,38
2024-08-20,PRI,2 Primary,CSV,DAD,39
2024-08-20,PRI,2 Primary,CSV,DUV,66
2024-08-20,PRI,2 Primary,CSV,ESC,14
2024-08-20,PRI,2 Primary,CSV,FLA,27
2024-08-20,PRI,2 Primary,CSV,HER,25
2024-08-20,PRI,2 Primary,CSV,HIG,12
2024-08-20,PRI,2 Primary,CSV,HIL,58
2024-08-20,PRI,2 Primary,CSV,IND,37
2024-08-20,PRI,2 Primary,CSV,LAK,27
2024-08-20,PRI,2 Primary,CSV,LEE,55
2024-08-20,PRI,2 Primary,CSV,LEO,21
2024-08-20,PRI,2 Primary,CSV,LEV,10
2024-08-20,PRI,2 Primary,CSV,MAN,30
2024-08-20,PRI,2 Primary,CSV,MRN,43
2024-08-20,PRI,2 Primary,CSV,MRT,17
2024-08-20,PRI,2 Primary,CSV,NAS,17
2024-08-20,PRI,2 Primary,CSV,OKA,19
2024-08-20,PRI,2 Primary,CSV,ORA,60
2024-08-20,PRI,2 Primary,CSV,OSC,29
2024-08-20,PRI,2 Primary,CSV,PAL,56
2024-08-20,PRI,2 Primary,CSV,PAS,45
2024-08-20,PRI,2 Primary,CSV,PIN,66
2024-08-20,PRI,2 Primary,CSV,POL,37
2024-08-20,PRI,2 Primary,CSV,SAN,15
2024-08-20,PRI,2 Primary,CSV,SAR,43
2024-08-20,PRI,2 Primary,CSV,SEM,24
2024-08-20,PRI,2 Primary,CSV,STJ,19
2024-08-20,PRI,2 Primary,CSV,STL,29
2024-08-20,PRI,2 Primary,CSV,SUM,12
2024-08-20,PRI,2 Primary,CSV,SUW,10
2024-08-20,PRI,2 Primary,CSV,TAY,10
2024-08-20,PRI,2 Primary,CSV,VOL,46
2024-08-20,PRI,2 Primary,CSV,WAL,12
2024-08-20,PRI,2 Primary,DEM,ALA,20831
2024-08-20,PRI,2 Primary,DEM,BAK,1438
2024-08-20,PRI,2 Primary,DEM,BAY,5404
2024-08-20,PRI,2 Primary,DEM,BRA,788
2024-08-20,PRI,2 Primary,DEM,BRE,30995
2024-08-20,PRI,2 Primary,DEM,BRO,118188
2024-08-20,PRI,2 Primary,DEM,CAL,896
2024-08-20,PRI,2 Primary,DEM,CHA,8900
2024-08-20,PRI,2 Primary,DEM,CIT,7705
2024-08-20,PRI,2 Primary,DEM,CLA,5717
2024-08-20,PRI,2 Primary,DEM,CLL,12520
2024-08-20,PRI,2 Primary,DEM,CLM,2925
2024-08-20,PRI,2 Primary,DEM,DAD,111510
2024-08-20,PRI,2 Primary,DEM,DES,969
2024-08-20,PRI,2 Primary,DEM,DIX,820
2024-08-20,PRI,2 Primary,DEM,DUV,53724
2024-08-20,PRI,2 Primary,DEM,ESC,12388
2024-08-20,PRI,2 Primary,DEM,FLA,7554
2024-08-20,PRI,2 Primary,DEM,FRA,666
2024-08-20,PRI,2 Primary,DEM,GAD,7956
2024-08-20,PRI,2 Primary,DEM,GIL,594
2024-08-20,PRI,2 Primary,DEM,GLA,582
2024-08-20,PRI,2 Primary,DEM,GUL,987
2024-08-20,PRI,2 Primary,DEM,HAM,1127
2024-08-20,PRI,2 Primary,DEM,HAR,610
2024-08-20,PRI,2 Primary,DEM,HEN,1230
2024-08-20,PRI,2 Primary,DEM,HER,7946
2024-08-20,PRI,2 Primary,DEM,HIG,3036
2024-08-20,PRI,2 Primary,DEM,HIL,66523
2024-08-20,PRI,2 Primary,DEM,HOL,465
2024-08-20,PRI,2 Primary,DEM,IND,8992
2024-08-20,PRI,2 Primary,DEM,JAC,2767
2024-08-20,PRI,2 Primary,DEM,JEF,1907
2024-08-20,PRI,2 Primary,DEM,LAF,262
2024-08-20,PRI,2 Primary,DEM,LAK,14674
2024-08-20,PRI,2 Primary,DEM,LEE,27499
2024-08-20,PRI,2 Primary,DEM,LEO,34570
2024-08-20,PRI,2 Primary,DEM,LEV,1978
2024-08-20,PRI,2 Primary,DEM,LIB,527
2024-08-20,PRI,2 Primary,DEM,MAD,1284
2024-08-20,PRI,2 Primary,DEM,MAN,18127
2024-08-20,PRI,2 Primary,DEM,MON,5245
2024-08-20,PRI,2 Primary,DEM,MRN,16548
2024-08-20,PRI,2 Primary,DEM,MRT,7520
2024-08-20,PRI,2 Primary,DEM,NAS,4285
2024-08-20,PRI,2 Primary,DEM,OKA,5096
2024-08-20,PRI,2 Primary,DEM,OKE,1013
2024-08-20,PRI,2 Primary,DEM,ORA,67576
2024-08-20,PRI,2 Primary,DEM,OSC,16703
2024-08-20,PRI,2 Primary,DEM,PAL,92001
2024-08-20,PRI,2 Primary,DEM,PAS,19228
2024-08-20,PRI,2 Primary,DEM,PIN,65947
2024-08-20,PRI,2 Primary,DEM,POL,25733
2024-08-20,PRI,2 Primary,DEM,PUT,2781
2024-08-20,PRI,2 Primary,DEM,SAN,4177
2024-08-20,PRI,2 Primary,DEM,SAR,34233
2024-08-20,PRI,2 Primary,DEM,SEM,22861
2024-08-20,PRI,2 Primary,DEM,STJ,11049
2024-08-20,PRI,2 Primary,DEM,STL,16443
2024-08-20,PRI,2 Primary,DEM,SUM,8376
2024-08-20,PRI,2 Primary,DEM,SUW,1760
2024-08-20,PRI,2 Primary,DEM,TAY,1396
2024-08-20,PRI,2 Primary,DEM,UNI,533
2024-08-20,PRI,2 Primary,DEM,VOL,27503
2024-08-20,PRI,2 Primary,DEM,WAK,2367
2024-08-20,PRI,2 Primary,DEM,WAL,1679
2024-08-20,PRI,2 Primary,DEM,WAS,1026
2024-08-20,PRI,2 Primary,ECO,BRO,11
2024-08-20,PRI,2 Primary,ECO,DAD,23
2024-08-20,PRI,2 Primary,ECO,ORA,12
2024-08-20,PRI,2 Primary,ECO,PIN,12
2024-08-20,PRI,2 Primary,FFP,DAD,11
2024-08-20,PRI,2 Primary,FFP,HIL,11
2024-08-20,PRI,2 Primary,FFP,ORA,10
2024-08-20,PRI,2 Primary,FFP,PAL,11
2024-08-20,PRI,2 Primary,FFP,PIN,22
2024-08-20,PRI,2 Primary,GRE,ALA,26
2024-08-20,PRI,2 Primary,GRE,BRE,28
2024-08-20,PRI,2 Primary,GRE,BRO,54
2024-08-20,PRI,2 Primary,GRE,DAD,78
2024-08-20,PRI,2 Primary,GRE,DUV,44
2024-08-20,PRI,2 Primary,GRE,HER,14
2024-08-20,PRI,2 Primary,GRE,HIL,57
2024-08-20,PRI,2 Primary,GRE,IND,10
2024-08-20,PRI,2 Primary,GRE,LEE,25
2024-08-20,PRI,2 Primary,GRE,LEO,20
2024-08-20,PRI,2 Primary,GRE,ORA,46
2024-08-20,PRI,2 Primary,GRE,PAL,39
2024-08-20,PRI,2 Primary,GRE,PAS,15
2024-08-20,PRI,2 Primary,GRE,PIN,65
2024-08-20,PRI,2 Primary,GRE,POL,19
2024-08-20,PRI,2 Primary,GRE,SAR,34
2024-08-20,PRI,2 Primary,GRE,SEM,30
2024-08-20,PRI,2 Primary,GRE,VOL,24
2024-08-20,PRI,2 Primary,IND,ALA,337
2024-08-20,PRI,2 Primary,IND,BAK,51
2024-08-20,PRI,2 Primary,IND,BAY,256
2024-08-20,PRI,2 Primary,IND,BRA,13
2024-08-20,PRI,2 Primary,IND,BRE,1238
2024-08-20,PRI,2 Primary,IND,BRO,2042
2024-08-20,PRI,2 Primary,IND,CHA,519
2024-08-20,PRI,2 Primary,IND,CIT,602
2024-08-20,PRI,2 Primary,IND,CLA,225
2024-08-20,PRI,2 Primary,IND,CLL,648
2024-08-20,PRI,2 Primary,IND,CLM,75
2024-08-20,PRI,2 Primary,IND,DAD,3067
2024-08-20,PRI,2 Primary,IND,DES,24
2024-08-20,PRI,2 Primary,IND,DIX,22
2024-08-20,PRI,2 Primary,IND,DUV,1070
2024-08-20,PRI,2 Primary,IND,ESC,299
2024-08-20,PRI,2 Primary,IND,FLA,314
2024-08-20,PRI,2 Primary,IND,FRA,12
2024-08-20,PRI,2 Primary,IND,GAD,24
2024-08-20,PRI,2 Primary,IND,GIL,56
2024-08-20,PRI,2 Primary,IND,GLA,29
2024-08-20,PRI,2 Primary,IND,GUL,47
2024-08-20,PRI,2 Primary,IND,HAM,17
2024-08-20,PRI,2 Primary,IND,HAR,20
2024-08-20,PRI,2 Primary,IND,HEN,32
2024-08-20,PRI,2 Primary,IND,HER,384
2024-08-20,PRI,2 Primary,IND,HIG,178
2024-08-20,PRI,2 Primary,IND,HIL,1793
2024-08-20,PRI,2 Primary,IND,HOL,21
2024-08-20,PRI,2 Primary,IND,IND,560
2024-08-20,PRI,2 Primary,IND,JAC,40
2024-08-20,PRI,2 Primary,IND,JEF,23
2024-08-20,PRI,2 Primary,IND,LAK,537
2024-08-20,PRI,2 Primary,IND,LEE,1320
2024-08-20,PRI,2 Primary,IND,LEO,496
2024-08-20,PRI,2 Primary,IND,LEV,86
2024-08-20,PRI,2 Primary,IND,MAN,668
2024-08-20,PRI,2 Primary,IND,MON,169
2024-08-20,PRI,2 Primary,IND,MRN,692
2024-08-20,PRI,2 Primary,IND,MRT,477
2024-08-20,PRI,2 Primary,IND,NAS,296
2024-08-20,PRI,2 Primary,IND,OKA,277
2024-08-20,PRI,2 Primary,IND,OKE,48
2024-08-20,PRI,2 Primary,IND,ORA,1391
2024-08-20,PRI,2 Primary,IND,OSC,380
2024-08-20,PRI,2 Primary,IND,PAL,2592
2024-08-20,PRI,2 Primary,IND,PAS,780
2024-08-20,PRI,2 Primary,IND,PIN,2096
2024-08-20,PRI,2 Primary,IND,POL,774
2024-08-20,PRI,2 Primary,IND,PUT,74
2024-08-20,PRI,2 Primary,IND,SAN,280
2024-08-20,PRI,2 Primary,IND,SAR,1403
2024-08-20,PRI,2 Primary,IND,SEM,673
2024-08-20,PRI,2 Primary,IND,STJ,314
2024-08-20,PRI,2 Primary,IND,STL,557
2024-08-20,PRI,2 Primary,IND,SUM,349
2024-08-20,PRI,2 Primary,IND,SUW,58
2024-08-20,PRI,2 Primary,IND,TAY,31
2024-08-20,PRI,2 Primary,IND,UNI,15
2024-08-20,PRI,2 Primary,IND,VOL,1230
2024-08-20,PRI,2 Primary,IND,WAK,80
2024-08-20,PRI,2 Primary,IND,WAL,123
2024-08-20,PRI,2 Primary,IND,WAS,22
2024-08-20,PRI,2 Primary,LPF,ALA,48
2024-08-20,PRI,2 Primary,LPF,BAK,12
2024-08-20,PRI,2 Primary,LPF,BAY,60
2024-08-20,PRI,2 Primary,LPF,BRE,123
2024-08-20,PRI,2 Primary,LPF,BRO,91
2024-08-20,PRI,2 Primary,LPF,CHA,24
2024-08-20,PRI,2 Primary,LPF,CIT,38
2024-08-20,PRI,2 Primary,LPF,CLA,37
2024-08-20,PRI,2 Primary,LPF,CLL,62
2024-08-20,PRI,2 Primary,LPF,CLM,18
2024-08-20,PRI,2 Primary,LPF,DAD,159
2024-08-20,PRI,2 Primary,LPF,DUV,134
2024-08-20,PRI,2 Primary,LPF,ESC,36
2024-08-20,PRI,2 Primary,LPF,FLA,30
2024-08-20,PRI,2 Primary,LPF,HER,26
2024-08-20,PRI,2 Primary,LPF,HIG,14
2024-08-20,PRI,2 Primary,LPF,HIL,207
2024-08-20,PRI,2 Primary,LPF,IND,40
2024-08-20,PRI,2 Primary,LPF,LAK,44
2024-08-20,PRI,2 Primary,LPF,LEE,86
2024-08-20,PRI,2 Primary,LPF,LEO,70
2024-08-20,PRI,2 Primary,LPF,LEV,26
2024-08-20,PRI,2 Primary,LPF,MAN,43
2024-08-20,PRI,2 Primary,LPF,MON,18
2024-08-20,PRI,2 Primary,LPF,MRN,69
2024-08-20,PRI,2 Primary,LPF,MRT,30
2024-08-20,PRI,2 Primary,LPF,NAS,48
2024-08-20,PRI,2 Primary,LPF,OKA,57
2024-08-20,PRI,2 Primary,LPF,ORA,148
2024-08-20,PRI,2 Primary,LPF,OSC,33
2024-08-20,PRI,2 Primary,LPF,PAL,127
2024-08-20,PRI,2 Primary,LPF,PAS,79
2024-08-20,PRI,2 Primary,LPF,PIN,284
2024-08-20,PRI,2 Primary,LPF,POL,83
2024-08-20,PRI,2 Primary,LPF,SAN,49
2024-08-20,PRI,2 Primary,LPF,SAR,87
2024-08-20,PRI,2 Primary,LPF,SEM,83
2024-08-20,PRI,2 Primary,LPF,STJ,39
2024-08-20,PRI,2 Primary,LPF,STL,40
2024-08-20,PRI,2 Primary,LPF,SUM,15
2024-08-20,PRI,2 Primary,LPF,SUW,11
2024-08-20,PRI,2 Primary,LPF,VOL,142
2024-08-20,PRI,2 Primary,LPF,WAK,12
2024-08-20,PRI,2 Primary,LPF,WAL,20
2024-08-20,PRI,2 Primary,NPA,ALA,2969
2024-08-20,PRI,2 Primary,NPA,BAK,549
2024-08-20,PRI,2 Primary,NPA,BAY,2310
2024-08-20,PRI,2 Primary,NPA,BRA,90
2024-08-20,PRI,2 Primary,NPA,BRE,9956
2024-08-20,PRI,2 Primary,NPA,BRO,23142
2024-08-20,PRI,2 Primary,NPA,CAL,158
2024-08-20,PRI,2 Primary,NPA,CHA,3839
2024-08-20,PRI,2 Primary,NPA,CIT,4492
2024-08-20,PRI,2 Primary,NPA,CLA,1955
2024-08-20,PRI,2 Primary,NPA,CLL,6467
2024-08-20,PRI,2 Primary,NPA,CLM,839
2024-08-20,PRI,2 Primary,NPA,DAD,48171
2024-08-20,PRI,2 Primary,NPA,DES,229
2024-08-20,PRI,2 Primary,NPA,DIX,329
2024-08-20,PRI,2 Primary,NPA,DUV,9135
2024-08-20,PRI,2 Primary,NPA,ESC,2145
2024-08-20,PRI,2 Primary,NPA,FLA,3111
2024-08-20,PRI,2 Primary,NPA,FRA,69
2024-08-20,PRI,2 Primary,NPA,GAD,300
2024-08-20,PRI,2 Primary,NPA,GIL,199
2024-08-20,PRI,2 Primary,NPA,GLA,230
2024-08-20,PRI,2 Primary,NPA,GUL,251
2024-08-20,PRI,2 Primary,NPA,HAM,169
2024-08-20,PRI,2 Primary,NPA,HAR,204
2024-08-20,PRI,2 Primary,NPA,HEN,266
2024-08-20,PRI,2 Primary,NPA,HER,3321
2024-08-20,PRI,2 Primary,NPA,HIG,1418
2024-08-20,PRI,2 Primary,NPA,HIL,18648
2024-08-20,PRI,2 Primary,NPA,HOL,124
2024-08-20,PRI,2 Primary,NPA,IND,3826
2024-08-20,PRI,2 Primary,NPA,JAC,290
2024-08-20,PRI,2 Primary,NPA,JEF,269
2024-08-20,PRI,2 Primary,NPA,LAF,44
2024-08-20,PRI,2 Primary,NPA,LAK,4768
2024-08-20,PRI,2 Primary,NPA,LEE,13314
2024-08-20,PRI,2 Primary,NPA,LEO,5790
2024-08-20,PRI,2 Primary,NPA,LEV,563
2024-08-20,PRI,2 Primary,NPA,LIB,73
2024-08-20,PRI,2 Primary,NPA,MAD,99
2024-08-20,PRI,2 Primary,NPA,MAN,5983
2024-08-20,PRI,2 Primary,NPA,MON,1474
2024-08-20,PRI,2 Primary,NPA,MRN,5026
2024-08-20,PRI,2 Primary,NPA,MRT,2810
2024-08-20,PRI,2 Primary,NPA,NAS,2077
2024-08-20,PRI,2 Primary,NPA,OKA,2373
2024-08-20,PRI,2 Primary,NPA,OKE,323
2024-08-20,PRI,2 Primary,NPA,ORA,16073
2024-08-20,PRI,2 Primary,NPA,OSC,5459
2024-08-20,PRI,2 Primary,NPA,PAL,21149
2024-08-20,PRI,2 Primary,NPA,PAS,6753
2024-08-20,PRI,2 Primary,NPA,PIN,23596
2024-08-20,PRI,2 Primary,NPA,POL,6599
2024-08-20,PRI,2 Primary,NPA,PUT,645
2024-08-20,PRI,2 Primary,NPA,SAN,1809
2024-08-20,PRI,2 Primary,NPA,SAR,12015
2024-08-20,PRI,2 Primary,NPA,SEM,7204
2024-08-20,PRI,2 Primary,NPA,STJ,2813
2024-08-20,PRI,2 Primary,NPA,STL,3772
2024-08-20,PRI,2 Primary,NPA,SUM,3064
2024-08-20,PRI,2 Primary,NPA,SUW,456
2024-08-20,PRI,2 Primary,NPA,TAY,244
2024-08-20,PRI,2 Primary,NPA,UNI,78
2024-08-20,PRI,2 Primary,NPA,VOL,10921
2024-08-20,PRI,2 Primary,NPA,WAK,766
2024-08-20,PRI,2 Primary,NPA,WAL,878
2024-08-20,PRI,2 Primary,NPA,WAS,269
2024-08-20,PRI,2 Primary,PSL,ALA,15
2024-08-20,PRI,2 Primary,PSL,DAD,16
2024-08-20,PRI,2 Primary,PSL,HIL,23
2024-08-20,PRI,2 Primary,PSL,ORA,15
2024-08-20,PRI,2 Primary,PSL,PAL,11
2024-08-20,PRI,2 Primary,PSL,PIN,22
2024-08-20,PRI,2 Primary,REP,ALA,11276
2024-08-20,PRI,2 Primary,REP,BAK,7241
2024-08-20,PRI,2 Primary,REP,BAY,20695
2024-08-20,PRI,2 Primary,REP,BRA,3862
2024-08-20,PRI,2 Primary,REP,BRE,60602
2024-08-20,PRI,2 Primary,REP,BRO,46374
2024-08-20,PRI,2 Primary,REP,CAL,2902
2024-08-20,PRI,2 Primary,REP,CHA,20021
2024-08-20,PRI,2 Primary,REP,CIT,25436
2024-08-20,PRI,2 Primary,REP,CLA,19902
2024-08-20,PRI,2 Primary,REP,CLL,42192
2024-08-20,PRI,2 Primary,REP,CLM,9131
2024-08-20,PRI,2 Primary,REP,DAD,114120
2024-08-20,PRI,2 Primary,REP,DES,2156
2024-08-20,PRI,2 Primary,REP,DIX,3468
2024-08-20,PRI,2 Primary,REP,DUV,56003
2024-08-20,PRI,2 Primary,REP,ESC,31828
2024-08-20,PRI,2 Primary,REP,FLA,15625
2024-08-20,PRI,2 Primary,REP,FRA,1374
2024-08-20,PRI,2 Primary,REP,GAD,1675
2024-08-20,PRI,2 Primary,REP,GIL,4075
2024-08-20,PRI,2 Primary,REP,GLA,1811
2024-08-20,PRI,2 Primary,REP,GUL,3313
2024-08-20,PRI,2 Primary,REP,HAM,2013
2024-08-20,PRI,2 Primary,REP,HAR,2965
2024-08-20,PRI,2 Primary,REP,HEN,2712
2024-08-20,PRI,2 Primary,REP,HER,19240
2024-08-20,PRI,2 Primary,REP,HIG,11052
2024-08-20,PRI,2 Primary,REP,HIL,67855
2024-08-20,PRI,2 Primary,REP,HOL,3304
2024-08-20,PRI,2 Primary,REP,IND,25759
2024-08-20,PRI,2 Primary,REP,JAC,7598
2024-08-20,PRI,2 Primary,REP,JEF,2483
2024-08-20,PRI,2 Primary,REP,LAF,1921
2024-08-20,PRI,2 Primary,REP,LAK,35327
2024-08-20,PRI,2 Primary,REP,LEE,62331
2024-08-20,PRI,2 Primary,REP,LEO,17524
2024-08-20,PRI,2 Primary,REP,LEV,7686
2024-08-20,PRI,2 Primary,REP,LIB,1727
2024-08-20,PRI,2 Primary,REP,MAD,2568
2024-08-20,PRI,2 Primary,REP,MAN,40784
2024-08-20,PRI,2 Primary,REP,MON,6694
2024-08-20,PRI,2 Primary,REP,MRN,37208
2024-08-20,PRI,2 Primary,REP,MRT,19889
2024-08-20,PRI,2 Primary,REP,NAS,15210
2024-08-20,PRI,2 Primary,REP,OKA,26782
2024-08-20,PRI,2 Primary,REP,OKE,3977
2024-08-20,PRI,2 Primary,REP,ORA,48485
2024-08-20,PRI,2 Primary,REP,OSC,14691
