county_code,party_affiliation,voters,new_in_april,new_in_may,missing_after_march,missing_after_april,zip_changed_mar_apr,zip_changed_apr_may,county_changed_mar_apr,county_changed_apr_may,party_changed_mar_apr,party_changed_apr_may,status_changed_mar_apr,status_changed_apr_may
WAL,AMF,121,12,3,0,1,2,6,1,1,8,9,2,1
WAL,ASP,42,0,1,0,0,1,0,1,0,1,0,0,0
WAL,BPP,28,1,2,0,0,1,0,1,0,0,0,0,0
WAL,CPF,113,1,2,0,0,0,1,0,0,2,0,0,0
WAL,CPP,40,2,0,0,0,0,2,0,0,0,2,0,1
WAL,CSV,317,1,1,1,3,2,9,2,2,0,2,0,2
WAL,DEM,8996,33,54,24,23,57,81,26,13,23,27,18,13
WAL,ECO,19,1,0,0,0,0,0,0,0,0,0,0,0
WAL,FFP,12,0,0,0,0,0,0,0,0,0,0,0,0
WAL,GRE,47,1,2,0,0,1,2,0,2,0,2,0,0
WAL,IND,1514,10,17,1,0,14,26,2,6,23,18,2,2
WAL,JEF,1,0,0,0,0,0,0,0,0,0,0,0,0
WAL,LPF,236,2,0,0,0,2,3,2,0,0,1,1,0
WAL,MGT,1,0,0,0,0,0,0,0,0,0,0,0,0
WAL,NPA,12564,51,55,18,22,71,104,41,24,45,44,47,14
WAL,PSL,11,0,0,0,0,0,0,0,0,1,0,0,0
WAL,REP,45911,253,265,79,52,295,490,146,111,65,72,68,47
WAS,AMF,27,1,0,0,0,1,1,1,1,2,1,1,0
WAS,ASP,1,0,0,0,0,0,0,0,0,0,0,0,0
WAS,BPP,4,0,0,0,0,0,0,0,0,0,0,0,0
WAS,CPF,26,0,0,1,0,0,0,0,0,0,0,0,0
WAS,CPP,9,0,0,0,0,0,0,0,0,1,0,1,0
WAS,CSV,63,0,0,0,0,1,0,1,0,1,0,0,0
WAS,DEM,3400,7,8,15,5,11,5,7,4,10,5,4,2
WAS,ECO,2,0,0,0,0,0,0,0,0,0,0,0,0
WAS,FFP,1,0,0,0,0,0,0,0,0,0,0,0,0
WAS,GRE,6,0,0,0,0,0,0,0,0,0,0,0,0
WAS,IND,236,1,0,0,0,2,0,2,0,4,4,1,0
WAS,JEF,1,0,0,0,0,0,0,0,0,0,0,0,0
WAS,LPF,40,0,1,0,0,0,0,0,0,0,2,0,0
WAS,NPA,2519,11,7,4,2,8,15,5,15,9,15,3,5
WAS,REP,11376,41,23,18,21,40,36,31,27,17,22,13,12
