extract_month,county_code,party_affiliation,voter_status,voter_count
2026-03,PUT,DEM,INA,3654
2026-03,PUT,ECO,ACT,17
2026-03,PUT,ECO,INA,3
2026-03,PUT,FFP,ACT,2
2026-03,PUT,GRE,ACT,36
2026-03,PUT,GRE,INA,13
2026-03,PUT,IND,ACT,718
2026-03,PUT,IND,INA,144
2026-03,PUT,JEF,ACT,2
2026-03,PUT,LPF,ACT,99
2026-03,PUT,LPF,INA,35
2026-03,PUT,NPA,ACT,6955
2026-03,PUT,NPA,INA,3600
2026-03,PUT,PSL,ACT,2
2026-03,PUT,PSL,INA,3
2026-03,PUT,REP,ACT,25458
2026-03,PUT,REP,INA,3399
2026-03,PUT,RFM,ACT,1
2026-03,SAN,AMF,ACT,173
2026-03,SAN,ASP,ACT,81
2026-03,SAN,BPP,ACT,52
2026-03,SAN,BPP,INA,1
2026-03,SAN,CPF,ACT,264
2026-03,SAN,CPF,INA,27
2026-03,SAN,CPP,ACT,80
2026-03,SAN,CPP,INA,3
2026-03,SAN,CSV,ACT,593
2026-03,SAN,CSV,INA,14
2026-03,SAN,DEM,ACT,20257
2026-03,SAN,DEM,INA,5355
2026-03,SAN,ECO,ACT,47
2026-03,SAN,ECO,INA,7
2026-03,SAN,FFP,ACT,11
2026-03,SAN,GRE,ACT,93
2026-03,SAN,GRE,INA,23
2026-03,SAN,IND,ACT,3025
2026-03,SAN,IND,INA,636
2026-03,SAN,JEF,ACT,1
2026-03,SAN,LPF,ACT,692
2026-03,SAN,LPF,INA,207
2026-03,SAN,MGT,ACT,1
2026-03,SAN,NPA,ACT,25197
2026-03,SAN,NPA,INA,9967
2026-03,SAN,PSL,ACT,17
2026-03,SAN,PSL,INA,5
2026-03,SAN,REP,ACT,89486
2026-03,SAN,REP,INA,13230
2026-03,SAN,RFM,ACT,2
2026-03,SAR,AMF,ACT,343
2026-03,SAR,AMF,INA,7
2026-03,SAR,ASP,ACT,125
2026-03,SAR,ASP,INA,6
2026-03,SAR,BPP,ACT,110
2026-03,SAR,BPP,INA,8
2026-03,SAR,CPF,ACT,365
2026-03,SAR,CPF,INA,32
2026-03,SAR,CPP,ACT,167
2026-03,SAR,CPP,INA,5
2026-03,SAR,CSV,ACT,878
2026-03,SAR,CSV,INA,33
2026-03,SAR,DEM,ACT,80294
2026-03,SAR,DEM,INA,16022
2026-03,SAR,ECO,ACT,90
2026-03,SAR,ECO,INA,6
2026-03,SAR,FFP,ACT,31
2026-03,SAR,GRE,ACT,254
2026-03,SAR,GRE,INA,67
2026-03,SAR,IND,ACT,8117
2026-03,SAR,IND,INA,900
2026-03,SAR,JEF,ACT,1
2026-03,SAR,LPF,ACT,777
2026-03,SAR,LPF,INA,231
2026-03,SAR,NPA,ACT,73909
2026-03,SAR,NPA,INA,20206
2026-03,SAR,PSL,ACT,40
2026-03,SAR,PSL,INA,9
2026-03,SAR,REP,ACT,160267
2026-03,SAR,REP,INA,17923
2026-03,SAR,RFM,ACT,7
2026-03,SEM,AMF,ACT,351
2026-03,SEM,AMF,INA,11
2026-03,SEM,ASP,ACT,183
2026-03,SEM,ASP,INA,11
2026-03,SEM,BPP,ACT,716
2026-03,SEM,BPP,INA,52
2026-03,SEM,CPF,ACT,446
2026-03,SEM,CPF,INA,50
2026-03,SEM,CPP,ACT,210
2026-03,SEM,CPP,INA,17
2026-03,SEM,CSV,ACT,1046
2026-03,SEM,CSV,INA,87
2026-03,SEM,DEM,ACT,107164
2026-03,SEM,DEM,INA,9697
2026-03,SEM,ECO,ACT,114
2026-03,SEM,ECO,INA,8
2026-03,SEM,FFP,ACT,42
2026-03,SEM,FFP,INA,3
2026-03,SEM,GRE,ACT,317
2026-03,SEM,GRE,INA,42
2026-03,SEM,IND,ACT,8225
2026-03,SEM,IND,INA,564
2026-03,SEM,LPF,ACT,1213
2026-03,SEM,LPF,INA,132
2026-03,SEM,MGT,ACT,2
2026-03,SEM,NPA,ACT,99959
2026-03,SEM,NPA,INA,9607
2026-03,SEM,PSL,ACT,85
2026-03,SEM,PSL,INA,10
2026-03,SEM,REP,ACT,121094
2026-03,SEM,REP,INA,6545
2026-03,SEM,RFM,ACT,3
2026-03,STJ,AMF,ACT,221
2026-03,STJ,AMF,INA,1
2026-03,STJ,ASP,ACT,90
2026-03,STJ,ASP,INA,7
2026-03,STJ,BPP,ACT,82
2026-03,STJ,BPP,INA,4
2026-03,STJ,CPF,ACT,236
2026-03,STJ,CPF,INA,25
2026-03,STJ,CPP,ACT,115
2026-03,STJ,CPP,INA,8
2026-03,STJ,CSV,ACT,744
2026-03,STJ,CSV,INA,26
2026-03,STJ,DEM,ACT,46880
2026-03,STJ,DEM,INA,7461
2026-03,STJ,ECO,ACT,65
2026-03,STJ,ECO,INA,11
2026-03,STJ,FFP,ACT,30
2026-03,STJ,GRE,ACT,133
2026-03,STJ,GRE,INA,25
2026-03,STJ,IND,ACT,4876
2026-03,STJ,IND,INA,539
2026-03,STJ,JEF,ACT,1
2026-03,STJ,LPF,ACT,752
2026-03,STJ,LPF,INA,155
2026-03,STJ,MGT,ACT,3
2026-03,STJ,NPA,ACT,48595
2026-03,STJ,NPA,INA,11259
2026-03,STJ,PSL,ACT,22
2026-03,STJ,PSL,INA,8
2026-03,STJ,REP,ACT,131109
2026-03,STJ,REP,INA,12019
2026-03,STJ,RFM,ACT,4
2026-03,STL,AMF,ACT,326
2026-03,STL,AMF,INA,6
2026-03,STL,ASP,ACT,177
2026-03,STL,ASP,INA,4
2026-03,STL,BPP,ACT,305
2026-03,STL,BPP,INA,7
2026-03,STL,CPF,ACT,516
2026-03,STL,CPF,INA,34
2026-03,STL,CPP,ACT,194
2026-03,STL,CPP,INA,3
2026-03,STL,CSV,ACT,1069
2026-03,STL,CSV,INA,24
2026-03,STL,DEM,ACT,78404
2026-03,STL,DEM,INA,16398
2026-03,STL,ECO,ACT,88
2026-03,STL,ECO,INA,10
2026-03,STL,FFP,ACT,37
2026-03,STL,FFP,INA,3
2026-03,STL,GRE,ACT,160
2026-03,STL,GRE,INA,35
2026-03,STL,IND,ACT,6744
2026-03,STL,IND,INA,689
2026-03,STL,JEF,ACT,1
2026-03,STL,LPF,ACT,456
2026-03,STL,LPF,INA,105
2026-03,STL,MGT,ACT,2
2026-03,STL,NPA,ACT,56798
2026-03,STL,NPA,INA,16179
2026-03,STL,PSL,ACT,30
2026-03,STL,PSL,INA,3
2026-03,STL,REP,ACT,93060
2026-03,STL,REP,INA,9789
2026-03,STL,RFM,ACT,4
2026-03,SUM,AMF,ACT,119
2026-03,SUM,AMF,INA,1
2026-03,SUM,ASP,ACT,36
2026-03,SUM,BPP,ACT,50
2026-03,SUM,BPP,INA,2
2026-03,SUM,CPF,ACT,98
2026-03,SUM,CPF,INA,8
2026-03,SUM,CPP,ACT,51
2026-03,SUM,CPP,INA,3
2026-03,SUM,CSV,ACT,362
2026-03,SUM,CSV,INA,8
2026-03,SUM,DEM,ACT,23229
2026-03,SUM,DEM,INA,2935
2026-03,SUM,ECO,ACT,26
2026-03,SUM,ECO,INA,2
2026-03,SUM,FFP,ACT,14
2026-03,SUM,GRE,ACT,35
2026-03,SUM,GRE,INA,11
2026-03,SUM,IND,ACT,2696
2026-03,SUM,IND,INA,132
2026-03,SUM,LPF,ACT,209
2026-03,SUM,LPF,INA,33
2026-03,SUM,NPA,ACT,23666
2026-03,SUM,NPA,INA,4078
2026-03,SUM,PSL,ACT,7
2026-03,SUM,PSL,INA,1
2026-03,SUM,REP,ACT,76537
2026-03,SUM,REP,INA,5179
2026-03,SUW,AMF,ACT,44
2026-03,SUW,ASP,ACT,24
2026-03,SUW,BPP,ACT,9
2026-03,SUW,BPP,INA,1
2026-03,SUW,CPF,ACT,74
2026-03,SUW,CPF,INA,4
2026-03,SUW,CPP,ACT,24
2026-03,SUW,CPP,INA,1
2026-03,SUW,CSV,ACT,126
2026-03,SUW,CSV,INA,1
2026-03,SUW,DEM,ACT,5085
2026-03,SUW,DEM,INA,1678
2026-03,SUW,ECO,ACT,8
2026-03,SUW,ECO,INA,1
2026-03,SUW,FFP,ACT,7
2026-03,SUW,GRE,ACT,17
2026-03,SUW,GRE,INA,2
2026-03,SUW,IND,ACT,496
2026-03,SUW,IND,INA,66
2026-03,SUW,LPF,ACT,83
2026-03,SUW,LPF,INA,21
2026-03,SUW,NPA,ACT,3459
2026-03,SUW,NPA,INA,1452
2026-03,SUW,PSL,ACT,3
2026-03,SUW,PSL,INA,1
2026-03,SUW,REP,ACT,16823
2026-03,SUW,REP,INA,1917
2026-03,SUW,RFM,INA,1
2026-03,TAY,AMF,ACT,28
2026-03,TAY,ASP,ACT,11
2026-03,TAY,BPP,ACT,5
2026-03,TAY,CPF,ACT,35
2026-03,TAY,CPF,INA,3
2026-03,TAY,CPP,ACT,8
2026-03,TAY,CPP,INA,1
2026-03,TAY,CSV,ACT,46
2026-03,TAY,CSV,INA,2
2026-03,TAY,DEM,ACT,2865
2026-03,TAY,DEM,INA,840
2026-03,TAY,ECO,ACT,5
2026-03,TAY,FFP,ACT,1
2026-03,TAY,GRE,ACT,3
2026-03,TAY,GRE,INA,1
2026-03,TAY,IND,ACT,110
2026-03,TAY,IND,INA,34
2026-03,TAY,LPF,ACT,23
2026-03,TAY,LPF,INA,2
2026-03,TAY,NPA,ACT,975
2026-03,TAY,NPA,INA,494
2026-03,TAY,REP,ACT,7451
2026-03,TAY,REP,INA,769
2026-03,UNI,AMF,ACT,2
2026-03,UNI,CPF,ACT,10
2026-03,UNI,CPP,ACT,1
2026-03,UNI,CSV,ACT,13
2026-03,UNI,DEM,ACT,1514
2026-03,UNI,DEM,INA,243
2026-03,UNI,ECO,ACT,1
2026-03,UNI,GRE,ACT,4
2026-03,UNI,GRE,INA,2
2026-03,UNI,IND,ACT,94
2026-03,UNI,IND,INA,15
2026-03,UNI,LPF,ACT,21
2026-03,UNI,LPF,INA,4
2026-03,UNI,NPA,ACT,656
2026-03,UNI,NPA,INA,176
2026-03,UNI,PSL,ACT,2
2026-03,UNI,REP,ACT,4859
2026-03,UNI,REP,INA,316
2026-03,VOL,AMF,ACT,481
2026-03,VOL,AMF,INA,3
2026-03,VOL,ASP,ACT,235
2026-03,VOL,ASP,INA,11
2026-03,VOL,BPP,ACT,638
2026-03,VOL,BPP,INA,40
2026-03,VOL,CPF,ACT,577
2026-03,VOL,CPF,INA,79
2026-03,VOL,CPP,ACT,235
2026-03,VOL,CPP,INA,23
2026-03,VOL,CSV,ACT,1385
2026-03,VOL,CSV,INA,113
2026-03,VOL,DEM,ACT,105200
2026-03,VOL,DEM,INA,20106
2026-03,VOL,ECO,ACT,149
2026-03,VOL,ECO,INA,31
2026-03,VOL,FFP,ACT,50
2026-03,VOL,FFP,INA,1
2026-03,VOL,GRE,ACT,297
2026-03,VOL,GRE,INA,58
2026-03,VOL,IND,ACT,10712
2026-03,VOL,IND,INA,1115
2026-03,VOL,JEF,ACT,3
2026-03,VOL,LPF,ACT,1256
2026-03,VOL,LPF,INA,242
2026-03,VOL,MGT,ACT,3
2026-03,VOL,NPA,ACT,102535
2026-03,VOL,NPA,INA,24771
2026-03,VOL,PSL,ACT,61
2026-03,VOL,PSL,INA,10
2026-03,VOL,REP,ACT,169235
2026-03,VOL,REP,INA,18067
2026-03,VOL,RFM,ACT,14
2026-03,VOL,RFM,INA,3
2026-03,WAK,AMF,ACT,57
2026-03,WAK,ASP,ACT,25
2026-03,WAK,BPP,ACT,6
2026-03,WAK,CPF,ACT,56
2026-03,WAK,CPP,ACT,30
2026-03,WAK,CPP,INA,1
2026-03,WAK,CSV,ACT,145
2026-03,WAK,CSV,INA,3
2026-03,WAK,DEM,ACT,6281
2026-03,WAK,DEM,INA,552
2026-03,WAK,ECO,ACT,7
2026-03,WAK,FFP,ACT,4
2026-03,WAK,GRE,ACT,15
2026-03,WAK,IND,ACT,511
2026-03,WAK,IND,INA,31
2026-03,WAK,JEF,ACT,1
2026-03,WAK,LPF,ACT,83
2026-03,WAK,LPF,INA,7
2026-03,WAK,NPA,ACT,4114
2026-03,WAK,NPA,INA,554
2026-03,WAK,PSL,ACT,3
2026-03,WAK,PSL,INA,1
2026-03,WAK,REP,ACT,13904
2026-03,WAK,REP,INA,609
2026-03,WAL,AMF,ACT,88
2026-03,WAL,AMF,INA,4
2026-03,WAL,ASP,ACT,38
2026-03,WAL,ASP,INA,3
2026-03,WAL,BPP,ACT,22
2026-03,WAL,BPP,INA,3
2026-03,WAL,CPF,ACT,108
2026-03,WAL,CPF,INA,3
2026-03,WAL,CPP,ACT,37
2026-03,WAL,CSV,ACT,305
2026-03,WAL,CSV,INA,13
2026-03,WAL,DEM,ACT,7418
2026-03,WAL,DEM,INA,1507
2026-03,WAL,ECO,ACT,19
2026-03,WAL,ECO,INA,1
2026-03,WAL,FFP,ACT,12
2026-03,WAL,GRE,ACT,30
2026-03,WAL,GRE,INA,11
2026-03,WAL,IND,ACT,1295
2026-03,WAL,IND,INA,178
2026-03,WAL,JEF,ACT,1
2026-03,WAL,LPF,ACT,185
2026-03,WAL,LPF,INA,48
2026-03,WAL,MGT,ACT,1
2026-03,WAL,NPA,ACT,9553
2026-03,WAL,NPA,INA,2951
2026-03,WAL,PSL,ACT,9
2026-03,WAL,PSL,INA,1
2026-03,WAL,REP,ACT,41419
2026-03,WAL,REP,INA,3852
2026-03,WAL,RFM,ACT,1
2026-03,WAS,AMF,ACT,22
2026-03,WAS,AMF,INA,1
2026-03,WAS,ASP,ACT,2
2026-03,WAS,BPP,ACT,4
2026-03,WAS,CPF,ACT,16
2026-03,WAS,CPF,INA,12
2026-03,WAS,CPP,ACT,6
2026-03,WAS,CPP,INA,2
2026-03,WAS,CSV,ACT,53
2026-03,WAS,CSV,INA,9
2026-03,WAS,DEM,ACT,2583
2026-03,WAS,DEM,INA,812
2026-03,WAS,ECO,ACT,1
2026-03,WAS,ECO,INA,1
2026-03,WAS,FFP,ACT,1
2026-03,WAS,GRE,ACT,4
2026-03,WAS,GRE,INA,2
2026-03,WAS,IND,ACT,197
2026-03,WAS,IND,INA,37
2026-03,WAS,JEF,ACT,1
2026-03,WAS,LPF,ACT,28
2026-03,WAS,LPF,INA,10
2026-03,WAS,NPA,ACT,1645
2026-03,WAS,NPA,INA,850
2026-03,WAS,REP,ACT,9872
2026-03,WAS,REP,INA,1396
2026-03,WAS,RFM,ACT,1
2026-04,ALA,AMF,ACT,180
2026-04,ALA,AMF,INA,5
2026-04,ALA,ASP,ACT,94
2026-04,ALA,ASP,INA,7
2026-04,ALA,BPP,ACT,135
2026-04,ALA,BPP,INA,5
2026-04,ALA,CPF,ACT,154
2026-04,ALA,CPF,INA,27
2026-04,ALA,CPP,ACT,85
2026-04,ALA,CPP,INA,11
2026-04,ALA,CSV,ACT,362
2026-04,ALA,CSV,INA,23
2026-04,ALA,DEM,ACT,73022
2026-04,ALA,DEM,INA,17284
2026-04,ALA,ECO,ACT,67
2026-04,ALA,ECO,INA,10
2026-04,ALA,FFP,ACT,35
2026-04,ALA,FFP,INA,1
2026-04,ALA,GRE,ACT,205
2026-04,ALA,GRE,INA,49
2026-04,ALA,IND,ACT,3526
2026-04,ALA,IND,INA,437
2026-04,ALA,JEF,ACT,2
2026-04,ALA,LPF,ACT,603
2026-04,ALA,LPF,INA,176
2026-04,ALA,MGT,ACT,1
2026-04,ALA,NPA,ACT,37222
2026-04,ALA,NPA,INA,13477
2026-04,ALA,PSL,ACT,74
2026-04,ALA,PSL,INA,4
2026-04,ALA,REP,ACT,48089
2026-04,ALA,REP,INA,7819
2026-04,BAK,AMF,ACT,26
2026-04,BAK,ASP,ACT,19
2026-04,BAK,BPP,ACT,3
2026-04,BAK,CPF,ACT,51
2026-04,BAK,CPF,INA,5
2026-04,BAK,CPP,ACT,18
2026-04,BAK,CSV,ACT,56
2026-04,BAK,CSV,INA,3
2026-04,BAK,DEM,ACT,2841
2026-04,BAK,DEM,INA,794
2026-04,BAK,ECO,ACT,6
2026-04,BAK,ECO,INA,2
2026-04,BAK,FFP,ACT,2
2026-04,BAK,GRE,ACT,9
2026-04,BAK,GRE,INA,3
2026-04,BAK,IND,ACT,202
2026-04,BAK,IND,INA,28
2026-04,BAK,LPF,ACT,50
2026-04,BAK,LPF,INA,8
2026-04,BAK,NPA,ACT,1861
2026-04,BAK,NPA,INA,662
2026-04,BAK,PSL,ACT,2
2026-04,BAK,REP,ACT,12437
2026-04,BAK,REP,INA,1049
2026-04,BAY,AMF,ACT,275
2026-04,BAY,AMF,INA,9
2026-04,BAY,ASP,ACT,115
2026-04,BAY,ASP,INA,6
2026-04,BAY,BPP,ACT,82
2026-04,BAY,BPP,INA,2
2026-04,BAY,CPF,ACT,299
2026-04,BAY,CPF,INA,22
2026-04,BAY,CPP,ACT,125
2026-04,BAY,CPP,INA,8
2026-04,BAY,CSV,ACT,709
2026-04,BAY,CSV,INA,46
2026-04,BAY,DEM,ACT,23548
2026-04,BAY,DEM,INA,4550
2026-04,BAY,ECO,ACT,59
2026-04,BAY,ECO,INA,6
2026-04,BAY,FFP,ACT,22
2026-04,BAY,GRE,ACT,140
2026-04,BAY,GRE,INA,31
2026-04,BAY,IND,ACT,2740
2026-04,BAY,IND,INA,382
2026-04,BAY,JEF,ACT,1
2026-04,BAY,LPF,ACT,554
2026-04,BAY,LPF,INA,146
2026-04,BAY,MGT,ACT,2
2026-04,BAY,NPA,ACT,23834
2026-04,BAY,NPA,INA,6948
2026-04,BAY,PSL,ACT,20
2026-04,BAY,PSL,INA,8
2026-04,BAY,REP,ACT,73666
2026-04,BAY,REP,INA,8408
2026-04,BRA,AMF,ACT,47
2026-04,BRA,ASP,ACT,14
2026-04,BRA,BPP,ACT,3
2026-04,BRA,CPF,ACT,35
2026-04,BRA,CPF,INA,3
2026-04,BRA,CPP,ACT,13
2026-04,BRA,CSV,ACT,78
2026-04,BRA,CSV,INA,3
2026-04,BRA,DEM,ACT,3464
2026-04,BRA,DEM,INA,931
2026-04,BRA,ECO,ACT,4
2026-04,BRA,FFP,ACT,5
2026-04,BRA,GRE,ACT,5
2026-04,BRA,GRE,INA,2
2026-04,BRA,IND,ACT,241
2026-04,BRA,IND,INA,28
2026-04,BRA,LPF,ACT,58
2026-04,BRA,LPF,INA,11
2026-04,BRA,NPA,ACT,2008
2026-04,BRA,NPA,INA,793
2026-04,BRA,REP,ACT,10609
2026-04,BRA,REP,INA,1073
2026-04,BRE,AMF,ACT,313
2026-04,BRE,AMF,INA,10
2026-04,BRE,ASP,ACT,161
2026-04,BRE,ASP,INA,11
2026-04,BRE,BPP,ACT,367
2026-04,BRE,BPP,INA,19
2026-04,BRE,CPF,ACT,621
2026-04,BRE,CPF,INA,88
2026-04,BRE,CPP,ACT,184
2026-04,BRE,CPP,INA,15
2026-04,BRE,CSV,ACT,1252
2026-04,BRE,CSV,INA,91
2026-04,BRE,DEM,ACT,108757
2026-04,BRE,DEM,INA,22267
2026-04,BRE,ECO,ACT,150
2026-04,BRE,ECO,INA,18
2026-04,BRE,FFP,ACT,38
2026-04,BRE,FFP,INA,4
2026-04,BRE,GRE,ACT,399
2026-04,BRE,GRE,INA,91
2026-04,BRE,IND,ACT,12407
2026-04,BRE,IND,INA,1887
2026-04,BRE,JEF,ACT,8
2026-04,BRE,LPF,ACT,1600
2026-04,BRE,LPF,INA,394
2026-04,BRE,MGT,ACT,3
2026-04,BRE,NPA,ACT,104943
2026-04,BRE,NPA,INA,31005
2026-04,BRE,PSL,ACT,68
2026-04,BRE,PSL,INA,18
2026-04,BRE,REP,ACT,200965
2026-04,BRE,REP,INA,23968
2026-04,BRO,AMF,ACT,1060
2026-04,BRO,AMF,INA,9
2026-04,BRO,ASP,ACT,427
2026-04,BRO,ASP,INA,10
2026-04,BRO,BPP,ACT,554
2026-04,BRO,BPP,INA,5
2026-04,BRO,CPF,ACT,832
2026-04,BRO,CPF,INA,87
2026-04,BRO,CPP,ACT,423
2026-04,BRO,CPP,INA,5
2026-04,BRO,CSV,ACT,1742
2026-04,BRO,CSV,INA,40
2026-04,BRO,DEM,ACT,464370
2026-04,BRO,DEM,INA,124438
2026-04,BRO,ECO,ACT,239
2026-04,BRO,ECO,INA,38
2026-04,BRO,FFP,ACT,116
2026-04,BRO,FFP,INA,3
2026-04,BRO,GRE,ACT,636
2026-04,BRO,GRE,INA,188
2026-04,BRO,IND,ACT,22639
2026-04,BRO,IND,INA,3364
2026-04,BRO,JEF,ACT,6
2026-04,BRO,LPF,ACT,1525
2026-04,BRO,LPF,INA,454
2026-04,BRO,MGT,ACT,5
2026-04,BRO,NPA,ACT,313272
2026-04,BRO,NPA,INA,104633
2026-04,BRO,PSL,ACT,170
2026-04,BRO,PSL,INA,40
2026-04,BRO,REP,ACT,268396
2026-04,BRO,REP,INA,43148
2026-04,CAL,AMF,ACT,5
2026-04,CAL,CPF,ACT,6
2026-04,CAL,CPF,INA,1
2026-04,CAL,CPP,ACT,2
2026-04,CAL,CSV,ACT,18
2026-04,CAL,CSV,INA,1
2026-04,CAL,DEM,ACT,1884
2026-04,CAL,DEM,INA,468
2026-04,CAL,ECO,ACT,1
2026-04,CAL,GRE,ACT,3
2026-04,CAL,GRE,INA,1
2026-04,CAL,IND,ACT,52
2026-04,CAL,IND,INA,9
2026-04,CAL,LPF,ACT,13
2026-04,CAL,LPF,INA,1
2026-04,CAL,NPA,ACT,748
2026-04,CAL,NPA,INA,256
2026-04,CAL,REP,ACT,4755
2026-04,CAL,REP,INA,353
2026-04,CHA,AMF,ACT,278
2026-04,CHA,AMF,INA,4
2026-04,CHA,ASP,ACT,76
2026-04,CHA,ASP,INA,4
2026-04,CHA,BPP,ACT,95
2026-04,CHA,BPP,INA,5
2026-04,CHA,CPF,ACT,246
2026-04,CHA,CPF,INA,31
2026-04,CHA,CPP,ACT,126
2026-04,CHA,CPP,INA,6
2026-04,CHA,CSV,ACT,805
2026-04,CHA,CSV,INA,31
2026-04,CHA,DEM,ACT,29022
2026-04,CHA,DEM,INA,6047
2026-04,CHA,ECO,ACT,58
2026-04,CHA,ECO,INA,10
2026-04,CHA,FFP,ACT,32
2026-04,CHA,GRE,ACT,93
2026-04,CHA,GRE,INA,23
2026-04,CHA,IND,ACT,4484
2026-04,CHA,IND,INA,567
2026-04,CHA,LPF,ACT,353
2026-04,CHA,LPF,INA,97
2026-04,CHA,NPA,ACT,33033
2026-04,CHA,NPA,INA,9698
2026-04,CHA,PSL,ACT,11
2026-04,CHA,PSL,INA,5
2026-04,CHA,REP,ACT,81664
2026-04,CHA,REP,INA,9178
2026-04,CIT,AMF,ACT,189
2026-04,CIT,AMF,INA,5
2026-04,CIT,ASP,ACT,58
2026-04,CIT,ASP,INA,2
2026-04,CIT,BPP,ACT,97
2026-04,CIT,CPF,ACT,238
2026-04,CIT,CPF,INA,14
2026-04,CIT,CPP,ACT,89
2026-04,CIT,CPP,INA,4
2026-04,CIT,CSV,ACT,550
2026-04,CIT,CSV,INA,13
2026-04,CIT,DEM,ACT,20689
2026-04,CIT,DEM,INA,4098
2026-04,CIT,ECO,ACT,46
2026-04,CIT,ECO,INA,6
2026-04,CIT,FFP,ACT,17
2026-04,CIT,GRE,ACT,71
2026-04,CIT,GRE,INA,10
2026-04,CIT,IND,ACT,3272
2026-04,CIT,IND,INA,382
2026-04,CIT,JEF,ACT,1
2026-04,CIT,LPF,ACT,293
2026-04,CIT,LPF,INA,74
2026-04,CIT,NPA,ACT,22639
2026-04,CIT,NPA,INA,6876
2026-04,CIT,PSL,ACT,12
2026-04,CIT,PSL,INA,4
2026-04,CIT,REP,ACT,70067
2026-04,CIT,REP,INA,7203
2026-04,CLA,AMF,ACT,252
2026-04,CLA,AMF,INA,5
2026-04,CLA,ASP,ACT,103
2026-04,CLA,ASP,INA,7
2026-04,CLA,BPP,ACT,160
2026-04,CLA,BPP,INA,5
2026-04,CLA,CPF,ACT,307
2026-04,CLA,CPF,INA,26
2026-04,CLA,CPP,ACT,144
2026-04,CLA,CPP,INA,8
2026-04,CLA,CSV,ACT,720
2026-04,CLA,CSV,INA,29
2026-04,CLA,DEM,ACT,30119
2026-04,CLA,DEM,INA,7808
2026-04,CLA,ECO,ACT,61
2026-04,CLA,ECO,INA,6
2026-04,CLA,FFP,ACT,28
2026-04,CLA,FFP,INA,2
2026-04,CLA,GRE,ACT,88
2026-04,CLA,GRE,INA,27
2026-04,CLA,IND,ACT,3344
2026-04,CLA,IND,INA,544
2026-04,CLA,JEF,ACT,1
2026-04,CLA,LPF,ACT,606
2026-04,CLA,LPF,INA,138
2026-04,CLA,NPA,ACT,29136
2026-04,CLA,NPA,INA,11438
2026-04,CLA,PSL,ACT,16
2026-04,CLA,PSL,INA,6
2026-04,CLA,REP,ACT,86889
2026-04,CLA,REP,INA,11532
2026-04,CLL,AMF,ACT,242
2026-04,CLL,AMF,INA,13
2026-04,CLL,ASP,ACT,150
2026-04,CLL,ASP,INA,9
2026-04,CLL,BPP,ACT,93
2026-04,CLL,BPP,INA,9
2026-04,CLL,CPF,ACT,358
2026-04,CLL,CPF,INA,42
2026-04,CLL,CPP,ACT,126
2026-04,CLL,CPP,INA,6
2026-04,CLL,CSV,ACT,844
2026-04,CLL,CSV,INA,38
2026-04,CLL,DEM,ACT,49538
2026-04,CLL,DEM,INA,7613
2026-04,CLL,ECO,ACT,94
2026-04,CLL,ECO,INA,13
2026-04,CLL,FFP,ACT,23
2026-04,CLL,FFP,INA,1
2026-04,CLL,GRE,ACT,137
2026-04,CLL,GRE,INA,31
2026-04,CLL,IND,ACT,5517
2026-04,CLL,IND,INA,535
2026-04,CLL,JEF,ACT,6
2026-04,CLL,JEF,INA,1
2026-04,CLL,LPF,ACT,521
2026-04,CLL,LPF,INA,87
2026-04,CLL,MGT,ACT,2
2026-04,CLL,NPA,ACT,57753
2026-04,CLL,NPA,INA,10434
2026-04,CLL,PSL,ACT,31
2026-04,CLL,PSL,INA,3
2026-04,CLL,REP,ACT,143319
2026-04,CLL,REP,INA,11122
2026-04,CLM,AMF,ACT,68
2026-04,CLM,AMF,INA,2
2026-04,CLM,ASP,ACT,19
2026-04,CLM,ASP,INA,1
2026-04,CLM,BPP,ACT,22
2026-04,CLM,CPF,ACT,104
2026-04,CLM,CPF,INA,9
2026-04,CLM,CPP,ACT,41
2026-04,CLM,CPP,INA,3
2026-04,CLM,CSV,ACT,177
2026-04,CLM,CSV,INA,7
2026-04,CLM,DEM,ACT,9406
2026-04,CLM,DEM,INA,2324
2026-04,CLM,ECO,ACT,9
2026-04,CLM,FFP,ACT,3
2026-04,CLM,GRE,ACT,24
2026-04,CLM,GRE,INA,8
2026-04,CLM,IND,ACT,698
2026-04,CLM,IND,INA,105
2026-04,CLM,JEF,ACT,1
2026-04,CLM,LPF,ACT,145
2026-04,CLM,LPF,INA,26
2026-04,CLM,NPA,ACT,6128
2026-04,CLM,NPA,INA,2359
2026-04,CLM,PSL,ACT,3
2026-04,CLM,PSL,INA,1
2026-04,CLM,REP,ACT,24036
2026-04,CLM,REP,INA,2563
2026-04,DAD,AMF,ACT,1308
2026-04,DAD,AMF,INA,43
2026-04,DAD,ASP,ACT,535
2026-04,DAD,ASP,INA,28
2026-04,DAD,BPP,ACT,556
2026-04,DAD,BPP,INA,39
2026-04,DAD,CPF,ACT,882
2026-04,DAD,CPF,INA,172
2026-04,DAD,CPP,ACT,449
2026-04,DAD,CPP,INA,39
2026-04,DAD,CSV,ACT,1578
2026-04,DAD,CSV,INA,134
2026-04,DAD,DEM,ACT,405421
2026-04,DAD,DEM,INA,144429
2026-04,DAD,ECO,ACT,285
2026-04,DAD,ECO,INA,74
2026-04,DAD,FFP,ACT,96
2026-04,DAD,FFP,INA,5
2026-04,DAD,GRE,ACT,684
2026-04,DAD,GRE,INA,268
