extract_month,county_code,party_affiliation,voter_status,voter_count
2026-03,HIG,DEM,ACT,14006
2026-03,HIG,DEM,INA,3720
2026-03,HIG,ECO,ACT,24
2026-03,HIG,ECO,INA,2
2026-03,HIG,FFP,ACT,10
2026-03,HIG,FFP,INA,1
2026-03,HIG,GRE,ACT,37
2026-03,HIG,GRE,INA,5
2026-03,HIG,IND,ACT,1514
2026-03,HIG,IND,INA,160
2026-03,HIG,JEF,ACT,1
2026-03,HIG,LPF,ACT,121
2026-03,HIG,LPF,INA,30
2026-03,HIG,NPA,ACT,12350
2026-03,HIG,NPA,INA,4797
2026-03,HIG,PSL,ACT,6
2026-03,HIG,PSL,INA,1
2026-03,HIG,REP,ACT,35355
2026-03,HIG,REP,INA,3979
2026-03,HIL,AMF,ACT,983
2026-03,HIL,AMF,INA,38
2026-03,HIL,ASP,ACT,530
2026-03,HIL,ASP,INA,28
2026-03,HIL,BPP,ACT,1347
2026-03,HIL,BPP,INA,89
2026-03,HIL,CPF,ACT,1147
2026-03,HIL,CPF,INA,174
2026-03,HIL,CPP,ACT,466
2026-03,HIL,CPP,INA,44
2026-03,HIL,CSV,ACT,2359
2026-03,HIL,CSV,INA,178
2026-03,HIL,DEM,ACT,273015
2026-03,HIL,DEM,INA,71533
2026-03,HIL,ECO,ACT,237
2026-03,HIL,ECO,INA,49
2026-03,HIL,FFP,ACT,132
2026-03,HIL,FFP,INA,11
2026-03,HIL,GRE,ACT,648
2026-03,HIL,GRE,INA,195
2026-03,HIL,IND,ACT,19035
2026-03,HIL,IND,INA,3096
2026-03,HIL,JEF,ACT,7
2026-03,HIL,LPF,ACT,2448
2026-03,HIL,LPF,INA,626
2026-03,HIL,MGT,ACT,3
2026-03,HIL,MGT,INA,1
2026-03,HIL,NPA,ACT,217557
2026-03,HIL,NPA,INA,81866
2026-03,HIL,PSL,ACT,217
2026-03,HIL,PSL,INA,56
2026-03,HIL,REP,ACT,292595
2026-03,HIL,REP,INA,39944
2026-03,HIL,RFM,ACT,23
2026-03,HOL,AMF,ACT,10
2026-03,HOL,ASP,ACT,6
2026-03,HOL,CPF,ACT,30
2026-03,HOL,CPF,INA,2
2026-03,HOL,CPP,ACT,10
2026-03,HOL,CSV,ACT,33
2026-03,HOL,DEM,ACT,1501
2026-03,HOL,DEM,INA,367
2026-03,HOL,ECO,ACT,1
2026-03,HOL,ECO,INA,1
2026-03,HOL,GRE,ACT,8
2026-03,HOL,IND,ACT,146
2026-03,HOL,IND,INA,21
2026-03,HOL,LPF,ACT,22
2026-03,HOL,LPF,INA,7
2026-03,HOL,NPA,ACT,1178
2026-03,HOL,NPA,INA,470
2026-03,HOL,PSL,ACT,2
2026-03,HOL,REP,ACT,8229
2026-03,HOL,REP,INA,716
2026-03,IND,AMF,ACT,161
2026-03,IND,AMF,INA,4
2026-03,IND,ASP,ACT,74
2026-03,IND,ASP,INA,3
2026-03,IND,BPP,ACT,49
2026-03,IND,BPP,INA,2
2026-03,IND,CPF,ACT,184
2026-03,IND,CPF,INA,26
2026-03,IND,CPP,ACT,66
2026-03,IND,CPP,INA,6
2026-03,IND,CSV,ACT,445
2026-03,IND,CSV,INA,20
2026-03,IND,DEM,ACT,26078
2026-03,IND,DEM,INA,4412
2026-03,IND,ECO,ACT,32
2026-03,IND,ECO,INA,3
2026-03,IND,FFP,ACT,21
2026-03,IND,GRE,ACT,78
2026-03,IND,GRE,INA,13
2026-03,IND,IND,ACT,3508
2026-03,IND,IND,INA,418
2026-03,IND,JEF,ACT,2
2026-03,IND,LPF,ACT,278
2026-03,IND,LPF,INA,46
2026-03,IND,NPA,ACT,24586
2026-03,IND,NPA,INA,5455
2026-03,IND,PSL,ACT,11
2026-03,IND,PSL,INA,1
2026-03,IND,REP,ACT,62124
2026-03,IND,REP,INA,5113
2026-03,IND,RFM,ACT,6
2026-03,JAC,AMF,ACT,38
2026-03,JAC,AMF,INA,1
2026-03,JAC,ASP,ACT,25
2026-03,JAC,ASP,INA,2
2026-03,JAC,BPP,ACT,5
2026-03,JAC,CPF,ACT,47
2026-03,JAC,CPF,INA,5
2026-03,JAC,CPP,ACT,17
2026-03,JAC,CSV,ACT,109
2026-03,JAC,CSV,INA,2
2026-03,JAC,DEM,ACT,7841
2026-03,JAC,DEM,INA,1998
2026-03,JAC,ECO,ACT,4
2026-03,JAC,FFP,ACT,3
2026-03,JAC,GRE,ACT,16
2026-03,JAC,GRE,INA,1
2026-03,JAC,IND,ACT,300
2026-03,JAC,IND,INA,35
2026-03,JAC,LPF,ACT,46
2026-03,JAC,LPF,INA,8
2026-03,JAC,NPA,ACT,2659
2026-03,JAC,NPA,INA,998
2026-03,JAC,PSL,ACT,5
2026-03,JAC,PSL,INA,2
2026-03,JAC,REP,ACT,15894
2026-03,JAC,REP,INA,1559
2026-03,JEF,AMF,ACT,12
2026-03,JEF,ASP,ACT,4
2026-03,JEF,BPP,ACT,1
2026-03,JEF,CPF,ACT,10
2026-03,JEF,CPP,ACT,2
2026-03,JEF,CSV,ACT,15
2026-03,JEF,CSV,INA,1
2026-03,JEF,DEM,ACT,3791
2026-03,JEF,DEM,INA,311
2026-03,JEF,ECO,ACT,1
2026-03,JEF,FFP,ACT,1
2026-03,JEF,GRE,ACT,1
2026-03,JEF,IND,ACT,146
2026-03,JEF,IND,INA,13
2026-03,JEF,JEF,ACT,1
2026-03,JEF,LPF,ACT,17
2026-03,JEF,NPA,ACT,1151
2026-03,JEF,NPA,INA,132
2026-03,JEF,PSL,ACT,1
2026-03,JEF,REP,ACT,4639
2026-03,JEF,REP,INA,179
2026-03,LAF,CPF,ACT,3
2026-03,LAF,CSV,ACT,7
2026-03,LAF,DEM,ACT,590
2026-03,LAF,DEM,INA,229
2026-03,LAF,GRE,INA,1
2026-03,LAF,IND,ACT,54
2026-03,LAF,IND,INA,6
2026-03,LAF,LPF,ACT,6
2026-03,LAF,LPF,INA,1
2026-03,LAF,NPA,ACT,267
2026-03,LAF,NPA,INA,116
2026-03,LAF,REP,ACT,3271
2026-03,LAF,REP,INA,267
2026-03,LAK,AMF,ACT,237
2026-03,LAK,AMF,INA,1
2026-03,LAK,ASP,ACT,127
2026-03,LAK,ASP,INA,9
2026-03,LAK,BPP,ACT,416
2026-03,LAK,BPP,INA,31
2026-03,LAK,CPF,ACT,381
2026-03,LAK,CPF,INA,60
2026-03,LAK,CPP,ACT,133
2026-03,LAK,CPP,INA,6
2026-03,LAK,CSV,ACT,975
2026-03,LAK,CSV,INA,57
2026-03,LAK,DEM,ACT,67201
2026-03,LAK,DEM,INA,15235
2026-03,LAK,ECO,ACT,76
2026-03,LAK,ECO,INA,24
2026-03,LAK,FFP,ACT,24
2026-03,LAK,FFP,INA,1
2026-03,LAK,GRE,ACT,190
2026-03,LAK,GRE,INA,42
2026-03,LAK,IND,ACT,6523
2026-03,LAK,IND,INA,763
2026-03,LAK,JEF,ACT,1
2026-03,LAK,LPF,ACT,699
2026-03,LAK,LPF,INA,170
2026-03,LAK,MGT,ACT,1
2026-03,LAK,NPA,ACT,64673
2026-03,LAK,NPA,INA,20013
2026-03,LAK,PSL,ACT,35
2026-03,LAK,PSL,INA,12
2026-03,LAK,REP,ACT,130418
2026-03,LAK,REP,INA,15195
2026-03,LAK,RFM,ACT,6
2026-03,LEE,AMF,ACT,616
2026-03,LEE,AMF,INA,18
2026-03,LEE,ASP,ACT,276
2026-03,LEE,ASP,INA,10
2026-03,LEE,BPP,ACT,456
2026-03,LEE,BPP,INA,22
2026-03,LEE,CPF,ACT,710
2026-03,LEE,CPF,INA,63
2026-03,LEE,CPP,ACT,266
2026-03,LEE,CPP,INA,5
2026-03,LEE,CSV,ACT,1701
2026-03,LEE,CSV,INA,73
2026-03,LEE,DEM,ACT,105363
2026-03,LEE,DEM,INA,23531
2026-03,LEE,ECO,ACT,154
2026-03,LEE,ECO,INA,13
2026-03,LEE,FFP,ACT,55
2026-03,LEE,FFP,INA,4
2026-03,LEE,GRE,ACT,298
2026-03,LEE,GRE,INA,77
2026-03,LEE,IND,ACT,11770
2026-03,LEE,IND,INA,1355
2026-03,LEE,JEF,ACT,4
2026-03,LEE,JEF,INA,1
2026-03,LEE,LPF,ACT,1065
2026-03,LEE,LPF,INA,249
2026-03,LEE,MGT,ACT,3
2026-03,LEE,NPA,ACT,126323
2026-03,LEE,NPA,INA,35689
2026-03,LEE,PSL,ACT,58
2026-03,LEE,PSL,INA,19
2026-03,LEE,REP,ACT,242813
2026-03,LEE,REP,INA,25465
2026-03,LEE,RFM,ACT,10
2026-03,LEE,RFM,INA,1
2026-03,LEO,AMF,ACT,171
2026-03,LEO,ASP,ACT,83
2026-03,LEO,ASP,INA,1
2026-03,LEO,BPP,ACT,69
2026-03,LEO,BPP,INA,3
2026-03,LEO,CPF,ACT,253
2026-03,LEO,CPF,INA,26
2026-03,LEO,CPP,ACT,103
2026-03,LEO,CPP,INA,4
2026-03,LEO,CSV,ACT,420
2026-03,LEO,CSV,INA,11
2026-03,LEO,DEM,ACT,87627
2026-03,LEO,DEM,INA,18669
2026-03,LEO,ECO,ACT,46
2026-03,LEO,ECO,INA,4
2026-03,LEO,FFP,ACT,31
2026-03,LEO,GRE,ACT,142
2026-03,LEO,GRE,INA,48
2026-03,LEO,IND,ACT,3815
2026-03,LEO,IND,INA,463
2026-03,LEO,JEF,ACT,1
2026-03,LEO,LPF,ACT,523
2026-03,LEO,LPF,INA,137
2026-03,LEO,NPA,ACT,36065
2026-03,LEO,NPA,INA,11373
2026-03,LEO,PSL,ACT,54
2026-03,LEO,PSL,INA,8
2026-03,LEO,REP,ACT,54633
2026-03,LEO,REP,INA,6737
2026-03,LEO,RFM,ACT,4
2026-03,LEV,AMF,ACT,70
2026-03,LEV,AMF,INA,2
2026-03,LEV,ASP,ACT,32
2026-03,LEV,ASP,INA,2
2026-03,LEV,BPP,ACT,37
2026-03,LEV,CPF,ACT,67
2026-03,LEV,CPF,INA,9
2026-03,LEV,CPP,ACT,19
2026-03,LEV,CPP,INA,2
2026-03,LEV,CSV,ACT,141
2026-03,LEV,CSV,INA,6
2026-03,LEV,DEM,ACT,6087
2026-03,LEV,DEM,INA,1457
2026-03,LEV,ECO,ACT,11
2026-03,LEV,ECO,INA,2
2026-03,LEV,FFP,ACT,4
2026-03,LEV,FFP,INA,1
2026-03,LEV,GRE,ACT,16
2026-03,LEV,GRE,INA,4
2026-03,LEV,IND,ACT,617
2026-03,LEV,IND,INA,101
2026-03,LEV,LPF,ACT,132
2026-03,LEV,LPF,INA,39
2026-03,LEV,NPA,ACT,4085
2026-03,LEV,NPA,INA,1647
2026-03,LEV,PSL,ACT,1
2026-03,LEV,PSL,INA,2
2026-03,LEV,REP,ACT,18363
2026-03,LEV,REP,INA,1934
2026-03,LIB,ASP,ACT,1
2026-03,LIB,CPF,ACT,3
2026-03,LIB,CPP,ACT,2
2026-03,LIB,CSV,ACT,10
2026-03,LIB,DEM,ACT,1199
2026-03,LIB,DEM,INA,201
2026-03,LIB,GRE,INA,1
2026-03,LIB,LPF,ACT,7
2026-03,LIB,NPA,ACT,459
2026-03,LIB,NPA,INA,24
2026-03,LIB,REP,ACT,2822
2026-03,LIB,REP,INA,30
2026-03,MAD,AMF,ACT,2
2026-03,MAD,ASP,ACT,2
2026-03,MAD,BPP,ACT,3
2026-03,MAD,CPF,ACT,13
2026-03,MAD,CPF,INA,1
2026-03,MAD,CPP,ACT,4
2026-03,MAD,CPP,INA,1
2026-03,MAD,CSV,ACT,11
2026-03,MAD,DEM,ACT,3885
2026-03,MAD,DEM,INA,1295
2026-03,MAD,FFP,ACT,1
2026-03,MAD,GRE,ACT,5
2026-03,MAD,IND,ACT,76
2026-03,MAD,IND,INA,11
2026-03,MAD,LPF,ACT,19
2026-03,MAD,LPF,INA,5
2026-03,MAD,NPA,ACT,1210
2026-03,MAD,NPA,INA,523
2026-03,MAD,PSL,INA,1
2026-03,MAD,REP,ACT,5195
2026-03,MAD,REP,INA,700
2026-03,MAN,AMF,ACT,216
2026-03,MAN,AMF,INA,3
2026-03,MAN,ASP,ACT,102
2026-03,MAN,ASP,INA,1
2026-03,MAN,BPP,ACT,141
2026-03,MAN,BPP,INA,6
2026-03,MAN,CPF,ACT,253
2026-03,MAN,CPF,INA,23
2026-03,MAN,CPP,ACT,107
2026-03,MAN,CPP,INA,7
2026-03,MAN,CSV,ACT,785
2026-03,MAN,CSV,INA,33
2026-03,MAN,DEM,ACT,66681
2026-03,MAN,DEM,INA,14063
2026-03,MAN,ECO,ACT,59
2026-03,MAN,ECO,INA,6
2026-03,MAN,FFP,ACT,23
2026-03,MAN,FFP,INA,1
2026-03,MAN,GRE,ACT,163
2026-03,MAN,GRE,INA,45
2026-03,MAN,IND,ACT,6968
2026-03,MAN,IND,INA,675
2026-03,MAN,JEF,ACT,2
2026-03,MAN,LPF,ACT,691
2026-03,MAN,LPF,INA,162
2026-03,MAN,NPA,ACT,64442
2026-03,MAN,NPA,INA,16187
2026-03,MAN,PSL,ACT,31
2026-03,MAN,PSL,INA,7
2026-03,MAN,REP,ACT,138669
2026-03,MAN,REP,INA,13716
2026-03,MAN,RFM,ACT,2
2026-03,MAN,RFM,INA,1
2026-03,MON,AMF,ACT,89
2026-03,MON,AMF,INA,5
2026-03,MON,ASP,ACT,42
2026-03,MON,ASP,INA,3
2026-03,MON,BPP,ACT,31
2026-03,MON,BPP,INA,4
2026-03,MON,CPF,ACT,106
2026-03,MON,CPF,INA,23
2026-03,MON,CPP,ACT,45
2026-03,MON,CPP,INA,5
2026-03,MON,CSV,ACT,229
2026-03,MON,CSV,INA,36
2026-03,MON,DEM,ACT,14790
2026-03,MON,DEM,INA,1906
2026-03,MON,ECO,ACT,40
2026-03,MON,ECO,INA,4
2026-03,MON,FFP,ACT,7
2026-03,MON,GRE,ACT,55
2026-03,MON,GRE,INA,15
2026-03,MON,IND,ACT,1307
2026-03,MON,IND,INA,174
2026-03,MON,JEF,ACT,2
2026-03,MON,LPF,ACT,187
2026-03,MON,LPF,INA,43
2026-03,MON,NPA,ACT,12624
2026-03,MON,NPA,INA,2573
2026-03,MON,PSL,ACT,8
2026-03,MON,PSL,INA,2
2026-03,MON,REP,ACT,24939
2026-03,MON,REP,INA,3599
2026-03,MRN,AMF,ACT,346
2026-03,MRN,AMF,INA,16
2026-03,MRN,ASP,ACT,177
2026-03,MRN,ASP,INA,5
2026-03,MRN,BPP,ACT,542
2026-03,MRN,BPP,INA,24
2026-03,MRN,CPF,ACT,498
2026-03,MRN,CPF,INA,40
2026-03,MRN,CPP,ACT,186
2026-03,MRN,CPP,INA,13
2026-03,MRN,CSV,ACT,1100
2026-03,MRN,CSV,INA,45
2026-03,MRN,DEM,ACT,66423
2026-03,MRN,DEM,INA,15640
2026-03,MRN,ECO,ACT,93
2026-03,MRN,ECO,INA,17
2026-03,MRN,FFP,ACT,39
2026-03,MRN,FFP,INA,1
2026-03,MRN,GRE,ACT,166
2026-03,MRN,GRE,INA,47
2026-03,MRN,IND,ACT,6229
2026-03,MRN,IND,INA,712
2026-03,MRN,JEF,ACT,2
2026-03,MRN,LPF,ACT,751
2026-03,MRN,LPF,INA,178
2026-03,MRN,NPA,ACT,51149
2026-03,MRN,NPA,INA,17174
2026-03,MRN,PSL,ACT,37
2026-03,MRN,PSL,INA,13
2026-03,MRN,REP,ACT,136508
2026-03,MRN,REP,INA,15213
2026-03,MRN,RFM,ACT,7
2026-03,MRT,AMF,ACT,122
2026-03,MRT,AMF,INA,4
2026-03,MRT,ASP,ACT,63
2026-03,MRT,ASP,INA,3
2026-03,MRT,BPP,ACT,33
2026-03,MRT,BPP,INA,4
2026-03,MRT,CPF,ACT,188
2026-03,MRT,CPF,INA,17
2026-03,MRT,CPP,ACT,67
2026-03,MRT,CPP,INA,4
2026-03,MRT,CSV,ACT,449
2026-03,MRT,CSV,INA,16
2026-03,MRT,DEM,ACT,23622
2026-03,MRT,DEM,INA,3427
2026-03,MRT,ECO,ACT,43
2026-03,MRT,ECO,INA,2
2026-03,MRT,FFP,ACT,11
2026-03,MRT,FFP,INA,1
2026-03,MRT,GRE,ACT,65
2026-03,MRT,GRE,INA,15
2026-03,MRT,IND,ACT,3570
2026-03,MRT,IND,INA,319
2026-03,MRT,LPF,ACT,258
2026-03,MRT,LPF,INA,39
2026-03,MRT,MGT,ACT,3
2026-03,MRT,NPA,ACT,24132
2026-03,MRT,NPA,INA,4665
2026-03,MRT,PSL,ACT,10
2026-03,MRT,PSL,INA,1
2026-03,MRT,REP,ACT,62630
2026-03,MRT,REP,INA,4655
2026-03,MRT,RFM,ACT,1
2026-03,NAS,AMF,ACT,88
2026-03,NAS,AMF,INA,3
2026-03,NAS,ASP,ACT,28
2026-03,NAS,BPP,ACT,33
2026-03,NAS,CPF,ACT,123
2026-03,NAS,CPF,INA,11
2026-03,NAS,CPP,ACT,38
2026-03,NAS,CPP,INA,2
2026-03,NAS,CSV,ACT,274
2026-03,NAS,CSV,INA,20
2026-03,NAS,DEM,ACT,13379
2026-03,NAS,DEM,INA,1753
2026-03,NAS,ECO,ACT,15
2026-03,NAS,ECO,INA,7
2026-03,NAS,FFP,ACT,14
2026-03,NAS,GRE,ACT,49
2026-03,NAS,GRE,INA,9
2026-03,NAS,IND,ACT,2030
2026-03,NAS,IND,INA,200
2026-03,NAS,LPF,ACT,337
2026-03,NAS,LPF,INA,55
2026-03,NAS,NPA,ACT,14796
2026-03,NAS,NPA,INA,2654
2026-03,NAS,PSL,ACT,13
2026-03,NAS,PSL,INA,1
2026-03,NAS,REP,ACT,48527
2026-03,NAS,REP,INA,3514
2026-03,NAS,RFM,ACT,1
2026-03,OKA,AMF,ACT,184
2026-03,OKA,AMF,INA,5
2026-03,OKA,ASP,ACT,129
2026-03,OKA,ASP,INA,6
2026-03,OKA,BPP,ACT,111
2026-03,OKA,BPP,INA,2
2026-03,OKA,CPF,ACT,286
2026-03,OKA,CPF,INA,40
2026-03,OKA,CPP,ACT,94
2026-03,OKA,CPP,INA,4
2026-03,OKA,CSV,ACT,665
2026-03,OKA,CSV,INA,35
2026-03,OKA,DEM,ACT,23811
2026-03,OKA,DEM,INA,4927
2026-03,OKA,ECO,ACT,40
2026-03,OKA,ECO,INA,9
2026-03,OKA,FFP,ACT,21
2026-03,OKA,FFP,INA,1
2026-03,OKA,GRE,ACT,94
2026-03,OKA,GRE,INA,22
2026-03,OKA,IND,ACT,3035
2026-03,OKA,IND,INA,572
2026-03,OKA,JEF,ACT,1
2026-03,OKA,LPF,ACT,678
2026-03,OKA,LPF,INA,177
2026-03,OKA,NPA,ACT,30725
2026-03,OKA,NPA,INA,9039
2026-03,OKA,PSL,ACT,22
2026-03,OKA,PSL,INA,7
2026-03,OKA,REP,ACT,85427
2026-03,OKA,REP,INA,10053
2026-03,OKA,RFM,ACT,3
2026-03,OKE,AMF,ACT,48
2026-03,OKE,AMF,INA,1
2026-03,OKE,ASP,ACT,19
2026-03,OKE,ASP,INA,2
2026-03,OKE,BPP,ACT,24
2026-03,OKE,BPP,INA,2
2026-03,OKE,CPF,ACT,75
2026-03,OKE,CPF,INA,11
2026-03,OKE,CPP,ACT,23
2026-03,OKE,CSV,ACT,117
2026-03,OKE,CSV,INA,4
2026-03,OKE,DEM,ACT,4307
2026-03,OKE,DEM,INA,1622
2026-03,OKE,ECO,ACT,12
2026-03,OKE,ECO,INA,1
2026-03,OKE,FFP,ACT,3
2026-03,OKE,GRE,ACT,10
2026-03,OKE,GRE,INA,6
2026-03,OKE,IND,ACT,459
2026-03,OKE,IND,INA,98
2026-03,OKE,LPF,ACT,36
2026-03,OKE,LPF,INA,7
2026-03,OKE,NPA,ACT,3128
2026-03,OKE,NPA,INA,1621
2026-03,OKE,PSL,ACT,3
2026-03,OKE,PSL,INA,2
2026-03,OKE,REP,ACT,12214
2026-03,OKE,REP,INA,1725
2026-03,ORA,AMF,ACT,1148
2026-03,ORA,AMF,INA,37
2026-03,ORA,ASP,ACT,653
2026-03,ORA,ASP,INA,66
2026-03,ORA,BPP,ACT,2431
2026-03,ORA,BPP,INA,270
2026-03,ORA,CPF,ACT,1190
2026-03,ORA,CPF,INA,213
2026-03,ORA,CPP,ACT,660
2026-03,ORA,CPP,INA,79
2026-03,ORA,CSV,ACT,2537
2026-03,ORA,CSV,INA,301
2026-03,ORA,DEM,ACT,312567
2026-03,ORA,DEM,INA,58947
2026-03,ORA,ECO,ACT,313
2026-03,ORA,ECO,INA,46
2026-03,ORA,FFP,ACT,161
2026-03,ORA,FFP,INA,9
2026-03,ORA,GRE,ACT,735
2026-03,ORA,GRE,INA,129
2026-03,ORA,IND,ACT,17645
2026-03,ORA,IND,INA,1874
2026-03,ORA,JEF,ACT,4
2026-03,ORA,JEF,INA,1
2026-03,ORA,LPF,ACT,2166
2026-03,ORA,LPF,INA,402
2026-03,ORA,MGT,ACT,4
2026-03,ORA,NPA,ACT,240744
2026-03,ORA,NPA,INA,54495
2026-03,ORA,PSL,ACT,211
2026-03,ORA,PSL,INA,33
2026-03,ORA,REP,ACT,224095
2026-03,ORA,REP,INA,24315
2026-03,ORA,RFM,ACT,26
2026-03,ORA,RFM,INA,2
2026-03,OSC,AMF,ACT,409
2026-03,OSC,AMF,INA,9
2026-03,OSC,ASP,ACT,267
2026-03,OSC,ASP,INA,13
2026-03,OSC,BPP,ACT,1865
2026-03,OSC,BPP,INA,111
2026-03,OSC,CPF,ACT,438
2026-03,OSC,CPF,INA,66
2026-03,OSC,CPP,ACT,236
2026-03,OSC,CPP,INA,21
2026-03,OSC,CSV,ACT,1050
2026-03,OSC,CSV,INA,50
2026-03,OSC,DEM,ACT,80913
2026-03,OSC,DEM,INA,25128
2026-03,OSC,ECO,ACT,111
2026-03,OSC,ECO,INA,17
2026-03,OSC,FFP,ACT,28
2026-03,OSC,FFP,INA,2
2026-03,OSC,GRE,ACT,173
2026-03,OSC,GRE,INA,37
2026-03,OSC,IND,ACT,4090
2026-03,OSC,IND,INA,638
2026-03,OSC,JEF,ACT,1
2026-03,OSC,LPF,ACT,423
2026-03,OSC,LPF,INA,135
2026-03,OSC,MGT,ACT,1
2026-03,OSC,NPA,ACT,70328
2026-03,OSC,NPA,INA,34395
2026-03,OSC,PSL,ACT,46
2026-03,OSC,PSL,INA,11
2026-03,OSC,REP,ACT,68838
2026-03,OSC,REP,INA,10539
2026-03,OSC,RFM,ACT,5
2026-03,PAL,AMF,ACT,783
2026-03,PAL,AMF,INA,14
2026-03,PAL,ASP,ACT,395
2026-03,PAL,ASP,INA,11
2026-03,PAL,BPP,ACT,455
2026-03,PAL,BPP,INA,38
2026-03,PAL,CPF,ACT,1071
2026-03,PAL,CPF,INA,156
2026-03,PAL,CPP,ACT,437
2026-03,PAL,CPP,INA,36
2026-03,PAL,CSV,ACT,2194
2026-03,PAL,CSV,INA,134
2026-03,PAL,DEM,ACT,308506
2026-03,PAL,DEM,INA,82852
2026-03,PAL,ECO,ACT,240
2026-03,PAL,ECO,INA,45
2026-03,PAL,FFP,ACT,80
2026-03,PAL,FFP,INA,5
2026-03,PAL,GRE,ACT,478
2026-03,PAL,GRE,INA,158
2026-03,PAL,IND,ACT,25141
2026-03,PAL,IND,INA,3866
2026-03,PAL,JEF,ACT,5
2026-03,PAL,LPF,ACT,1557
2026-03,PAL,LPF,INA,548
2026-03,PAL,MGT,ACT,3
2026-03,PAL,NPA,ACT,234114
2026-03,PAL,NPA,INA,80793
2026-03,PAL,PSL,ACT,84
2026-03,PAL,PSL,INA,35
2026-03,PAL,REP,ACT,295227
2026-03,PAL,REP,INA,46337
2026-03,PAL,RFM,ACT,15
2026-03,PAL,RFM,INA,1
2026-03,PAS,AMF,ACT,616
2026-03,PAS,AMF,INA,11
2026-03,PAS,ASP,ACT,302
2026-03,PAS,ASP,INA,23
2026-03,PAS,BPP,ACT,692
2026-03,PAS,BPP,INA,27
2026-03,PAS,CPF,ACT,745
2026-03,PAS,CPF,INA,74
2026-03,PAS,CPP,ACT,327
2026-03,PAS,CPP,INA,23
2026-03,PAS,CSV,ACT,1882
2026-03,PAS,CSV,INA,83
2026-03,PAS,DEM,ACT,97597
2026-03,PAS,DEM,INA,22001
2026-03,PAS,ECO,ACT,120
2026-03,PAS,ECO,INA,24
2026-03,PAS,FFP,ACT,66
2026-03,PAS,FFP,INA,1
2026-03,PAS,GRE,ACT,336
2026-03,PAS,GRE,INA,70
2026-03,PAS,IND,ACT,10497
2026-03,PAS,IND,INA,1406
2026-03,PAS,JEF,ACT,4
2026-03,PAS,LPF,ACT,1229
2026-03,PAS,LPF,INA,261
2026-03,PAS,MGT,ACT,1
2026-03,PAS,NPA,ACT,99947
2026-03,PAS,NPA,INA,31750
2026-03,PAS,PSL,ACT,71
2026-03,PAS,PSL,INA,18
2026-03,PAS,REP,ACT,178088
2026-03,PAS,REP,INA,22222
2026-03,PAS,RFM,ACT,6
2026-03,PIN,AMF,ACT,599
2026-03,PIN,AMF,INA,20
2026-03,PIN,ASP,ACT,289
2026-03,PIN,ASP,INA,4
2026-03,PIN,BPP,ACT,365
2026-03,PIN,BPP,INA,21
2026-03,PIN,CPF,ACT,754
2026-03,PIN,CPF,INA,141
2026-03,PIN,CPP,ACT,338
2026-03,PIN,CPP,INA,23
2026-03,PIN,CSV,ACT,1622
2026-03,PIN,CSV,INA,92
2026-03,PIN,DEM,ACT,191440
2026-03,PIN,DEM,INA,41481
2026-03,PIN,ECO,ACT,177
2026-03,PIN,ECO,INA,21
2026-03,PIN,FFP,ACT,89
2026-03,PIN,FFP,INA,2
2026-03,PIN,GRE,ACT,547
2026-03,PIN,GRE,INA,186
2026-03,PIN,IND,ACT,14953
2026-03,PIN,IND,INA,2129
2026-03,PIN,JEF,ACT,2
2026-03,PIN,LPF,ACT,2117
2026-03,PIN,LPF,INA,531
2026-03,PIN,MGT,ACT,2
2026-03,PIN,NPA,ACT,155063
2026-03,PIN,NPA,INA,51048
2026-03,PIN,PSL,ACT,135
2026-03,PIN,PSL,INA,30
2026-03,PIN,REP,ACT,239827
2026-03,PIN,REP,INA,31625
2026-03,PIN,RFM,ACT,12
2026-03,POL,AMF,ACT,559
2026-03,POL,AMF,INA,6
2026-03,POL,ASP,ACT,322
2026-03,POL,ASP,INA,10
2026-03,POL,BPP,ACT,1799
2026-03,POL,BPP,INA,49
2026-03,POL,CPF,ACT,797
2026-03,POL,CPF,INA,99
2026-03,POL,CPP,ACT,327
2026-03,POL,CPP,INA,18
2026-03,POL,CSV,ACT,1622
2026-03,POL,CSV,INA,65
2026-03,POL,DEM,ACT,130019
2026-03,POL,DEM,INA,33421
2026-03,POL,ECO,ACT,133
2026-03,POL,ECO,INA,24
2026-03,POL,FFP,ACT,85
2026-03,POL,FFP,INA,4
2026-03,POL,GRE,ACT,311
2026-03,POL,GRE,INA,80
2026-03,POL,IND,ACT,10315
2026-03,POL,IND,INA,1765
2026-03,POL,JEF,ACT,2
2026-03,POL,LPF,ACT,1219
2026-03,POL,LPF,INA,352
2026-03,POL,NPA,ACT,109790
2026-03,POL,NPA,INA,44343
2026-03,POL,PSL,ACT,80
2026-03,POL,PSL,INA,27
2026-03,POL,REP,ACT,189970
2026-03,POL,REP,INA,24525
2026-03,POL,RFM,ACT,5
2026-03,POL,RFM,INA,1
2026-03,PUT,AMF,ACT,63
2026-03,PUT,AMF,INA,5
2026-03,PUT,ASP,ACT,35
2026-03,PUT,ASP,INA,1
2026-03,PUT,BPP,ACT,26
2026-03,PUT,BPP,INA,2
2026-03,PUT,CPF,ACT,103
2026-03,PUT,CPF,INA,8
2026-03,PUT,CPP,ACT,30
2026-03,PUT,CPP,INA,3
2026-03,PUT,CSV,ACT,199
2026-03,PUT,CSV,INA,10
2026-03,PUT,DEM,ACT,10594
