county_code,party_affiliation,age_band,voter_count
IND,NPA,55-64,4483
IND,NPA,65-74,5795
IND,NPA,75+,5875
IND,NPA,unknown,76
IND,PSL,18-24,6
IND,PSL,25-34,4
IND,PSL,45-54,1
IND,REP,18-24,3185
IND,REP,25-34,5583
IND,REP,35-44,6262
IND,REP,45-54,6576
IND,REP,55-64,12016
IND,REP,65-74,15894
IND,REP,75+,17807
IND,REP,unknown,403
JAC,AMF,18-24,11
JAC,AMF,25-34,13
JAC,AMF,35-44,6
JAC,AMF,45-54,9
JAC,AMF,55-64,7
JAC,AMF,65-74,3
JAC,ASP,18-24,10
JAC,ASP,25-34,2
JAC,ASP,35-44,5
JAC,ASP,45-54,4
JAC,ASP,55-64,4
JAC,ASP,75+,1
JAC,BPP,18-24,1
JAC,BPP,25-34,2
JAC,BPP,35-44,1
JAC,BPP,65-74,1
JAC,CPF,18-24,11
JAC,CPF,25-34,11
JAC,CPF,35-44,7
JAC,CPF,45-54,4
JAC,CPF,55-64,12
JAC,CPF,65-74,5
JAC,CPF,75+,4
JAC,CPP,18-24,4
JAC,CPP,25-34,6
JAC,CPP,35-44,3
JAC,CPP,45-54,2
JAC,CPP,55-64,2
JAC,CSV,18-24,25
JAC,CSV,25-34,30
JAC,CSV,35-44,15
JAC,CSV,45-54,18
JAC,CSV,55-64,14
JAC,CSV,65-74,8
JAC,CSV,75+,3
JAC,DEM,18-24,572
JAC,DEM,25-34,1193
JAC,DEM,35-44,1315
JAC,DEM,45-54,1406
JAC,DEM,55-64,1556
JAC,DEM,65-74,1889
JAC,DEM,75+,1893
JAC,DEM,unknown,39
JAC,ECO,18-24,1
JAC,ECO,25-34,2
JAC,ECO,35-44,1
JAC,ECO,45-54,2
JAC,FFP,35-44,2
JAC,FFP,45-54,1
JAC,GRE,18-24,7
JAC,GRE,25-34,1
JAC,GRE,35-44,6
JAC,GRE,55-64,2
JAC,IND,18-24,45
JAC,IND,25-34,66
JAC,IND,35-44,60
JAC,IND,45-54,48
JAC,IND,55-64,41
JAC,IND,65-74,51
JAC,IND,75+,30
JAC,IND,unknown,2
JAC,LPF,18-24,6
JAC,LPF,25-34,21
JAC,LPF,35-44,7
JAC,LPF,45-54,11
JAC,LPF,55-64,4
JAC,LPF,65-74,2
JAC,LPF,75+,2
JAC,LPF,unknown,2
JAC,NPA,18-24,485
JAC,NPA,25-34,799
JAC,NPA,35-44,729
JAC,NPA,45-54,534
JAC,NPA,55-64,512
JAC,NPA,65-74,391
JAC,NPA,75+,204
JAC,NPA,unknown,15
JAC,PSL,18-24,1
JAC,PSL,25-34,4
JAC,PSL,35-44,1
JAC,PSL,55-64,2
JAC,REP,18-24,1403
JAC,REP,25-34,2440
JAC,REP,35-44,2306
JAC,REP,45-54,2499
JAC,REP,55-64,3094
JAC,REP,65-74,3057
JAC,REP,75+,2643
JAC,REP,unknown,184
JEF,AMF,18-24,6
JEF,AMF,25-34,5
JEF,AMF,35-44,1
JEF,AMF,45-54,1
JEF,AMF,55-64,3
JEF,AMF,65-74,3
JEF,ASP,25-34,1
JEF,ASP,35-44,2
JEF,ASP,45-54,1
JEF,BPP,55-64,1
JEF,CPF,18-24,3
JEF,CPF,25-34,2
JEF,CPF,35-44,3
JEF,CPF,55-64,1
JEF,CPF,65-74,1
JEF,CPP,25-34,1
JEF,CPP,45-54,1
JEF,CPP,55-64,1
JEF,CSV,18-24,6
JEF,CSV,25-34,7
JEF,CSV,55-64,1
JEF,CSV,75+,2
JEF,DEM,18-24,223
JEF,DEM,25-34,452
JEF,DEM,35-44,491
JEF,DEM,45-54,501
JEF,DEM,55-64,734
JEF,DEM,65-74,886
JEF,DEM,75+,791
JEF,DEM,unknown,41
JEF,ECO,35-44,1
JEF,FFP,18-24,2
JEF,FFP,65-74,1
JEF,GRE,25-34,1
JEF,IND,18-24,18
JEF,IND,25-34,30
JEF,IND,35-44,35
JEF,IND,45-54,19
JEF,IND,55-64,32
JEF,IND,65-74,21
JEF,IND,75+,11
JEF,IND,unknown,1
JEF,JEF,25-34,1
JEF,LPF,25-34,3
JEF,LPF,35-44,6
JEF,LPF,45-54,5
JEF,LPF,55-64,2
JEF,LPF,65-74,4
JEF,NPA,18-24,127
JEF,NPA,25-34,190
JEF,NPA,35-44,245
JEF,NPA,45-54,191
JEF,NPA,55-64,204
JEF,NPA,65-74,195
JEF,NPA,75+,135
JEF,NPA,unknown,20
JEF,PSL,25-34,1
JEF,REP,18-24,287
JEF,REP,25-34,504
JEF,REP,35-44,617
JEF,REP,45-54,667
JEF,REP,55-64,895
JEF,REP,65-74,971
JEF,REP,75+,779
JEF,REP,unknown,163
LAF,CPF,18-24,1
LAF,CPF,65-74,2
LAF,CSV,18-24,3
LAF,CSV,35-44,1
LAF,CSV,45-54,1
LAF,CSV,55-64,1
LAF,CSV,75+,1
LAF,DEM,18-24,42
LAF,DEM,25-34,122
LAF,DEM,35-44,105
LAF,DEM,45-54,123
LAF,DEM,55-64,126
LAF,DEM,65-74,165
LAF,DEM,75+,132
LAF,DEM,unknown,3
LAF,GRE,45-54,1
LAF,IND,18-24,4
LAF,IND,25-34,8
LAF,IND,35-44,10
LAF,IND,45-54,7
LAF,IND,55-64,13
LAF,IND,65-74,12
LAF,IND,75+,5
LAF,LPF,25-34,1
LAF,LPF,35-44,1
LAF,LPF,45-54,2
LAF,LPF,55-64,1
LAF,LPF,65-74,1
LAF,LPF,75+,1
LAF,NPA,18-24,49
LAF,NPA,25-34,80
LAF,NPA,35-44,73
LAF,NPA,45-54,56
LAF,NPA,55-64,53
LAF,NPA,65-74,38
LAF,NPA,75+,32
LAF,NPA,unknown,2
LAF,REP,18-24,335
LAF,REP,25-34,470
LAF,REP,35-44,443
LAF,REP,45-54,557
LAF,REP,55-64,608
LAF,REP,65-74,599
LAF,REP,75+,500
LAF,REP,unknown,51
LAK,AMF,18-24,65
LAK,AMF,25-34,58
LAK,AMF,35-44,73
LAK,AMF,45-54,44
LAK,AMF,55-64,30
LAK,AMF,65-74,23
LAK,AMF,75+,10
LAK,AMF,unknown,1
LAK,ASP,18-24,29
LAK,ASP,25-34,39
LAK,ASP,35-44,24
LAK,ASP,45-54,12
LAK,ASP,55-64,23
LAK,ASP,65-74,8
LAK,ASP,75+,6
LAK,ASP,unknown,2
LAK,BPP,18-24,94
LAK,BPP,25-34,131
LAK,BPP,35-44,83
LAK,BPP,45-54,87
LAK,BPP,55-64,54
LAK,BPP,65-74,15
LAK,BPP,75+,15
LAK,BPP,unknown,2
LAK,CPF,18-24,88
LAK,CPF,25-34,77
LAK,CPF,35-44,77
LAK,CPF,45-54,76
LAK,CPF,55-64,73
LAK,CPF,65-74,38
LAK,CPF,75+,15
LAK,CPF,unknown,3
LAK,CPP,18-24,20
LAK,CPP,25-34,32
LAK,CPP,35-44,13
LAK,CPP,45-54,40
LAK,CPP,55-64,24
LAK,CPP,65-74,15
LAK,CPP,75+,8
LAK,CSV,18-24,154
LAK,CSV,25-34,193
LAK,CSV,35-44,172
LAK,CSV,45-54,155
LAK,CSV,55-64,170
LAK,CSV,65-74,127
LAK,CSV,75+,69
LAK,CSV,unknown,3
LAK,DEM,18-24,5155
LAK,DEM,25-34,11428
LAK,DEM,35-44,11633
LAK,DEM,45-54,10313
LAK,DEM,55-64,12340
LAK,DEM,65-74,15124
LAK,DEM,75+,16963
LAK,DEM,unknown,378
LAK,ECO,18-24,25
LAK,ECO,25-34,22
LAK,ECO,35-44,12
LAK,ECO,45-54,27
LAK,ECO,55-64,9
LAK,ECO,65-74,4
LAK,ECO,75+,2
LAK,ECO,unknown,1
LAK,FFP,18-24,12
LAK,FFP,25-34,6
LAK,FFP,35-44,5
LAK,FFP,45-54,4
LAK,FFP,55-64,1
LAK,FFP,65-74,2
LAK,FFP,75+,1
LAK,GRE,18-24,56
LAK,GRE,25-34,65
LAK,GRE,35-44,58
LAK,GRE,45-54,38
LAK,GRE,55-64,13
LAK,GRE,65-74,16
LAK,GRE,75+,2
LAK,GRE,unknown,1
LAK,IND,18-24,788
LAK,IND,25-34,1242
LAK,IND,35-44,1114
LAK,IND,45-54,955
LAK,IND,55-64,1206
LAK,IND,65-74,1260
LAK,IND,75+,920
LAK,IND,unknown,45
LAK,JEF,55-64,1
LAK,LPF,18-24,45
LAK,LPF,25-34,228
LAK,LPF,35-44,266
LAK,LPF,45-54,150
LAK,LPF,55-64,101
LAK,LPF,65-74,48
LAK,LPF,75+,38
LAK,LPF,unknown,4
LAK,MGT,55-64,1
LAK,NPA,18-24,8018
LAK,NPA,25-34,14538
LAK,NPA,35-44,14441
LAK,NPA,45-54,12473
LAK,NPA,55-64,12473
LAK,NPA,65-74,11971
LAK,NPA,75+,11272
LAK,NPA,unknown,326
LAK,PSL,18-24,17
LAK,PSL,25-34,22
LAK,PSL,35-44,5
LAK,PSL,45-54,5
LAK,REP,18-24,7957
LAK,REP,25-34,15271
LAK,REP,35-44,17520
LAK,REP,45-54,17641
LAK,REP,55-64,26371
LAK,REP,65-74,29781
LAK,REP,75+,31331
LAK,REP,unknown,1396
LEE,AMF,18-24,187
LEE,AMF,25-34,166
LEE,AMF,35-44,122
LEE,AMF,45-54,109
LEE,AMF,55-64,118
LEE,AMF,65-74,69
LEE,AMF,75+,29
LEE,AMF,unknown,1
LEE,ASP,18-24,85
LEE,ASP,25-34,59
LEE,ASP,35-44,55
LEE,ASP,45-54,37
LEE,ASP,55-64,31
LEE,ASP,65-74,20
LEE,ASP,75+,14
LEE,BPP,18-24,106
LEE,BPP,25-34,151
LEE,BPP,35-44,100
LEE,BPP,45-54,73
LEE,BPP,55-64,52
LEE,BPP,65-74,15
LEE,BPP,75+,11
LEE,BPP,unknown,2
LEE,CPF,18-24,183
LEE,CPF,25-34,127
LEE,CPF,35-44,155
LEE,CPF,45-54,101
LEE,CPF,55-64,107
LEE,CPF,65-74,61
LEE,CPF,75+,27
LEE,CPF,unknown,1
LEE,CPP,18-24,43
LEE,CPP,25-34,52
LEE,CPP,35-44,63
LEE,CPP,45-54,41
LEE,CPP,55-64,49
LEE,CPP,65-74,24
LEE,CPP,75+,21
LEE,CSV,18-24,294
LEE,CSV,25-34,326
LEE,CSV,35-44,262
LEE,CSV,45-54,223
LEE,CSV,55-64,304
LEE,CSV,65-74,257
LEE,CSV,75+,116
LEE,CSV,unknown,6
LEE,DEM,18-24,8417
LEE,DEM,25-34,17202
LEE,DEM,35-44,15662
LEE,DEM,45-54,14471
LEE,DEM,55-64,18977
LEE,DEM,65-74,25699
LEE,DEM,75+,28855
LEE,DEM,unknown,398
LEE,ECO,18-24,36
LEE,ECO,25-34,35
LEE,ECO,35-44,23
LEE,ECO,45-54,25
LEE,ECO,55-64,20
LEE,ECO,65-74,28
LEE,ECO,75+,9
LEE,ECO,unknown,2
LEE,FFP,18-24,14
LEE,FFP,25-34,17
LEE,FFP,35-44,9
LEE,FFP,45-54,7
LEE,FFP,55-64,8
LEE,FFP,65-74,6
LEE,FFP,75+,4
LEE,GRE,18-24,76
LEE,GRE,25-34,103
LEE,GRE,35-44,91
LEE,GRE,45-54,35
LEE,GRE,55-64,31
LEE,GRE,65-74,34
LEE,GRE,75+,14
LEE,GRE,unknown,2
LEE,IND,18-24,1292
LEE,IND,25-34,2189
LEE,IND,35-44,1742
LEE,IND,45-54,1529
LEE,IND,55-64,2099
LEE,IND,65-74,2572
LEE,IND,75+,1991
LEE,IND,unknown,39
LEE,JEF,18-24,2
LEE,JEF,25-34,1
LEE,JEF,55-64,1
LEE,JEF,65-74,1
LEE,LPF,18-24,87
LEE,LPF,25-34,360
LEE,LPF,35-44,339
LEE,LPF,45-54,215
LEE,LPF,55-64,152
LEE,LPF,65-74,101
LEE,LPF,75+,59
LEE,LPF,unknown,3
LEE,MGT,25-34,1
LEE,MGT,75+,2
LEE,NPA,18-24,13445
LEE,NPA,25-34,26287
LEE,NPA,35-44,24552
LEE,NPA,45-54,21604
LEE,NPA,55-64,24476
LEE,NPA,65-74,25981
LEE,NPA,75+,25360
LEE,NPA,unknown,452
LEE,PSL,18-24,20
LEE,PSL,25-34,32
LEE,PSL,35-44,14
LEE,PSL,45-54,4
LEE,PSL,55-64,3
LEE,PSL,65-74,2
LEE,PSL,75+,2
LEE,PSL,unknown,1
LEE,REP,18-24,13641
LEE,REP,25-34,26451
LEE,REP,35-44,28417
LEE,REP,45-54,30198
LEE,REP,55-64,50503
LEE,REP,65-74,58171
LEE,REP,75+,61682
LEE,REP,unknown,1317
LEO,AMF,18-24,66
LEO,AMF,25-34,57
LEO,AMF,35-44,49
LEO,AMF,45-54,31
LEO,AMF,55-64,16
LEO,AMF,65-74,13
LEO,ASP,18-24,21
LEO,ASP,25-34,26
LEO,ASP,35-44,11
LEO,ASP,45-54,12
LEO,ASP,55-64,5
LEO,ASP,65-74,3
LEO,ASP,75+,2
LEO,ASP,unknown,2
LEO,BPP,18-24,15
LEO,BPP,25-34,23
LEO,BPP,35-44,16
LEO,BPP,45-54,9
LEO,BPP,55-64,6
LEO,BPP,65-74,1
LEO,BPP,75+,4
LEO,CPF,18-24,80
LEO,CPF,25-34,76
LEO,CPF,35-44,44
LEO,CPF,45-54,22
LEO,CPF,55-64,38
LEO,CPF,65-74,10
LEO,CPF,75+,9
LEO,CPF,unknown,1
LEO,CPP,18-24,26
LEO,CPP,25-34,22
LEO,CPP,35-44,25
LEO,CPP,45-54,20
LEO,CPP,55-64,14
LEO,CPP,65-74,8
LEO,CPP,75+,4
LEO,CSV,18-24,94
LEO,CSV,25-34,106
LEO,CSV,35-44,77
LEO,CSV,45-54,63
LEO,CSV,55-64,44
LEO,CSV,65-74,27
LEO,CSV,75+,13
LEO,CSV,unknown,3
LEO,DEM,18-24,13139
LEO,DEM,25-34,22694
LEO,DEM,35-44,17234
LEO,DEM,45-54,12969
LEO,DEM,55-64,12364
LEO,DEM,65-74,14251
LEO,DEM,75+,12661
LEO,DEM,unknown,965
LEO,ECO,18-24,10
LEO,ECO,25-34,19
LEO,ECO,35-44,11
LEO,ECO,45-54,5
LEO,ECO,55-64,6
LEO,ECO,65-74,2
LEO,FFP,18-24,8
LEO,FFP,25-34,9
LEO,FFP,35-44,2
LEO,FFP,45-54,5
LEO,FFP,55-64,7
LEO,FFP,65-74,2
LEO,GRE,18-24,42
LEO,GRE,25-34,59
LEO,GRE,35-44,43
LEO,GRE,45-54,22
LEO,GRE,55-64,8
LEO,GRE,65-74,12
LEO,GRE,75+,5
LEO,GRE,unknown,1
LEO,IND,18-24,1073
LEO,IND,25-34,1041
LEO,IND,35-44,663
LEO,IND,45-54,501
LEO,IND,55-64,411
LEO,IND,65-74,368
LEO,IND,75+,243
LEO,IND,unknown,36
LEO,JEF,18-24,1
LEO,LPF,18-24,64
LEO,LPF,25-34,209
LEO,LPF,35-44,176
LEO,LPF,45-54,99
LEO,LPF,55-64,54
LEO,LPF,65-74,34
LEO,LPF,75+,23
LEO,LPF,unknown,1
LEO,NPA,18-24,9086
LEO,NPA,25-34,11850
LEO,NPA,35-44,8881
LEO,NPA,45-54,6399
LEO,NPA,55-64,4897
LEO,NPA,65-74,3545
LEO,NPA,75+,2256
LEO,NPA,unknown,493
LEO,PSL,18-24,21
LEO,PSL,25-34,26
LEO,PSL,35-44,5
LEO,PSL,45-54,2
LEO,PSL,65-74,2
LEO,PSL,75+,1
LEO,PSL,unknown,1
LEO,REP,18-24,7617
LEO,REP,25-34,9342
LEO,REP,35-44,8466
LEO,REP,45-54,8161
LEO,REP,55-64,9610
LEO,REP,65-74,8984
LEO,REP,75+,8308
LEO,REP,unknown,930
LEV,AMF,18-24,12
LEV,AMF,25-34,16
LEV,AMF,35-44,17
LEV,AMF,45-54,16
LEV,AMF,55-64,13
LEV,AMF,65-74,8
LEV,AMF,75+,2
LEV,ASP,18-24,9
LEV,ASP,25-34,5
LEV,ASP,35-44,5
LEV,ASP,45-54,6
LEV,ASP,55-64,6
LEV,ASP,65-74,3
LEV,ASP,75+,2
LEV,BPP,18-24,7
LEV,BPP,25-34,8
LEV,BPP,35-44,8
LEV,BPP,45-54,6
LEV,BPP,55-64,4
LEV,BPP,65-74,4
LEV,BPP,75+,2
LEV,CPF,18-24,20
LEV,CPF,25-34,11
LEV,CPF,35-44,9
LEV,CPF,45-54,6
LEV,CPF,55-64,12
LEV,CPF,65-74,13
LEV,CPF,75+,3
LEV,CPF,unknown,1
LEV,CPP,18-24,4
LEV,CPP,25-34,5
LEV,CPP,35-44,3
LEV,CPP,45-54,5
LEV,CPP,55-64,3
LEV,CPP,65-74,3
LEV,CSV,18-24,21
LEV,CSV,25-34,22
LEV,CSV,35-44,19
LEV,CSV,45-54,21
LEV,CSV,55-64,24
LEV,CSV,65-74,27
LEV,CSV,75+,12
LEV,DEM,18-24,412
LEV,DEM,25-34,868
LEV,DEM,35-44,915
LEV,DEM,45-54,872
LEV,DEM,55-64,1192
LEV,DEM,65-74,1710
LEV,DEM,75+,1600
LEV,DEM,unknown,23
LEV,ECO,18-24,2
LEV,ECO,25-34,2
LEV,ECO,45-54,1
LEV,ECO,55-64,5
LEV,ECO,65-74,4
LEV,FFP,18-24,2
LEV,FFP,25-34,2
LEV,FFP,35-44,1
LEV,FFP,45-54,1
LEV,GRE,18-24,2
LEV,GRE,25-34,3
LEV,GRE,35-44,3
LEV,GRE,45-54,3
LEV,GRE,55-64,5
LEV,GRE,65-74,4
LEV,GRE,75+,1
LEV,IND,18-24,62
LEV,IND,25-34,116
LEV,IND,35-44,111
LEV,IND,45-54,101
LEV,IND,55-64,129
LEV,IND,65-74,148
LEV,IND,75+,71
LEV,IND,unknown,1
LEV,LPF,18-24,6
LEV,LPF,25-34,26
LEV,LPF,35-44,30
LEV,LPF,45-54,37
LEV,LPF,55-64,19
LEV,LPF,65-74,28
LEV,LPF,75+,22
LEV,LPF,unknown,2
LEV,NPA,18-24,494
LEV,NPA,25-34,1027
LEV,NPA,35-44,970
LEV,NPA,45-54,795
LEV,NPA,55-64,900
LEV,NPA,65-74,898
LEV,NPA,75+,640
LEV,NPA,unknown,21
LEV,PSL,25-34,2
LEV,PSL,65-74,1
LEV,REP,18-24,1397
LEV,REP,25-34,2395
LEV,REP,35-44,2510
LEV,REP,45-54,2642
LEV,REP,55-64,3957
LEV,REP,65-74,4245
LEV,REP,75+,3271
LEV,REP,unknown,119
LIB,ASP,18-24,1
LIB,CPF,25-34,1
LIB,CPF,45-54,1
LIB,CPF,55-64,1
LIB,CPP,35-44,1
LIB,CPP,55-64,1
LIB,CSV,18-24,2
LIB,CSV,35-44,1
LIB,CSV,45-54,2
LIB,CSV,55-64,2
LIB,CSV,65-74,3
LIB,DEM,18-24,56
LIB,DEM,25-34,194
LIB,DEM,35-44,207
LIB,DEM,45-54,205
LIB,DEM,55-64,236
LIB,DEM,65-74,272
LIB,DEM,75+,224
LIB,DEM,unknown,8
LIB,GRE,45-54,1
LIB,LPF,18-24,1
LIB,LPF,35-44,5
LIB,LPF,75+,1
LIB,NPA,18-24,64
LIB,NPA,25-34,124
LIB,NPA,35-44,83
LIB,NPA,45-54,75
LIB,NPA,55-64,59
LIB,NPA,65-74,54
LIB,NPA,75+,29
LIB,NPA,unknown,2
LIB,REP,18-24,307
LIB,REP,25-34,417
LIB,REP,35-44,415
LIB,REP,45-54,436
LIB,REP,55-64,475
LIB,REP,65-74,455
LIB,REP,75+,333
LIB,REP,unknown,44
MAD,AMF,35-44,3
MAD,AMF,55-64,1
MAD,ASP,18-24,1
MAD,ASP,25-34,1
MAD,BPP,35-44,1
MAD,BPP,45-54,1
MAD,BPP,75+,1
MAD,CPF,18-24,4
MAD,CPF,25-34,4
MAD,CPF,35-44,2
MAD,CPF,45-54,1
MAD,CPF,55-64,3
MAD,CPF,unknown,1
MAD,CPP,18-24,2
MAD,CPP,65-74,1
MAD,CSV,18-24,6
MAD,CSV,25-34,1
MAD,CSV,35-44,1
MAD,CSV,45-54,2
MAD,CSV,55-64,1
MAD,DEM,18-24,229
MAD,DEM,25-34,602
MAD,DEM,35-44,793
MAD,DEM,45-54,767
MAD,DEM,55-64,873
MAD,DEM,65-74,989
MAD,DEM,75+,910
MAD,DEM,unknown,18
MAD,FFP,18-24,1
MAD,GRE,25-34,1
MAD,GRE,45-54,1
MAD,GRE,65-74,3
MAD,IND,18-24,10
MAD,IND,25-34,15
MAD,IND,35-44,10
MAD,IND,45-54,12
MAD,IND,55-64,19
MAD,IND,65-74,14
MAD,IND,75+,6
MAD,IND,unknown,1
MAD,LPF,18-24,1
MAD,LPF,25-34,4
MAD,LPF,35-44,8
MAD,LPF,45-54,4
MAD,LPF,55-64,3
MAD,LPF,65-74,1
MAD,LPF,unknown,1
MAD,NPA,18-24,134
MAD,NPA,25-34,328
MAD,NPA,35-44,320
MAD,NPA,45-54,244
MAD,NPA,55-64,287
MAD,NPA,65-74,271
MAD,NPA,75+,145
MAD,NPA,unknown,14
MAD,PSL,35-44,1
MAD,REP,18-24,366
MAD,REP,25-34,691
MAD,REP,35-44,770
MAD,REP,45-54,794
MAD,REP,55-64,1051
MAD,REP,65-74,1223
MAD,REP,75+,988
MAD,REP,unknown,38
MAN,AMF,18-24,55
MAN,AMF,25-34,61
MAN,AMF,35-44,49
MAN,AMF,45-54,42
MAN,AMF,55-64,30
MAN,AMF,65-74,20
MAN,AMF,75+,10
MAN,ASP,18-24,29
MAN,ASP,25-34,22
MAN,ASP,35-44,30
MAN,ASP,45-54,10
MAN,ASP,55-64,11
MAN,ASP,65-74,6
MAN,ASP,75+,2
MAN,ASP,unknown,1
MAN,BPP,18-24,23
MAN,BPP,25-34,37
MAN,BPP,35-44,38
MAN,BPP,45-54,28
MAN,BPP,55-64,20
MAN,BPP,65-74,10
MAN,BPP,unknown,1
MAN,CPF,18-24,43
MAN,CPF,25-34,54
MAN,CPF,35-44,47
MAN,CPF,45-54,39
MAN,CPF,55-64,40
MAN,CPF,65-74,35
MAN,CPF,75+,6
MAN,CPF,unknown,2
MAN,CPP,18-24,23
MAN,CPP,25-34,18
MAN,CPP,35-44,16
MAN,CPP,45-54,29
MAN,CPP,55-64,16
MAN,CPP,65-74,21
MAN,CPP,75+,5
MAN,CSV,18-24,103
MAN,CSV,25-34,159
MAN,CSV,35-44,139
MAN,CSV,45-54,122
MAN,CSV,55-64,141
MAN,CSV,65-74,106
MAN,CSV,75+,38
MAN,CSV,unknown,1
MAN,DEM,18-24,4544
MAN,DEM,25-34,10558
MAN,DEM,35-44,10114
MAN,DEM,45-54,9086
MAN,DEM,55-64,12009
MAN,DEM,65-74,16561
MAN,DEM,75+,17875
MAN,DEM,unknown,257
MAN,ECO,18-24,10
MAN,ECO,25-34,16
MAN,ECO,35-44,5
MAN,ECO,45-54,17
MAN,ECO,55-64,6
MAN,ECO,65-74,8
MAN,ECO,75+,5
MAN,FFP,18-24,5
MAN,FFP,25-34,2
MAN,FFP,35-44,5
MAN,FFP,45-54,7
MAN,FFP,55-64,2
MAN,FFP,65-74,3
MAN,FFP,75+,3
MAN,GRE,18-24,40
MAN,GRE,25-34,52
MAN,GRE,35-44,37
MAN,GRE,45-54,32
MAN,GRE,55-64,27
MAN,GRE,65-74,12
MAN,GRE,75+,5
MAN,GRE,unknown,1
MAN,IND,18-24,670
MAN,IND,25-34,1288
MAN,IND,35-44,1000
MAN,IND,45-54,923
MAN,IND,55-64,1315
MAN,IND,65-74,1463
MAN,IND,75+,1055
MAN,IND,unknown,25
MAN,JEF,18-24,3
MAN,JEF,25-34,1
MAN,LPF,18-24,59
MAN,LPF,25-34,191
MAN,LPF,35-44,229
MAN,LPF,45-54,155
MAN,LPF,55-64,105
MAN,LPF,65-74,69
MAN,LPF,75+,38
MAN,LPF,unknown,4
MAN,MGT,35-44,1
MAN,NPA,18-24,5804
MAN,NPA,25-34,12935
MAN,NPA,35-44,12944
MAN,NPA,45-54,11685
MAN,NPA,55-64,12910
MAN,NPA,65-74,12701
MAN,NPA,75+,11523
MAN,NPA,unknown,271
MAN,PSL,18-24,11
MAN,PSL,25-34,16
MAN,PSL,35-44,7
MAN,PSL,55-64,2
MAN,PSL,75+,1
MAN,REP,18-24,7323
MAN,REP,25-34,15501
MAN,REP,35-44,17516
MAN,REP,45-54,18883
MAN,REP,55-64,30032
MAN,REP,65-74,32371
MAN,REP,75+,30464
MAN,REP,unknown,1019
MON,AMF,18-24,26
MON,AMF,25-34,22
MON,AMF,35-44,18
MON,AMF,45-54,25
MON,AMF,55-64,16
MON,AMF,65-74,13
MON,AMF,75+,2
MON,ASP,18-24,9
MON,ASP,25-34,12
MON,ASP,35-44,10
MON,ASP,45-54,4
MON,ASP,55-64,7
MON,ASP,65-74,3
MON,ASP,75+,2
MON,BPP,18-24,2
MON,BPP,25-34,15
MON,BPP,35-44,9
MON,BPP,45-54,8
MON,BPP,75+,2
MON,CPF,18-24,20
MON,CPF,25-34,30
MON,CPF,35-44,29
MON,CPF,45-54,22
MON,CPF,55-64,13
MON,CPF,65-74,13
MON,CPF,75+,3
MON,CPP,18-24,4
MON,CPP,25-34,8
MON,CPP,35-44,13
MON,CPP,45-54,8
MON,CPP,55-64,16
MON,CPP,65-74,2
MON,CPP,75+,2
MON,CSV,18-24,41
MON,CSV,25-34,49
MON,CSV,35-44,39
MON,CSV,45-54,41
MON,CSV,55-64,57
MON,CSV,65-74,35
MON,CSV,75+,7
MON,DEM,18-24,677
MON,DEM,25-34,1791
MON,DEM,35-44,2329
MON,DEM,45-54,2195
MON,DEM,55-64,2966
MON,DEM,65-74,3615
MON,DEM,75+,3138
MON,DEM,unknown,96
MON,ECO,18-24,10
MON,ECO,25-34,11
MON,ECO,35-44,7
MON,ECO,45-54,6
MON,ECO,55-64,8
MON,ECO,65-74,5
MON,FFP,18-24,1
MON,FFP,25-34,1
MON,FFP,35-44,2
MON,FFP,55-64,2
MON,FFP,65-74,2
MON,FFP,75+,1
MON,GRE,18-24,9
MON,GRE,25-34,17
MON,GRE,35-44,15
MON,GRE,45-54,9
MON,GRE,55-64,11
MON,GRE,65-74,8
MON,GRE,75+,3
MON,GRE,unknown,1
MON,IND,18-24,110
MON,IND,25-34,261
MON,IND,35-44,246
MON,IND,45-54,208
MON,IND,55-64,314
MON,IND,65-74,254
MON,IND,75+,114
MON,IND,unknown,3
MON,JEF,35-44,2
MON,LPF,18-24,14
MON,LPF,25-34,46
MON,LPF,35-44,60
MON,LPF,45-54,52
MON,LPF,55-64,37
MON,LPF,65-74,22
MON,LPF,75+,7
MON,LPF,unknown,2
MON,NPA,18-24,877
MON,NPA,25-34,2192
MON,NPA,35-44,2776
MON,NPA,45-54,2581
MON,NPA,55-64,2866
MON,NPA,65-74,2428
MON,NPA,75+,1477
MON,NPA,unknown,91
MON,PSL,18-24,1
MON,PSL,25-34,3
MON,PSL,35-44,3
MON,PSL,45-54,1
MON,PSL,55-64,1
MON,PSL,75+,1
MON,REP,18-24,1280
MON,REP,25-34,2829
MON,REP,35-44,3466
MON,REP,45-54,3994
MON,REP,55-64,6412
MON,REP,65-74,5777
MON,REP,75+,4684
MON,REP,unknown,327
MRN,AMF,18-24,107
MRN,AMF,25-34,90
MRN,AMF,35-44,76
MRN,AMF,45-54,74
MRN,AMF,55-64,60
MRN,AMF,65-74,42
MRN,AMF,75+,10
MRN,ASP,18-24,46
MRN,ASP,25-34,30
MRN,ASP,35-44,35
MRN,ASP,45-54,26
MRN,ASP,55-64,30
MRN,ASP,65-74,12
MRN,ASP,75+,8
MRN,ASP,unknown,1
MRN,BPP,18-24,110
MRN,BPP,25-34,140
MRN,BPP,35-44,139
MRN,BPP,45-54,108
MRN,BPP,55-64,65
MRN,BPP,65-74,38
MRN,BPP,75+,14
MRN,CPF,18-24,113
MRN,CPF,25-34,84
MRN,CPF,35-44,111
MRN,CPF,45-54,80
