extract_month,zip_code,party_affiliation,voter_count
2026-03,325398361,REP,10
2026-03,325398379,REP,13
2026-03,325398381,REP,20
2026-03,325398382,NPA,13
2026-03,325398382,REP,14
2026-03,325398403,REP,11
2026-03,325398405,REP,10
2026-03,325398503,REP,10
2026-03,325398590,REP,10
2026-03,325398600,REP,11
2026-03,325398622,REP,11
2026-03,325398845,REP,10
2026-03,325398952,REP,14
2026-03,325399000,DEM,10
2026-03,325399000,NPA,15
2026-03,325399000,REP,22
2026-03,325399029,REP,15
2026-03,325399076,REP,10
2026-03,325399100,REP,11
2026-03,325399125,REP,16
2026-03,325399132,REP,13
2026-03,325399187,REP,10
2026-03,325399400,REP,10
2026-03,325399401,REP,15
2026-03,325399529,REP,14
2026-03,325399772,REP,11
2026-03,32541,AMF,26
2026-03,32541,ASP,11
2026-03,32541,CPF,24
2026-03,32541,CSV,60
2026-03,32541,DEM,997
2026-03,32541,IND,226
2026-03,32541,LPF,36
2026-03,32541,NPA,1469
2026-03,32541,REP,5159
2026-03,325410000,DEM,13
2026-03,325410000,REP,41
2026-03,325411555,REP,13
2026-03,325411607,REP,18
2026-03,325411611,REP,12
2026-03,325411636,REP,11
2026-03,325411647,REP,24
2026-03,325411664,REP,10
2026-03,325411709,REP,13
2026-03,325411802,REP,11
2026-03,325411833,REP,11
2026-03,325411851,REP,11
2026-03,325411902,REP,11
2026-03,325412001,REP,10
2026-03,325412005,REP,22
2026-03,325412033,REP,13
2026-03,325412060,REP,10
2026-03,325412069,REP,10
2026-03,325412224,REP,10
2026-03,325412236,REP,10
2026-03,325412330,REP,13
2026-03,325412414,REP,18
2026-03,325412418,REP,16
2026-03,325412419,REP,15
2026-03,325412475,REP,10
2026-03,325412506,REP,11
2026-03,325412602,REP,10
2026-03,325412642,REP,11
2026-03,325412650,REP,13
2026-03,325412817,REP,11
2026-03,325412865,REP,10
2026-03,325412873,NPA,11
2026-03,325413015,REP,10
2026-03,325413088,REP,10
2026-03,325413231,REP,10
2026-03,325413302,REP,16
2026-03,325413365,NPA,16
2026-03,325413365,REP,22
2026-03,325413404,REP,10
2026-03,325413420,REP,11
2026-03,325413421,REP,11
2026-03,325413422,REP,15
2026-03,325413436,REP,12
2026-03,325413451,REP,21
2026-03,325413453,REP,17
2026-03,325413462,REP,17
2026-03,325413465,REP,18
2026-03,325413491,REP,23
2026-03,325413673,REP,11
2026-03,325413712,REP,19
2026-03,325413713,REP,10
2026-03,325414306,REP,17
2026-03,325414325,REP,18
2026-03,325414328,REP,13
2026-03,325414330,REP,10
2026-03,325414333,REP,11
2026-03,325414400,REP,16
2026-03,325414403,REP,12
2026-03,325414404,REP,13
2026-03,325414415,REP,21
2026-03,325414418,REP,10
2026-03,325414426,REP,14
2026-03,325414430,REP,10
2026-03,325414432,REP,10
2026-03,325414435,REP,10
2026-03,325414447,REP,10
2026-03,325414723,REP,15
2026-03,325414757,REP,10
2026-03,325414763,REP,23
2026-03,325415036,REP,13
2026-03,325415100,REP,12
2026-03,325415304,REP,12
2026-03,325415307,REP,20
2026-03,325415319,REP,11
2026-03,325415321,REP,10
2026-03,325415327,REP,10
2026-03,325415329,REP,10
2026-03,325415339,REP,12
2026-03,325415358,REP,10
2026-03,325415510,REP,15
2026-03,325415511,REP,16
2026-03,325415712,REP,20
2026-03,325415715,REP,12
2026-03,325415718,REP,10
2026-03,325415726,REP,11
2026-03,325415729,REP,16
2026-03,325415764,REP,10
2026-03,325416425,REP,11
2026-03,325418428,REP,24
2026-03,325418460,REP,10
2026-03,325418462,REP,12
2026-03,325418475,REP,11
2026-03,32542,DEM,157
2026-03,32542,IND,34
2026-03,32542,NPA,339
2026-03,32542,REP,526
2026-03,325421454,REP,10
2026-03,32544,DEM,110
2026-03,32544,IND,23
2026-03,32544,NPA,217
2026-03,32544,REP,264
2026-03,32547,AMF,31
2026-03,32547,ASP,31
2026-03,32547,BPP,25
2026-03,32547,CPF,49
2026-03,32547,CPP,23
2026-03,32547,CSV,119
2026-03,32547,DEM,2507
2026-03,32547,GRE,11
2026-03,32547,IND,323
2026-03,32547,LPF,62
2026-03,32547,NPA,3056
2026-03,32547,REP,5929
2026-03,325470000,DEM,20
2026-03,325470000,NPA,15
2026-03,325470000,REP,61
2026-03,325471026,NPA,11
2026-03,325471026,REP,11
2026-03,325471122,REP,10
2026-03,325471191,REP,14
2026-03,325471326,REP,18
2026-03,325471329,REP,12
2026-03,325471346,REP,11
2026-03,325471363,REP,10
2026-03,325471435,NPA,10
2026-03,325471548,REP,10
2026-03,325471614,REP,11
2026-03,325471617,REP,30
2026-03,325471619,REP,12
2026-03,325471623,DEM,10
2026-03,325471623,REP,10
2026-03,325471639,REP,10
2026-03,325471710,REP,10
2026-03,325471713,REP,10
2026-03,325471715,REP,12
2026-03,325471727,REP,18
2026-03,325471728,REP,12
2026-03,325471739,REP,13
2026-03,325471747,REP,11
2026-03,325471750,REP,13
2026-03,325471753,REP,10
2026-03,325471756,REP,11
2026-03,325471776,REP,10
2026-03,325471800,REP,10
2026-03,325471809,REP,11
2026-03,325471831,REP,14
2026-03,325471921,REP,10
2026-03,325471975,REP,10
2026-03,325472468,DEM,10
2026-03,325472802,NPA,14
2026-03,325472802,REP,23
2026-03,325472806,REP,10
2026-03,325472925,REP,12
2026-03,325473220,REP,36
2026-03,325473283,REP,18
2026-03,325473293,REP,12
2026-03,325473307,REP,14
2026-03,325473308,REP,11
2026-03,325473309,REP,12
2026-03,325473529,NPA,13
2026-03,325473529,REP,21
2026-03,325473613,REP,10
2026-03,325473627,REP,12
2026-03,325473762,REP,15
2026-03,325474252,DEM,10
2026-03,325474252,REP,10
2026-03,325474953,REP,11
2026-03,325475711,REP,10
2026-03,325475739,NPA,11
2026-03,325475739,REP,23
2026-03,325475740,NPA,10
2026-03,325475740,REP,18
2026-03,325476731,REP,10
2026-03,325476732,REP,10
2026-03,325476733,REP,14
2026-03,325476735,REP,14
2026-03,325476800,REP,11
2026-03,325476818,REP,15
2026-03,325476841,REP,10
2026-03,325477308,REP,10
2026-03,325477413,REP,10
2026-03,32548,AMF,23
2026-03,32548,ASP,12
2026-03,32548,CPF,34
2026-03,32548,CPP,12
2026-03,32548,CSV,54
2026-03,32548,DEM,1598
2026-03,32548,GRE,15
2026-03,32548,IND,198
2026-03,32548,LPF,43
2026-03,32548,NPA,1907
2026-03,32548,REP,3822
2026-03,325480000,DEM,16
2026-03,325480000,REP,38
2026-03,325483811,DEM,11
2026-03,325483901,REP,15
2026-03,325483918,REP,10
2026-03,325483952,REP,13
2026-03,325484104,REP,10
2026-03,325484264,REP,10
2026-03,325484340,REP,10
2026-03,325484363,REP,11
2026-03,325484609,REP,10
2026-03,325484613,REP,14
2026-03,325484645,REP,13
2026-03,325484652,REP,10
2026-03,325484737,REP,14
2026-03,325485105,REP,11
2026-03,325485125,REP,27
2026-03,325485127,REP,22
2026-03,325485132,REP,10
2026-03,325485139,REP,13
2026-03,325485143,REP,18
2026-03,325485144,REP,18
2026-03,325485145,REP,15
2026-03,325485153,REP,10
2026-03,325485156,REP,10
2026-03,325485160,REP,10
2026-03,325485173,REP,12
2026-03,325485175,REP,14
2026-03,325485701,REP,10
2026-03,325485749,REP,11
2026-03,325485755,REP,12
2026-03,325485768,REP,12
2026-03,325485771,REP,13
2026-03,325486004,REP,24
2026-03,325486010,REP,14
2026-03,325486314,REP,26
2026-03,325486320,NPA,10
2026-03,325486320,REP,13
2026-03,325486406,REP,12
2026-03,325486421,REP,31
2026-03,325486423,REP,14
2026-03,325486452,REP,13
2026-03,325486517,REP,10
2026-03,325486526,REP,13
2026-03,325486661,REP,21
2026-03,325486662,REP,16
2026-03,325486663,REP,14
2026-03,325486695,REP,10
2026-03,325486939,REP,16
2026-03,325487223,REP,10
2026-03,325487233,REP,19
2026-03,325487235,REP,18
2026-03,325487246,REP,10
2026-03,325487250,REP,12
2026-03,325487252,REP,11
2026-03,32550,DEM,26
2026-03,32550,NPA,51
2026-03,32550,REP,103
2026-03,325501802,REP,19
2026-03,325501836,REP,15
2026-03,325501837,REP,10
2026-03,325501854,REP,19
2026-03,325501855,REP,11
2026-03,325501928,REP,14
2026-03,325501929,REP,11
2026-03,325501930,REP,11
2026-03,325503207,REP,10
2026-03,325503838,REP,10
2026-03,325503840,REP,10
2026-03,325503841,REP,10
2026-03,325503843,REP,15
2026-03,325503848,REP,10
2026-03,325503853,REP,10
2026-03,325503873,REP,16
2026-03,325503909,REP,11
2026-03,325503931,REP,16
2026-03,325503947,REP,17
2026-03,325503958,REP,10
2026-03,325503975,REP,10
2026-03,325503987,REP,12
2026-03,325503993,REP,14
2026-03,325503997,REP,10
2026-03,325504031,REP,15
2026-03,325504072,REP,10
2026-03,325504077,REP,15
2026-03,325504082,REP,11
2026-03,325504212,REP,14
2026-03,325504337,REP,15
2026-03,325504509,REP,10
2026-03,325504518,REP,10
2026-03,325504520,REP,14
2026-03,325504523,REP,17
2026-03,325504535,REP,16
2026-03,325504537,REP,13
2026-03,325504544,NPA,10
2026-03,325504544,REP,37
2026-03,325504553,REP,47
2026-03,325504555,REP,10
2026-03,325504568,REP,11
2026-03,325504589,REP,26
2026-03,325504595,REP,20
2026-03,325504599,REP,18
2026-03,325504615,REP,14
2026-03,325504800,REP,18
2026-03,325504811,REP,10
2026-03,325504838,REP,11
2026-03,325504840,REP,13
2026-03,325504843,REP,17
2026-03,325504853,REP,10
2026-03,325504872,REP,21
2026-03,325504876,REP,10
2026-03,325504882,REP,15
2026-03,325504887,REP,14
2026-03,325504888,REP,10
2026-03,325504889,REP,15
2026-03,325504890,REP,17
2026-03,325504891,REP,15
2026-03,325504892,REP,10
2026-03,325504898,REP,10
2026-03,325504991,REP,10
2026-03,325504994,REP,16
2026-03,325504995,REP,16
2026-03,325504996,REP,15
2026-03,325505223,NPA,12
2026-03,325505223,REP,19
2026-03,325505224,REP,12
2026-03,325505228,REP,13
2026-03,325505230,REP,15
2026-03,325505242,REP,10
2026-03,325505250,REP,12
2026-03,325505251,REP,12
2026-03,325505262,REP,12
2026-03,325505265,REP,10
2026-03,325505266,REP,10
2026-03,325505271,REP,15
2026-03,325505272,REP,13
2026-03,325505274,REP,11
2026-03,325505277,REP,11
2026-03,325505803,REP,16
2026-03,325505806,REP,26
2026-03,325505811,REP,45
2026-03,325505812,REP,25
2026-03,325505813,REP,12
2026-03,325505816,REP,16
2026-03,325505830,REP,15
2026-03,325505831,REP,14
2026-03,325505832,REP,14
2026-03,325505833,REP,10
2026-03,325505835,REP,15
2026-03,325505878,REP,17
2026-03,325505883,REP,10
2026-03,325506007,REP,11
2026-03,325506869,REP,13
2026-03,325506870,REP,10
2026-03,325507022,REP,11
2026-03,325507026,REP,11
2026-03,325507287,REP,12
2026-03,325507502,REP,11
2026-03,325507800,REP,13
2026-03,325507806,REP,15
2026-03,325507807,REP,10
2026-03,325507815,REP,10
2026-03,325507818,REP,13
2026-03,325507825,REP,10
2026-03,325507833,REP,11
2026-03,325507835,REP,13
2026-03,325507836,REP,20
2026-03,325507837,REP,24
2026-03,325507840,REP,11
2026-03,325507841,REP,13
2026-03,325507842,REP,10
2026-03,325507843,REP,11
2026-03,325507845,REP,14
2026-03,325507855,REP,17
2026-03,325507863,REP,10
2026-03,325507865,REP,10
2026-03,325507876,REP,10
2026-03,325507878,REP,13
2026-03,325507879,REP,12
2026-03,325507880,REP,19
2026-03,325507881,REP,14
2026-03,325507883,REP,11
2026-03,325507886,REP,11
2026-03,325507887,REP,14
2026-03,325507898,REP,10
2026-03,325508038,NPA,10
2026-03,325508038,REP,19
2026-03,325508039,NPA,11
2026-03,325508245,REP,10
2026-03,325508258,REP,11
2026-03,325508260,REP,13
2026-03,325508264,REP,11
2026-03,325508503,REP,11
2026-03,325508504,REP,10
2026-03,325508668,REP,12
2026-03,32561,CSV,17
2026-03,32561,DEM,1300
2026-03,32561,IND,158
2026-03,32561,LPF,23
2026-03,32561,NPA,1440
2026-03,32561,REP,4589
2026-03,32563,AMF,19
2026-03,32563,ASP,13
2026-03,32563,CPF,32
2026-03,32563,CPP,11
2026-03,32563,CSV,77
2026-03,32563,DEM,3881
2026-03,32563,GRE,18
2026-03,32563,IND,616
2026-03,32563,LPF,156
2026-03,32563,NPA,5451
2026-03,32563,REP,14794
2026-03,32564,CSV,11
2026-03,32564,DEM,120
2026-03,32564,IND,23
2026-03,32564,NPA,183
2026-03,32564,REP,783
2026-03,325649134,REP,17
2026-03,325649302,REP,10
2026-03,325649304,REP,12
2026-03,325649336,REP,11
2026-03,325649388,REP,11
2026-03,32565,CSV,16
2026-03,32565,DEM,462
2026-03,32565,IND,68
2026-03,32565,LPF,19
2026-03,32565,NPA,624
2026-03,32565,REP,4132
2026-03,32566,AMF,38
2026-03,32566,ASP,16
2026-03,32566,CPF,47
2026-03,32566,CPP,18
2026-03,32566,CSV,136
2026-03,32566,DEM,5959
2026-03,32566,ECO,15
2026-03,32566,GRE,30
2026-03,32566,IND,919
2026-03,32566,LPF,232
2026-03,32566,NPA,9186
2026-03,32566,REP,22029
2026-03,32567,CSV,12
2026-03,32567,DEM,197
2026-03,32567,IND,29
2026-03,32567,NPA,295
2026-03,32567,REP,974
2026-03,325673746,REP,11
2026-03,325677309,NPA,20
2026-03,325677309,REP,39
2026-03,325677310,NPA,12
2026-03,325677310,REP,43
2026-03,325677311,REP,40
2026-03,325677312,DEM,12
2026-03,325677312,REP,28
2026-03,325678183,REP,15
2026-03,325678318,REP,12
2026-03,32568,DEM,312
2026-03,32568,IND,27
2026-03,32568,NPA,277
2026-03,32568,REP,1423
2026-03,32569,AMF,11
2026-03,32569,ASP,12
2026-03,32569,BPP,11
2026-03,32569,CPF,15
2026-03,32569,CSV,46
2026-03,32569,DEM,910
2026-03,32569,IND,143
2026-03,32569,LPF,39
2026-03,32569,NPA,1330
2026-03,32569,REP,2547
2026-03,325690000,REP,24
2026-03,325691343,REP,13
2026-03,325691389,REP,10
2026-03,325691421,REP,16
2026-03,325691435,REP,11
2026-03,325691465,REP,10
2026-03,325691472,REP,14
2026-03,325691477,REP,15
2026-03,325691482,REP,13
2026-03,325691695,REP,12
2026-03,325691831,REP,16
2026-03,325692002,REP,14
2026-03,325692028,REP,11
2026-03,325692036,REP,11
2026-03,325692112,NPA,10
2026-03,325692113,DEM,13
2026-03,325692113,NPA,12
2026-03,325692113,REP,13
2026-03,325692139,REP,11
2026-03,325692222,REP,15
2026-03,325692225,REP,18
2026-03,325692256,REP,10
2026-03,325692272,REP,17
2026-03,325692307,REP,12
2026-03,325692312,NPA,17
2026-03,325692312,REP,16
2026-03,325692404,NPA,14
2026-03,325692404,REP,10
2026-03,325692600,REP,14
2026-03,32570,AMF,35
2026-03,32570,ASP,20
2026-03,32570,CPF,57
2026-03,32570,CPP,20
2026-03,32570,CSV,117
2026-03,32570,DEM,4779
2026-03,32570,ECO,10
2026-03,32570,GRE,20
2026-03,32570,IND,576
2026-03,32570,LPF,158
2026-03,32570,NPA,5593
2026-03,32570,REP,17247
2026-03,32571,AMF,45
2026-03,32571,ASP,17
2026-03,32571,BPP,17
2026-03,32571,CPF,70
2026-03,32571,CPP,14
2026-03,32571,CSV,125
2026-03,32571,DEM,4776
2026-03,32571,GRE,18
2026-03,32571,IND,740
2026-03,32571,LPF,155
2026-03,32571,NPA,6661
2026-03,32571,REP,21790
2026-03,32577,CSV,17
2026-03,32577,DEM,565
2026-03,32577,IND,34
2026-03,32577,LPF,17
2026-03,32577,NPA,585
2026-03,32577,REP,2578
2026-03,32578,AMF,22
2026-03,32578,ASP,10
2026-03,32578,CPF,26
2026-03,32578,CPP,10
2026-03,32578,CSV,69
2026-03,32578,DEM,2028
2026-03,32578,GRE,11
2026-03,32578,IND,413
2026-03,32578,LPF,76
2026-03,32578,NPA,3393
2026-03,32578,REP,9350
2026-03,325780000,DEM,14
2026-03,325780000,NPA,23
2026-03,325780000,REP,125
2026-03,325781061,NPA,13
2026-03,325781061,REP,31
2026-03,325781065,REP,27
2026-03,325781115,REP,12
2026-03,325781129,REP,13
2026-03,325781130,REP,10
2026-03,325781202,NPA,15
2026-03,325781202,REP,25
2026-03,325781214,REP,10
2026-03,325781222,REP,13
2026-03,325781265,REP,18
2026-03,325781266,REP,10
2026-03,325781282,REP,10
2026-03,325781359,REP,32
2026-03,325781478,REP,13
2026-03,325781479,REP,14
2026-03,325781480,NPA,10
2026-03,325781480,REP,52
2026-03,325781511,REP,14
2026-03,325781521,REP,10
2026-03,325781524,REP,19
2026-03,325781529,REP,19
2026-03,325781534,REP,14
2026-03,325781535,REP,10
2026-03,325781540,REP,14
2026-03,325781605,REP,16
2026-03,325781629,REP,13
2026-03,325781637,REP,24
2026-03,325781643,REP,10
2026-03,325781647,REP,12
2026-03,325781653,REP,12
2026-03,325781659,REP,21
2026-03,325781660,REP,13
2026-03,325781704,REP,10
2026-03,325781705,REP,12
2026-03,325781708,REP,17
2026-03,325781718,REP,14
2026-03,325781721,REP,15
2026-03,325781734,REP,12
2026-03,325781738,REP,13
2026-03,325781741,REP,11
2026-03,325781752,REP,21
2026-03,325781766,REP,12
2026-03,325781773,REP,23
2026-03,325782103,REP,14
2026-03,325782109,REP,10
2026-03,325782111,REP,14
2026-03,325782114,REP,13
2026-03,325782120,REP,10
2026-03,325782126,REP,14
2026-03,325782137,REP,11
2026-03,325782311,REP,17
2026-03,325782330,REP,13
2026-03,325782333,REP,12
2026-03,325782347,REP,10
2026-03,325782355,REP,16
2026-03,325782357,REP,10
2026-03,325782386,REP,11
2026-03,325782387,REP,11
2026-03,325782393,REP,10
2026-03,325782398,REP,12
2026-03,325782446,REP,18
2026-03,325782467,REP,13
2026-03,325782469,REP,16
2026-03,325782749,REP,31
2026-03,325782897,REP,12
2026-03,325782973,REP,16
2026-03,325782980,REP,16
2026-03,325782989,REP,10
2026-03,325783016,REP,11
2026-03,325783101,REP,11
2026-03,325783207,REP,13
2026-03,325783232,REP,12
2026-03,325783238,REP,17
2026-03,325783247,REP,10
2026-03,325783264,REP,10
2026-03,325783272,REP,10
2026-03,325783276,REP,15
2026-03,325783333,REP,10
2026-03,325783358,REP,13
2026-03,325783401,REP,17
2026-03,325783402,REP,10
2026-03,325783412,REP,14
2026-03,325783419,REP,32
2026-03,325783420,REP,16
2026-03,325783421,REP,12
2026-03,325783422,REP,15
2026-03,325783425,REP,17
2026-03,325783428,REP,16
2026-03,325783429,REP,10
2026-03,325783513,REP,11
2026-03,325783541,REP,10
2026-03,325783607,REP,17
2026-03,325783623,REP,12
2026-03,325783627,REP,11
2026-03,325783634,REP,10
2026-03,325783664,REP,16
2026-03,325783682,REP,11
2026-03,325783700,REP,15
2026-03,325783706,REP,19
2026-03,325783708,REP,18
2026-03,325783719,REP,14
2026-03,325783720,REP,19
2026-03,325783726,REP,10
2026-03,325783742,REP,12
2026-03,325783746,REP,16
2026-03,325783747,REP,11
2026-03,325783753,REP,24
2026-03,325783764,REP,10
2026-03,325783805,DEM,12
2026-03,325783805,REP,16
2026-03,325783812,REP,11
2026-03,325783816,REP,12
2026-03,325783818,REP,10
2026-03,325783824,REP,25
2026-03,325783825,REP,24
2026-03,325783831,REP,15
2026-03,325783836,REP,16
2026-03,325783860,REP,12
2026-03,325783880,REP,14
2026-03,325783902,NPA,11
2026-03,325783902,REP,21
2026-03,325783904,REP,11
2026-03,325783906,REP,15
2026-03,325783908,REP,11
2026-03,325783912,REP,13
2026-03,325783925,REP,17
2026-03,325783934,REP,17
2026-03,325783938,REP,11
2026-03,325783940,REP,13
2026-03,325783941,REP,11
2026-03,325783953,REP,20
2026-03,325783956,REP,16
2026-03,325783960,REP,26
2026-03,325784010,REP,11
2026-03,325784032,REP,10
2026-03,325784045,REP,12
2026-03,325784050,REP,13
2026-03,325784061,REP,13
2026-03,325784062,REP,10
2026-03,325784063,REP,10
2026-03,325784064,REP,13
2026-03,325784067,REP,10
2026-03,325784069,REP,12
2026-03,325784074,REP,18
2026-03,325784100,NPA,10
2026-03,325784100,REP,18
2026-03,325784148,REP,14
2026-03,325784162,REP,10
2026-03,325784198,REP,21
2026-03,325784210,REP,15
2026-03,325784213,REP,21
2026-03,325784216,REP,13
2026-03,325784230,NPA,13
2026-03,325784230,REP,16
2026-03,325784231,REP,13
2026-03,325784235,REP,12
2026-03,325784260,REP,14
2026-03,325784303,REP,12
2026-03,325784308,REP,13
2026-03,325784309,REP,13
2026-03,325784310,REP,17
2026-03,325784314,NPA,10
2026-03,325784314,REP,34
2026-03,325784321,REP,14
2026-03,325784325,REP,13
2026-03,325784332,NPA,11
2026-03,325784332,REP,14
2026-03,325784344,REP,15
2026-03,325784400,REP,21
2026-03,325784406,REP,11
2026-03,325784500,REP,18
2026-03,325784503,REP,14
2026-03,325784510,REP,14
2026-03,325784511,REP,20
2026-03,325784513,REP,18
2026-03,325784706,REP,12
2026-03,325784708,REP,10
2026-03,325784711,REP,15
2026-03,325784717,REP,10
2026-03,325784722,REP,12
2026-03,325784800,REP,33
2026-03,325784801,REP,21
2026-03,325784807,NPA,11
2026-03,325784807,REP,27
2026-03,325784811,REP,19
2026-03,325784812,REP,17
2026-03,325784820,REP,19
2026-03,325784821,REP,24
2026-03,325784823,REP,20
2026-03,325786807,REP,12
2026-03,325787101,REP,11
2026-03,325787107,REP,10
2026-03,325787111,REP,12
2026-03,325787128,REP,14
2026-03,325787146,REP,14
2026-03,325787150,REP,29
2026-03,325787307,REP,16
2026-03,325787308,REP,27
2026-03,325788020,REP,10
2026-03,325788149,REP,12
2026-03,325788308,REP,12
2026-03,325788316,REP,11
2026-03,325788321,REP,17
2026-03,325788701,REP,13
2026-03,325788706,REP,14
2026-03,325788735,REP,21
2026-03,325788770,REP,11
2026-03,325788771,REP,13
2026-03,325788799,REP,12
2026-03,325788836,REP,12
2026-03,325788904,REP,13
2026-03,325789700,DEM,11
2026-03,325789700,REP,16
2026-03,325789713,REP,10
2026-03,325789769,REP,12
2026-03,325789778,REP,10
2026-03,325789782,REP,11
2026-03,325789784,REP,12
2026-03,325789785,REP,11
2026-03,32579,AMF,12
2026-03,32579,CSV,30
2026-03,32579,DEM,695
2026-03,32579,IND,96
2026-03,32579,LPF,23
2026-03,32579,NPA,941
2026-03,32579,REP,2644
2026-03,325790000,REP,42
2026-03,325791010,REP,11
2026-03,325791013,REP,15
2026-03,325791027,REP,27
2026-03,325791028,REP,13
2026-03,325791034,REP,12
2026-03,325791036,REP,21
2026-03,325791039,REP,10
2026-03,325791100,REP,15
2026-03,325791105,REP,15
2026-03,325791106,REP,18
2026-03,325791110,REP,11
2026-03,325791114,REP,12
2026-03,325791115,REP,37
2026-03,325791123,REP,12
2026-03,325791132,REP,10
2026-03,325791150,REP,12
2026-03,325791151,REP,16
2026-03,325791153,REP,14
2026-03,325791155,REP,12
2026-03,325791202,REP,19
2026-03,325791203,REP,17
2026-03,325791226,REP,15
2026-03,325791242,REP,27
2026-03,325791259,REP,13
2026-03,325791263,REP,10
2026-03,325791265,REP,11
2026-03,325791281,REP,10
2026-03,325791316,REP,21
2026-03,325791605,REP,11
2026-03,325791606,REP,33
2026-03,325791610,REP,20
2026-03,325791611,REP,11
2026-03,325791612,REP,10
2026-03,325791617,REP,26
2026-03,325791623,REP,10
2026-03,325791634,NPA,11
2026-03,325791634,REP,32
2026-03,325791636,NPA,10
2026-03,325791636,REP,24
2026-03,325791664,REP,14
2026-03,325791665,REP,13
2026-03,325791668,REP,12
2026-03,325792116,REP,12
2026-03,325792145,REP,19
2026-03,325792154,REP,21
2026-03,325792205,REP,10
2026-03,325792207,NPA,11
2026-03,325792207,REP,14
2026-03,325792209,REP,29
2026-03,325792239,REP,14
2026-03,325792241,REP,19
2026-03,32580,CPF,10
2026-03,32580,DEM,292
2026-03,32580,IND,56
2026-03,32580,LPF,15
2026-03,32580,NPA,456
2026-03,32580,REP,1211
2026-03,325800000,REP,14
2026-03,325801104,REP,10
2026-03,325801278,REP,10
2026-03,325801333,REP,12
2026-03,325801337,REP,11
2026-03,325801550,REP,10
2026-03,325801607,REP,12
2026-03,325801610,REP,12
2026-03,325801614,REP,12
2026-03,325801744,REP,10
2026-03,32583,AMF,34
2026-03,32583,ASP,11
2026-03,32583,CPF,60
2026-03,32583,CPP,15
2026-03,32583,CSV,109
2026-03,32583,DEM,3576
2026-03,32583,GRE,17
2026-03,32583,IND,520
2026-03,32583,LPF,127
2026-03,32583,NPA,4662
2026-03,32583,REP,14594
2026-03,32601,CPF,12
2026-03,32601,CSV,15
2026-03,32601,DEM,8239
2026-03,32601,GRE,27
2026-03,32601,IND,315
2026-03,32601,LPF,64
2026-03,32601,NPA,3986
2026-03,32601,PSL,18
2026-03,32601,REP,2344
2026-03,326017864,REP,14
2026-03,32603,DEM,1533
2026-03,32603,IND,80
2026-03,32603,LPF,14
2026-03,32603,NPA,1039
2026-03,32603,REP,868
2026-03,32605,BPP,12
2026-03,32605,CPF,16
2026-03,32605,CSV,23
2026-03,32605,DEM,9335
2026-03,32605,GRE,18
2026-03,32605,IND,342
2026-03,32605,LPF,86
2026-03,32605,NPA,4316
2026-03,32605,REP,3916
2026-03,32606,AMF,11
2026-03,32606,CPF,15
2026-03,32606,CSV,31
2026-03,32606,DEM,7576
2026-03,32606,GRE,12
2026-03,32606,IND,360
2026-03,32606,LPF,67
2026-03,32606,NPA,4617
2026-03,32606,REP,4934
2026-03,32607,AMF,20
2026-03,32607,ASP,13
2026-03,32607,BPP,34
2026-03,32607,CPF,21
2026-03,32607,CPP,11
2026-03,32607,CSV,52
2026-03,32607,DEM,9665
2026-03,32607,ECO,11
2026-03,32607,GRE,33
2026-03,32607,IND,471
2026-03,32607,LPF,98
2026-03,32607,NPA,6196
2026-03,32607,REP,5025
2026-03,32608,AMF,33
2026-03,32608,ASP,20
2026-03,32608,BPP,32
2026-03,32608,CPF,31
2026-03,32608,CPP,20
2026-03,32608,CSV,84
2026-03,32608,DEM,15231
2026-03,32608,ECO,20
2026-03,32608,GRE,51
2026-03,32608,IND,785
2026-03,32608,LPF,132
2026-03,32608,NPA,10330
2026-03,32608,PSL,16
2026-03,32608,REP,8773
2026-03,32609,AMF,17
2026-03,32609,ASP,10
2026-03,32609,BPP,11
2026-03,32609,CPF,15
2026-03,32609,CPP,12
2026-03,32609,CSV,25
2026-03,32609,DEM,6014
2026-03,32609,GRE,32
2026-03,32609,IND,190
2026-03,32609,LPF,38
2026-03,32609,NPA,2605
2026-03,32609,REP,2125
2026-03,32611,DEM,59
2026-03,32611,NPA,59
2026-03,32611,REP,31
2026-03,32612,DEM,1041
2026-03,32612,IND,63
2026-03,32612,LPF,11
2026-03,32612,NPA,980
2026-03,32612,REP,424
2026-03,32615,AMF,10
2026-03,32615,BPP,14
2026-03,32615,CPF,11
2026-03,32615,CSV,26
2026-03,32615,DEM,4337
2026-03,32615,IND,284
2026-03,32615,LPF,45
2026-03,32615,NPA,3068
2026-03,32615,REP,5338
2026-03,326150000,DEM,59
2026-03,326150000,NPA,14
2026-03,326150000,REP,19
2026-03,32617,DEM,649
2026-03,32617,IND,71
2026-03,32617,LPF,14
2026-03,32617,NPA,526
2026-03,32617,REP,1894
2026-03,32618,CSV,13
2026-03,32618,DEM,1511
2026-03,32618,IND,101
2026-03,32618,LPF,30
2026-03,32618,NPA,916
2026-03,32618,REP,1762
2026-03,32619,CPF,12
2026-03,32619,CSV,20
2026-03,32619,DEM,503
2026-03,32619,IND,119
2026-03,32619,LPF,13
2026-03,32619,NPA,541
2026-03,32619,REP,2856
2026-03,32621,AMF,11
2026-03,32621,CPF,10
2026-03,32621,CSV,22
2026-03,32621,DEM,518
2026-03,32621,IND,53
2026-03,32621,LPF,14
2026-03,32621,NPA,320
2026-03,32621,REP,1384
2026-03,326216411,DEM,10
2026-03,32622,DEM,267
